Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13.94%,16.53%,(11.99%),(10.20%),(1.27%)
Total Revenues,13.94%,16.53%,(11.99%),(10.20%),(1.27%)
Cost Of Revenues,16.19%,11.97%,(9.49%),(7.01%),(0.13%)
Gross Profit,7.54%,30.51%,(18.56%),(19.49%),(4.73%)
Selling General & Admin Expenses,8.41%,34.37%,(17.16%),(7.57%),(6.05%)
R&D Expenses,(6.41%),(1.37%),(6.94%),10.45%,13.24%
Other Operating Expense/(Income),,,,,0.00%
Total Operating Expenses,8.15%,29.04%,(15.53%),(5.73%),(3.75%)
Operating Income,7.21%,31.33%,(20.24%),(27.54%),(5.36%)
Interest Expense,(1.67%),(2.46%),-8.00%,-5.22%,-5.36%
Interest And Investment Income,0.00%,11.82%,(3.25%),10.92%,8.80%
Net Interest Expenses,(20.00%),-83.33%,,475.00%,130.77%
Currency Exchange Gains (Loss),0.00%,,,,
Other Non Operating Income (Expenses),,166.67%,,,
"EBT, Excl. Unusual Items",9.20%,32.37%,(20.61%),(25.63%),(10.22%)
"EBT, Incl. Unusual Items",4.37%,40.47%,(34.57%),127.83%,164.58%
Income Tax Expense,74.59%,37.09%,(57.53%),99.19%,86.71%
Earnings From Continuing Operations,(5.07%),41.30%,(29.06%),131.94%,179.39%
Earnings Of Discontinued Operations,(550.00%),-61.54%,(20.00%),(100.00%),-50.00%
Net Income to Company,(6.29%),42.87%,(29.27%),132.17%,183.11%
Minority Interest,0.00%,0.00%,0.00%,(16.67%),-14.29%
Net Income,(6.33%),43.18%,(29.41%),132.98%,184.99%
NI to Common Incl Extra Items,(6.33%),43.18%,(29.41%),132.98%,184.99%
NI to Common Excl. Extra Items,(5.10%),41.59%,(29.21%),132.75%,181.21%
Revenue Per Share,19.75%,19.66%,(4.61%),(5.53%),3.37%
Basic EPS,(1.56%),47.09%,(23.53%),144.89%,198.39%
Basic EPS - Continuing Ops,(0.20%),45.32%,(23.24%),144.94%,194.43%
Basic Weighted Average Shares Outst.,(4.85%),(2.61%),(7.73%),(4.93%),(4.49%)
Diluted EPS,(1.36%),46.12%,(23.21%),144.86%,198.03%
Diluted EPS - Continuing Ops,(0.00%),44.59%,(23.02%),144.56%,194.08%
Diluted Weighted Average Shares Outst.,(5.05%),(2.10%),(7.95%),(4.95%),(4.54%)
Normalized Basic EPS,14.87%,36.28%,(14.13%),(22.08%),(5.96%)
Normalized Diluted EPS,15.04%,35.43%,(13.89%),(22.13%),(5.92%)
Dividend Per Share,26.09%,19.54%,15.38%,3.33%,2.42%
Payout Ratio,28.03%,(18.86%),51.77%,(58.08%),(65.72%)
EBITDA,6.97%,26.71%,(15.31%),(20.57%),(4.10%)
EBITA,8.57%,30.97%,(20.09%),(27.18%),(5.46%)
EBIT,7.21%,31.33%,(20.24%),(27.54%),(5.36%)
EBITDAR,,,,(19.22%),
Effective Tax Rate,67.35%,(2.38%),(35.11%),(12.57%),(29.43%)
Normalized Net Income,9.28%,32.64%,(20.74%),(25.97%),(10.18%)
Interest Capitalized,20.00%,66.67%,(20.00%),0.00%,
Interest on Long-Term Debt,,,,(23.33%),
R&D Expense From Footnotes,(6.41%),(1.37%),(2.78%),10.00%,15.49%
Foreign Sales,16.00%,17.91%,(14.89%),(9.14%),
