Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(16.55%),(3.27%),(1.63%),(16.53%),(17.99%)
Other Revenues,(21.08%),10.02%,(4.27%),(14.62%),3.39%
Total Revenues,(16.90%),(2.28%),(1.85%),(16.38%),(16.49%)
Cost Of Revenues,(2.86%),(18.15%),(2.83%),(9.81%),(9.67%)
Gross Profit,(71.07%),203.42%,1.58%,(38.34%),(39.00%)
Selling General & Admin Expenses,(15.31%),(8.07%),8.12%,(10.16%),(10.46%)
R&D Expenses,,,(8.70%),(17.74%),(37.44%)
Total Operating Expenses,(15.31%),19.35%,4.26%,(11.69%),(16.91%)
Operating Income,,,(4.37%),,
Interest Expense,(25.27%),-4.85%,-12.42%,-36.97%,-37.35%
Interest And Investment Income,36.12%,56.98%,(24.02%),14.99%,14.99%
Net Interest Expenses,(23.65%),-15.00%,-8.90%,-50.12%,-51.89%
Other Non Operating Income (Expenses),-47.55%,(90.64%),(7.13%),(4.46%),-23.95%
"EBT, Excl. Unusual Items",,,(3.18%),,
"EBT, Incl. Unusual Items",,(85.00%),,352.70%,
Income Tax Expense,(147.84%),,680.65%,,
Earnings From Continuing Operations,,(146.94%),,"1,243.84%",
Earnings Of Discontinued Operations,-67.30%,(336.86%),(291.42%),-97.66%,-62.61%
Net Income to Company,,(153.63%),-78.11%,,(49.85%)
Minority Interest,26.30%,(75.62%),,,
Net Income,,(163.50%),-77.73%,,(39.23%)
Preferred Dividend and Other Adjustments,(31.45%),(1.30%),1.54%,38.39%,44.18%
NI to Common Incl Extra Items,,(155.02%),-76.15%,,(40.04%)
NI to Common Excl. Extra Items,,(148.45%),-99.51%,,
Revenue Per Share,(13.68%),(2.34%),(2.20%),(16.63%),(16.76%)
Basic EPS,,(154.80%),-76.20%,,(39.58%)
Basic EPS - Continuing Ops,,(149.25%),-99.51%,,
Basic Weighted Average Shares Outst.,(3.75%),0.05%,0.38%,0.33%,0.33%
Diluted EPS,,(152.58%),-76.29%,,(38.48%)
Diluted EPS - Continuing Ops,,(147.00%),-99.51%,,
Diluted Weighted Average Shares Outst.,(4.85%),0.05%,0.38%,0.42%,0.33%
Normalized Basic EPS,,,(8.92%),,
Normalized Diluted EPS,,,(8.92%),,
Dividend Per Share,(9.68%),(55.95%),(89.19%),0.00%,0.00%
Payout Ratio,,,,,-21.88%
EBITDA,(94.98%),"1,413.53%",(7.42%),(51.87%),(45.40%)
EBITA,,,(6.65%),(86.10%),(85.04%)
EBIT,,,(4.37%),,
EBITDAR,(88.02%),538.42%,(7.46%),(48.01%),
Effective Tax Rate,,,,,338.10%
Normalized Net Income,,,(10.07%),,
R&D Expense From Footnotes,(10.04%),(16.87%),2.44%,(8.26%),(25.15%)
Foreign Sales,(17.59%),(1.15%),(2.26%),(20.66%),
