Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10967.1,11760.0,11268.7,11370.3,11819.9,11819.9
Other Revenues,109.8,147.7,165.2,130.2,126.1,126.1
Total Revenues,11076.9,11907.7,11433.9,11500.5,11946.0,11946.0
Cost Of Revenues,6078.4,6931.5,6861.9,6948.6,7166.0,7166.0
Gross Profit,4998.5,4976.2,4572.0,4551.9,4780.0,4780.0
Selling General & Admin Expenses,2351.4,2564.0,2397.3,2503.4,3185.0,3185.0
R&D Expenses,697.8,665.6,586.3,518.8,507.5,507.5
Total Operating Expenses,3049.2,3229.6,2983.6,3022.2,3692.5,3692.5
Operating Income,1949.3,1746.6,1588.4,1529.7,1087.5,1087.5
Interest Expense,(454.8),(534.6),(542.3),(517.3),(497.8),(497.8)
Interest And Investment Income,12.3,,,,,
Net Interest Expenses,(442.5),(534.6),(542.3),(517.3),(497.8),(497.8)
Currency Exchange Gains (Loss),98.6,48.1,20.0,9.4,(2.2),(2.2)
Other Non Operating Income (Expenses),(6.5),24.1,19.2,19.6,21.2,21.2
"EBT, Excl. Unusual Items",1486.1,1184.2,1006.6,979.3,560.3,560.3
"EBT, Incl. Unusual Items",121.7,903.0,298.4,154.4,(721.2),(721.2)
Income Tax Expense,(358.3),207.0,(54.1),137.6,(51.3),(51.3)
Earnings From Continuing Operations,480.0,696.0,352.5,16.8,(669.9),(669.9)
Net Income to Company,480.0,696.0,352.5,16.8,(669.9),(669.9)
Net Income,480.0,696.0,352.5,16.8,(669.9),(669.9)
NI to Common Incl Extra Items,480.0,696.0,352.5,16.8,(669.9),(669.9)
NI to Common Excl. Extra Items,480.0,696.0,352.5,16.8,(669.9),(669.9)
Revenue Per Share,$21.59,$22.28,$22.22,$22.30,$19.87,$19.87
Basic EPS,$0.94,$1.30,$0.69,$0.03,($1.11),($1.11)
Basic EPS - Continuing Ops,$0.94,$1.30,$0.69,$0.03,($1.11),($1.11)
Basic Weighted Average Shares Outst.,513.0,534.5,514.5,515.7,601.2,601.2
Diluted EPS,$0.92,$1.30,$0.68,$0.03,($1.11),($1.11)
Diluted EPS - Continuing Ops,$0.92,$1.30,$0.68,$0.03,($1.11),($1.11)
Diluted Weighted Average Shares Outst.,520.5,536.7,516.5,516.5,601.2,601.2
Normalized Basic EPS,$1.81,$1.38,$1.22,$1.19,$0.58,$0.58
Normalized Diluted EPS,$1.78,$1.38,$1.22,$1.19,$0.58,$0.58
EBITDA,3404.0,3471.6,3474.3,3368.4,2983.0,2983.0
EBITA,3144.6,3184.0,3194.8,3112.4,2693.3,2693.3
EBIT,1949.3,1746.6,1588.4,1529.7,1087.5,1087.5
EBITDAR,3474.8,3555.4,3553.2,3456.0,3063.7,3063.7
Effective Tax Rate,NM,22.9%,NM,89.1%,NM,NM
Normalized Net Income,928.8,740.1,629.1,612.1,350.2,350.2
R&D Expense From Footnotes,876.7,857.9,822.2,778.2,592.5,592.5
Foreign Sales,6459.7,7076.3,2257.5,2218.7,2226.2,2226.2
