Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,144118.0,158453.0,178087.0,189699.0,201478.0,206324.0
Total Interest And Dividend Income,828.0,1023.0,1376.0,1886.0,1502.0,1589.0
Non-Insurance Activities Revenues,26658.0,26366.0,29601.0,31597.0,34145.0,34054.0
Other Revenues,13236.0,15317.0,17183.0,18973.0,20016.0,20949.0
Total Revenues,184840.0,201159.0,226247.0,242155.0,257141.0,262916.0
Policy Benefits,117038.0,130036.0,145403.0,156440.0,159396.0,163300.0
Depreciation & Amortization,2055.0,2245.0,2428.0,2720.0,2891.0,2926.0
Selling General & Admin Expenses,28401.0,29557.0,34074.0,35193.0,41704.0,41912.0
Non-Insurance Activities Expenses,24416.0,24112.0,26998.0,28117.0,30745.0,30630.0
Total Operating Expenses,171910.0,185950.0,208903.0,222470.0,234736.0,238768.0
Operating Income,12930.0,15209.0,17344.0,19685.0,22405.0,24148.0
"Interest Expense, Total","(1,067.0)","(1,186.0)","(1,400.0)","(1,704.0)","(1,663.0)","(1,623.0)"
"EBT, Excl. Unusual Items",11863.0,14023.0,15944.0,17981.0,20742.0,22525.0
"EBT, Incl. Unusual Items",11863.0,14023.0,15944.0,17981.0,20742.0,22525.0
Income Tax Expense,4790.0,3200.0,3562.0,3742.0,4973.0,5243.0
Earnings From Continuing Operations,7073.0,10823.0,12382.0,14239.0,15769.0,17282.0
Net Income to Company,7073.0,10823.0,12382.0,14239.0,15769.0,17282.0
Minority Interest,(56.0),(265.0),(396.0),(400.0),(366.0),(399.0)
Net Income,7017.0,10558.0,11986.0,13839.0,15403.0,16883.0
NI to Common Incl Extra Items,7017.0,10558.0,11986.0,13839.0,15403.0,16883.0
NI to Common Excl. Extra Items,7017.0,10558.0,11986.0,13839.0,15403.0,16883.0
Revenue Per Share,$194.16,$208.67,$234.94,$254.63,$270.96,$277.41
Basic EPS,$7.37,$10.95,$12.45,$14.55,$16.23,$17.81
Basic EPS - Continuing Ops,$7.37,$10.95,$12.45,$14.55,$16.23,$17.81
Basic Weighted Average Shares Outst.,952.0,964.0,963.0,951.0,949.0,947.8
Diluted EPS,$7.25,$10.72,$12.19,$14.33,$16.03,$17.59
Diluted EPS - Continuing Ops,$7.25,$10.72,$12.19,$14.33,$16.03,$17.59
Diluted Weighted Average Shares Outst.,968.0,985.0,983.0,966.0,961.0,959.8
Normalized Basic EPS,$7.73,$8.82,$9.94,$11.40,$13.27,$14.43
Normalized Diluted EPS,$7.60,$8.63,$9.73,$11.22,$13.11,$14.25
Dividend Per Share,$2.38,$2.88,$3.45,$4.14,$4.83,$5.00
Payout Ratio,32.22%,26.26%,27.70%,28.41%,29.76%,28.08%
EBITDA,14510.0,16904.0,19166.0,21684.0,24482.0,26260.0
EBITA,13812.0,16105.0,18242.0,20685.0,23505.0,25277.0
EBIT,12930.0,15209.0,17344.0,19685.0,22405.0,24148.0
EBITDAR,15118.0,17614.0,19917.0,22684.0,25582.0,
Effective Tax Rate,40.4%,22.8%,22.3%,20.8%,24.0%,23.3%
Normalized Net Income,7358.4,8499.4,9569.0,10838.1,12597.8,13679.1
Foreign Sales,6223.0,8046.4,9049.9,9686.2,7714.2,
