Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9766.2,10409.9,10772.3,11378.3,11558.9,11742.2
Total Revenues,9766.2,10409.9,10772.3,11378.3,11558.9,11742.2
Cost Of Revenues,5616.9,6085.7,6423.2,6840.2,6901.2,6995.6
Gross Profit,4149.3,4324.1,4349.1,4538.0,4657.7,4746.6
Selling General & Admin Expenses,97.3,103.1,106.1,107.8,116.1,119.1
Depreciation & Amortization,416.6,447.8,453.0,490.4,510.5,517.5
Other Operating Expense/(Income),2354.0,2493.1,2561.4,2626.3,2671.8,2691.7
Total Operating Expenses,2867.9,3044.0,3120.5,3224.5,3298.3,3328.3
Operating Income,1281.4,1280.2,1228.6,1313.5,1359.4,1418.3
Interest Expense,(125.2),(145.3),(156.5),(163.2),(109.1),(94.7)
Interest And Investment Income,0.2,0.1,1.5,0.5,3.7,3.7
Net Interest Expenses,(125.1),(145.2),(155.0),(162.7),(105.4),(91.0)
Other Non Operating Income (Expenses),,,12.8,12.1,2.1,4.0
"EBT, Excl. Unusual Items",1156.4,1135.0,1087.8,1164.0,1257.1,1332.4
"EBT, Incl. Unusual Items",1156.4,1135.0,1034.5,1066.3,1252.1,1334.2
Income Tax Expense,409.2,363.7,236.6,238.8,299.3,316.8
Earnings From Continuing Operations,747.2,771.3,797.9,827.5,952.8,1017.4
Net Income to Company,747.2,771.3,797.9,827.5,952.8,1017.4
Minority Interest,(44.8),(19.0),(18.2),(12.7),(8.8),(6.4)
Net Income,702.4,752.3,779.7,814.9,944.0,1011.0
Preferred Dividend and Other Adjustments,0.3,0.4,1.1,2.0,3.0,3.2
NI to Common Incl Extra Items,702.1,751.9,778.6,812.8,941.0,1007.8
NI to Common Excl. Extra Items,702.1,751.9,778.6,812.8,941.0,1007.8
Revenue Per Share,$100.47,$108.83,$115.49,$128.19,$135.89,$138.63
Basic EPS,$7.22,$7.86,$8.35,$9.16,$11.06,$11.90
Basic EPS - Continuing Ops,$7.22,$7.86,$8.35,$9.16,$11.06,$11.90
Basic Weighted Average Shares Outst.,97.2,95.7,93.3,88.8,85.1,84.7
Diluted EPS,$7.14,$7.81,$8.31,$9.13,$10.99,$11.79
Diluted EPS - Continuing Ops,$7.14,$7.81,$8.31,$9.13,$10.99,$11.79
Diluted Weighted Average Shares Outst.,98.4,96.3,93.8,89.0,85.6,85.4
Normalized Basic EPS,$6.97,$7.22,$7.09,$8.05,$9.13,$9.76
Normalized Diluted EPS,$6.89,$7.17,$7.06,$8.03,$9.08,$9.67
Dividend Per Share,$0.40,$0.40,$0.40,$0.60,$0.20,$0.20
Payout Ratio,5.53%,5.08%,4.79%,6.50%,1.84%,1.68%
EBITDA,1698.0,1728.1,1681.6,1803.9,1869.8,1935.8
EBITA,1281.4,1280.2,1228.6,1313.5,1359.4,1418.3
EBIT,1281.4,1280.2,1228.6,1313.5,1359.4,1418.3
EBITDAR,1795.3,1831.2,1787.7,1911.7,1985.9,
Effective Tax Rate,35.4%,32.0%,22.9%,22.4%,23.9%,23.7%
Normalized Net Income,678.0,690.4,661.7,714.8,776.8,826.4
Interest Capitalized,1.9,1.0,2.3,3.4,4.3,
Interest on Long-Term Debt,118.6,143.9,165.5,170.0,113.3,
