Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.01%,6.30%,(8.65%),(8.63%),0.00%
Total Revenues,6.01%,6.30%,(8.65%),(8.63%),0.00%
Cost Of Revenues,6.36%,8.45%,(8.25%),(7.80%),0.00%
Gross Profit,5.01%,0.16%,(9.88%),(11.24%),0.00%
Selling General & Admin Expenses,(14.53%),16.67%,8.37%,2.93%,0.00%
R&D Expenses,1.79%,3.52%,(0.43%),(3.42%),0.00%
Total Operating Expenses,(10.57%),13.03%,6.14%,1.42%,0.00%
Operating Income,14.94%,(6.23%),(19.47%),(21.22%),0.00%
Interest Expense,-5.43%,-2.46%,-7.14%,-3.17%,0.00%
Interest And Investment Income,0.00%,0.00%,0.00%,33.33%,0.00%
Net Interest Expenses,-5.49%,-2.49%,-7.23%,-3.67%,0.00%
Currency Exchange Gains (Loss),-81.48%,(140.00%),-25.00%,(77.78%),0.00%
Other Non Operating Income (Expenses),,-20.00%,0.00%,(75.00%),0.00%
"EBT, Excl. Unusual Items",20.32%,(6.93%),(21.94%),(25.49%),0.00%
"EBT, Incl. Unusual Items",22.88%,1.63%,(31.15%),(41.24%),0.00%
Income Tax Expense,,,(38.05%),(70.71%),0.00%
Earnings From Continuing Operations,61.58%,(21.90%),(29.70%),(35.83%),0.00%
Net Income to Company,61.58%,(21.90%),(29.70%),(35.83%),0.00%
Minority Interest,-20.00%,0.00%,-25.00%,(266.67%),0.00%
Net Income,62.06%,(21.97%),(29.72%),(37.02%),0.00%
NI to Common Incl Extra Items,62.06%,(21.97%),(29.72%),(37.02%),0.00%
NI to Common Excl. Extra Items,62.06%,(21.97%),(29.72%),(37.02%),0.00%
Revenue Per Share,7.84%,9.01%,(6.12%),(7.35%),0.00%
Basic EPS,64.79%,(19.99%),(27.79%),(36.09%),0.00%
Basic EPS - Continuing Ops,64.79%,(19.99%),(27.79%),(36.09%),0.00%
Basic Weighted Average Shares Outst.,(1.70%),(2.49%),(2.69%),(1.38%),0.00%
Diluted EPS,64.70%,(20.17%),(27.51%),(36.13%),0.00%
Diluted EPS - Continuing Ops,64.70%,(20.17%),(27.51%),(36.13%),0.00%
Diluted Weighted Average Shares Outst.,(1.55%),(2.19%),(3.08%),(1.44%),0.00%
Normalized Basic EPS,22.58%,(4.59%),(19.75%),(25.76%),0.00%
Normalized Diluted EPS,22.48%,(4.94%),(19.42%),(25.83%),0.00%
Dividend Per Share,10.58%,10.05%,9.57%,5.95%,0.00%
Payout Ratio,(32.85%),37.65%,53.50%,65.73%,0.00%
EBITDA,11.00%,(3.84%),(13.69%),(16.67%),0.00%
EBITA,13.27%,(5.67%),(17.84%),(21.08%),0.00%
EBIT,14.94%,(6.23%),(19.47%),(21.22%),0.00%
EBITDAR,,,,(15.85%),
Effective Tax Rate,,,(10.02%),(50.16%),0.00%
Normalized Net Income,20.60%,(6.96%),(21.93%),(26.86%),0.00%
Interest Capitalized,0.00%,(42.86%),0.00%,0.00%,
R&D Expense From Footnotes,1.79%,3.52%,(0.43%),(3.42%),0.00%
Foreign Sales,83.46%,6.30%,(8.65%),(8.63%),
