Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2529.6,2443.3,3042.4,3459.3,3716.3,3716.3
Total Revenues,2529.6,2443.3,3042.4,3459.3,3716.3,3716.3
Cost Of Revenues,883.2,861.2,965.0,1137.0,1366.4,1366.4
Gross Profit,1646.4,1582.1,2077.4,2322.3,2350.0,2350.0
Selling General & Admin Expenses,1214.7,1001.3,1070.2,1273.6,1300.3,1300.3
R&D Expenses,697.6,542.0,553.9,682.3,873.0,873.0
Total Operating Expenses,1912.3,1543.3,1624.0,1955.9,2173.3,2173.3
Operating Income,(265.9),38.7,453.3,366.4,176.7,176.7
Interest Expense,(100.0),(105.2),(132.6),(138.2),(152.9),(152.9)
Interest And Investment Income,24.3,44.4,111.2,157.7,88.2,88.2
Net Interest Expenses,(75.7),(60.9),(21.4),19.5,(64.7),(64.7)
Currency Exchange Gains (Loss),1.6,8.3,(11.6),(7.2),(8.1),(8.1)
Other Non Operating Income (Expenses),4.5,(19.2),6.2,2.8,4.0,4.0
"EBT, Excl. Unusual Items",(335.5),(33.0),426.5,381.5,107.9,107.9
"EBT, Incl. Unusual Items",(440.8),(95.4),423.5,390.1,(50.9),(50.9)
Income Tax Expense,16.0,12.6,(782.1),"(1,075.5)",1084.7,1084.7
Earnings From Continuing Operations,(456.9),(108.1),1205.6,1465.7,"(1,135.6)","(1,135.6)"
Net Income to Company,(456.9),(108.1),1205.6,1465.7,"(1,135.6)","(1,135.6)"
Net Income,(456.9),(108.1),1205.6,1465.7,"(1,135.6)","(1,135.6)"
NI to Common Incl Extra Items,(456.9),(108.1),1205.6,1465.7,"(1,135.6)","(1,135.6)"
NI to Common Excl. Extra Items,(456.9),(108.1),1205.6,1465.7,"(1,135.6)","(1,135.6)"
Revenue Per Share,$3.60,$3.33,$4.03,$4.49,$4.72,$4.72
Basic EPS,($0.65),($0.15),$1.60,$1.90,($1.44),($1.44)
Basic EPS - Continuing Ops,($0.65),($0.15),$1.60,$1.90,($1.44),($1.44)
Basic Weighted Average Shares Outst.,702.1,732.7,754.3,770.7,787.9,787.9
Diluted EPS,($0.65),($0.15),$1.56,$1.87,($1.44),($1.44)
Diluted EPS - Continuing Ops,($0.65),($0.15),$1.56,$1.87,($1.44),($1.44)
Diluted Weighted Average Shares Outst.,702.1,732.7,772.7,785.5,787.9,787.9
Normalized Basic EPS,($0.30),($0.03),$0.35,$0.31,$0.09,$0.09
Normalized Diluted EPS,($0.30),($0.03),$0.35,$0.30,$0.09,$0.09
EBITDA,61.7,338.1,767.0,715.9,562.2,562.2
EBITA,(196.6),85.2,472.3,382.9,200.3,200.3
EBIT,(265.9),38.7,453.3,366.4,176.7,176.7
EBITDAR,217.4,,,919.1,812.1,812.1
Effective Tax Rate,NM,NM,NM,NM,NM,NM
Normalized Net Income,(209.7),(20.6),266.6,238.4,67.4,67.4
Interest Capitalized,4.3,3.6,3.7,4.6,3.8,3.8
Interest on Long-Term Debt,104.3,108.8,136.3,142.8,156.7,156.7
R&D Expense From Footnotes,788.1,638.5,665.7,798.3,982.6,982.6
Foreign Sales,964.8,1029.7,1400.1,1515.3,1637.5,1637.5
