Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,2142.9,2377.6,2622.5,2681.1,2754.1,2754.1
Other Revenue,1368.5,1468.0,1603.3,1581.5,1393.2,1393.2
Total Revenues,3511.5,3845.6,4225.8,4262.6,4147.3,4147.3
Property Expenses,1555.8,1664.8,1794.0,1833.3,1749.7,1749.7
Selling General & Admin Exp.,868.4,937.2,1007.0,991.7,947.6,947.6
Depreciation & Amortization,452.3,522.4,639.5,658.2,652.1,652.1
Total Operating Expenses,2876.5,3124.4,3440.5,3483.2,3349.3,3349.3
Operating Income,635.0,721.2,785.3,779.4,797.9,797.9
Total Interest Expense,(318.2),(361.3),(416.2),(425.9),(426.8),(426.8)
Interest and Investment Income,7.6,7.7,6.6,6.6,8.3,8.3
Net Interest Expenses,(310.7),(353.6),(409.6),(419.3),(418.5),(418.5)
Other Non Operating Income,2.2,3.3,(3.9),(13.2),,
"EBT, Excl. Unusual Items",306.1,327.6,387.4,322.0,294.1,294.1
Impairment of Goodwill,,(3.0),,,(23.0),(23.0)
Gain (Loss) on Sale of Assets,(16.1),39.6,73.6,63.8,363.5,363.5
Other Unusual Items,(9.3),(78.4),,4.2,(77.6),(77.6)
"EBT, Incl. Unusual Items",148.8,201.0,410.3,328.1,372.7,372.7
Income Tax Expense,44.9,23.0,42.8,59.9,29.6,29.6
Earnings From Continuing Operations,103.9,178.0,367.6,268.2,343.1,343.1
Earnings Of Discontinued Operations,3.4,(6.3),(12.4),0.1,,
Net Income to Company,107.2,171.7,355.1,268.3,343.1,343.1
Minority Interest,(2.4),(1.6),(1.2),(0.9),(0.4),(0.4)
Net Income,104.8,170.1,353.9,267.4,342.7,342.7
NI to Common Incl Extra Items,104.8,170.1,353.9,267.4,342.7,342.7
NI to Common Excl. Extra Items,101.5,176.4,366.4,267.3,342.7,342.7
Revenue Per Share,$14.26,$14.46,$14.78,$14.85,$14.39,$14.39
Basic EPS,$0.43,$0.64,$1.24,$0.93,$1.19,$1.19
Basic EPS - Continuing Ops,$0.41,$0.66,$1.28,$0.93,$1.19,$1.19
Basic Weighted Average Shares Outst.,246.2,265.9,285.9,287.0,288.2,288.2
Diluted EPS,$0.42,$0.64,$1.24,$0.93,$1.19,$1.19
Diluted EPS - Continuing Ops,$0.41,$0.66,$1.28,$0.93,$1.19,$1.19
Diluted Weighted Average Shares Outst.,247.3,266.8,286.7,287.7,288.6,288.6
Normalized Basic EPS,$0.77,$0.76,$0.84,$0.70,$0.64,$0.64
Normalized Diluted EPS,$0.76,$0.76,$0.84,$0.70,$0.64,$0.64
Dividend Per Share,$2.01,$2.24,$2.37,$2.45,$2.47,$2.47
Payout Ratio,482.59%,258.65%,190.33%,263.50%,209.02%,209.02%
FFO,323.7,418.6,629.1,520.5,319.0,319.0
FFO Payout Ratio %,156.28%,105.11%,107.09%,135.35%,224.57%,224.57%
AFFO,323.7,418.6,629.1,520.5,319.0,319.0
Funds Available for Distribution,323.7,418.6,629.1,520.5,319.0,319.0
EBITDA,1087.3,1243.6,1377.0,1376.1,1405.1,1405.1
EBITA,721.8,837.3,1126.7,1138.4,1142.1,1142.1
EBIT,635.0,721.2,785.3,779.4,797.9,797.9
EBITDAR,1408.6,1594.0,,1835.7,1904.6,1904.6
Effective Tax Rate,30.2%,11.4%,10.4%,18.3%,7.9%,7.9%
Normalized Net Income,188.9,203.2,240.9,200.3,183.4,183.4
Interest Capitalized,,,3.7,16.0,14.3,14.3
Interest on Long-Term Debt,318.2,361.3,419.9,441.8,441.2,441.2
Foreign Sales,1337.7,1535.3,1645.9,1630.0,1570.2,1570.2
