Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6815.0,9702.0,10412.0,11088.0,11359.0,12014.0
Total Revenues,6815.0,9702.0,10412.0,11088.0,11359.0,12014.0
Cost Of Revenues,4748.0,6301.0,6746.0,7300.0,7500.0,7969.0
Gross Profit,2067.0,3401.0,3666.0,3788.0,3859.0,4045.0
Selling General & Admin Expenses,1013.0,1605.0,1692.0,1711.0,1762.0,1797.0
Depreciation & Amortization,289.0,1011.0,1141.0,1202.0,1287.0,1294.0
Total Operating Expenses,1302.0,2616.0,2833.0,2913.0,3049.0,3091.0
Operating Income,765.0,785.0,833.0,875.0,810.0,954.0
Interest Expense,(144.0),(346.0),(414.0),(447.0),(416.0),(409.0)
Interest And Investment Income,4.0,7.0,8.0,9.0,6.0,5.0
Net Interest Expenses,(140.0),(339.0),(406.0),(438.0),(410.0),(404.0)
Currency Exchange Gains (Loss),(6.0),8.0,12.0,6.0,(1.0),13.0
Other Non Operating Income (Expenses),,(48.0),(13.0),(39.0),(5.0),7.0
"EBT, Excl. Unusual Items",615.0,416.0,441.0,395.0,401.0,575.0
"EBT, Incl. Unusual Items",412.0,304.0,343.0,343.0,380.0,533.0
Income Tax Expense,325.0,(992.0),59.0,116.0,72.0,99.0
Earnings From Continuing Operations,87.0,1296.0,284.0,227.0,308.0,434.0
Net Income to Company,87.0,1296.0,284.0,227.0,308.0,434.0
Minority Interest,(15.0),(19.0),(25.0),(36.0),(29.0),(25.0)
Net Income,72.0,1277.0,259.0,191.0,279.0,409.0
NI to Common Incl Extra Items,72.0,1277.0,259.0,191.0,279.0,409.0
NI to Common Excl. Extra Items,72.0,1277.0,259.0,191.0,279.0,409.0
Revenue Per Share,$45.71,$44.55,$51.11,$56.83,$59.38,$62.81
Basic EPS,$0.48,$5.86,$1.27,$0.98,$1.46,$2.14
Basic EPS - Continuing Ops,$0.48,$5.86,$1.27,$0.98,$1.46,$2.14
Basic Weighted Average Shares Outst.,149.1,217.8,203.7,195.1,191.3,191.3
Diluted EPS,$0.47,$5.74,$1.24,$0.96,$1.43,$2.10
Diluted EPS - Continuing Ops,$0.47,$5.74,$1.24,$0.96,$1.43,$2.10
Diluted Weighted Average Shares Outst.,152.0,222.6,208.2,199.6,195.0,194.8
Normalized Basic EPS,$2.48,$1.11,$1.23,$1.08,$1.16,$1.75
Normalized Diluted EPS,$2.43,$1.08,$1.20,$1.06,$1.14,$1.72
EBITDA,1010.0,1662.0,1795.0,1881.0,1830.0,1981.0
EBITA,931.0,1537.0,1670.0,1753.0,1696.0,1840.0
EBIT,765.0,785.0,833.0,875.0,810.0,954.0
EBITDAR,1137.0,1859.0,1992.0,2074.0,2039.0,
Effective Tax Rate,78.9%,NM,17.2%,33.8%,18.9%,18.6%
Normalized Net Income,369.4,241.0,250.6,210.9,221.6,334.4
Foreign Sales,3561.0,5627.2,5934.8,6098.4,7383.4,
