Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(6.33%),(4.34%),2.23%,4.67%,0.00%
Total Revenues,(6.33%),(4.34%),2.23%,4.67%,0.00%
Cost Of Revenues,(8.12%),(2.24%),5.65%,6.01%,0.00%
Gross Profit,(3.52%),(7.48%),(3.18%),2.36%,0.00%
Selling General & Admin Expenses,(4.99%),(1.91%),3.59%,0.23%,0.00%
R&D Expenses,(8.86%),30.35%,(14.27%),(5.18%),0.00%
Other Operating Expense/(Income),,,(16.42%),,0.00%
Total Operating Expenses,(7.40%),4.83%,0.59%,(1.30%),0.00%
Operating Income,4.62%,(30.34%),(13.72%),14.30%,0.00%
Interest Expense,-21.95%,-26.49%,(5.08%),(12.08%),0.00%
Net Interest Expenses,-21.95%,-26.49%,(5.08%),(12.08%),0.00%
Currency Exchange Gains (Loss),,(7.14%),,,0.00%
Other Non Operating Income (Expenses),(17.65%),,,(53.03%),0.00%
"EBT, Excl. Unusual Items",20.42%,(33.33%),(18.02%),18.92%,0.00%
"EBT, Incl. Unusual Items",,3.75%,(41.16%),,0.00%
Income Tax Expense,,(0.56%),(84.40%),(46.99%),0.00%
Earnings From Continuing Operations,,9.53%,11.53%,,0.00%
Net Income to Company,,9.53%,11.53%,,0.00%
Net Income,,9.53%,11.53%,,0.00%
NI to Common Incl Extra Items,,9.53%,11.53%,,0.00%
NI to Common Excl. Extra Items,,9.53%,11.53%,,0.00%
Revenue Per Share,(5.67%),(1.22%),3.58%,4.59%,0.00%
Basic EPS,,13.17%,13.08%,,0.00%
Basic EPS - Continuing Ops,,13.17%,13.08%,,0.00%
Basic Weighted Average Shares Outst.,(0.70%),(3.16%),(1.31%),0.07%,0.00%
Diluted EPS,,13.10%,12.63%,,0.00%
Diluted EPS - Continuing Ops,,13.10%,12.63%,,0.00%
Diluted Weighted Average Shares Outst.,(0.49%),(3.02%),(1.30%),(0.29%),0.00%
Normalized Basic EPS,21.45%,(31.04%),(16.74%),18.88%,0.00%
Normalized Diluted EPS,21.20%,(31.29%),(17.04%),18.88%,0.00%
Dividend Per Share,10.34%,18.75%,7.89%,9.76%,0.00%
Payout Ratio,,5.13%,(3.93%),,0.00%
EBITDA,1.64%,(20.34%),(10.30%),5.88%,0.00%
EBITA,2.30%,(21.70%),(11.56%),6.75%,0.00%
EBIT,4.62%,(30.34%),(13.72%),14.30%,0.00%
EBITDAR,1.39%,(19.44%),(10.00%),5.48%,
Effective Tax Rate,,(4.15%),(73.49%),,0.00%
Normalized Net Income,20.42%,(33.33%),(18.02%),18.92%,0.00%
Interest on Long-Term Debt,,,,0.00%,
R&D Expense From Footnotes,(3.79%),26.00%,(15.00%),(8.02%),0.00%
Foreign Sales,(5.31%),(4.27%),2.29%,4.56%,
