Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2677.2,3072.0,3375.0,3589.4,3128.9,3128.9
Total Revenues,2677.2,3072.0,3375.0,3589.4,3128.9,3128.9
Cost Of Revenues,1706.9,1926.7,2140.2,2329.9,2133.4,2133.4
Gross Profit,970.3,1145.3,1234.8,1259.5,995.6,995.6
Selling General & Admin Expenses,354.6,420.0,409.7,438.6,386.5,386.5
R&D Expenses,79.1,78.6,70.1,58.3,59.2,59.2
Total Operating Expenses,433.7,498.7,479.8,496.8,445.7,445.7
Operating Income,536.6,646.6,755.0,762.6,549.8,549.8
Interest Expense,(63.3),(62.5),(52.4),(52.9),(73.1),(73.1)
Net Interest Expenses,(63.3),(62.5),(52.4),(52.9),(73.1),(73.1)
Currency Exchange Gains (Loss),2.4,(11.1),(10.5),(27.4),(28.8),(28.8)
Other Non Operating Income (Expenses),1.9,12.9,2.2,15.5,6.6,6.6
"EBT, Excl. Unusual Items",537.3,670.4,783.5,827.5,582.1,582.1
"EBT, Incl. Unusual Items",574.9,531.3,884.0,692.5,501.0,501.0
Income Tax Expense,96.3,431.8,144.8,88.2,54.4,54.4
Earnings From Continuing Operations,478.6,99.5,739.1,604.4,446.6,446.6
Earnings Of Discontinued Operations,202.1,,,,,
Net Income to Company,680.8,99.5,739.1,604.4,446.6,446.6
Minority Interest,(37.1),(44.6),(45.6),(71.1),(70.9),(70.9)
Net Income,643.7,54.9,693.6,533.2,375.8,375.8
NI to Common Incl Extra Items,643.7,54.9,693.6,533.2,375.8,375.8
NI to Common Excl. Extra Items,441.5,54.9,693.6,533.2,375.8,375.8
Revenue Per Share,$23.82,$27.70,$31.13,$33.88,$29.41,$29.41
Basic EPS,$5.73,$0.49,$6.40,$5.03,$3.53,$3.53
Basic EPS - Continuing Ops,$3.93,$0.49,$6.40,$5.03,$3.53,$3.53
Basic Weighted Average Shares Outst.,112.4,110.9,108.4,105.9,106.4,106.4
Diluted EPS,$5.68,$0.49,$6.34,$5.02,$3.52,$3.52
Diluted EPS - Continuing Ops,$3.90,$0.49,$6.34,$5.02,$3.52,$3.52
Diluted Weighted Average Shares Outst.,113.2,112.4,109.5,106.3,106.8,106.8
Normalized Basic EPS,$2.66,$3.38,$4.10,$4.21,$2.75,$2.75
Normalized Diluted EPS,$2.64,$3.33,$4.06,$4.20,$2.74,$2.74
Dividend Per Share,$1.22,$1.28,$1.34,$1.47,$1.54,$1.54
Payout Ratio,21.03%,256.26%,20.85%,28.54%,43.06%,43.06%
EBITDA,727.6,843.5,955.7,976.1,781.8,781.8
EBITA,555.6,671.7,783.0,789.8,574.8,574.8
EBIT,536.6,646.6,755.0,762.6,549.8,549.8
EBITDAR,759.0,874.7,993.3,1024.3,836.1,836.1
Effective Tax Rate,16.7%,81.3%,16.4%,12.7%,10.9%,10.9%
Normalized Net Income,298.7,374.4,444.1,446.0,292.9,292.9
Interest Capitalized,6.8,7.4,19.3,30.2,30.4,30.4
Interest on Long-Term Debt,72.0,70.0,71.7,83.1,103.5,103.5
R&D Expense From Footnotes,80.5,84.3,70.1,58.3,59.2,59.2
Foreign Sales,1879.9,2231.4,2487.5,2731.3,2385.1,2385.1
