Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1285.7,1354.3,1390.9,1450.6,1486.2,1449.3
Other Revenue,35.7,86.4,85.5,123.6,61.2,61.2
Total Revenues,1329.7,1450.3,1485.5,1583.8,1556.9,1519.7
Property Expenses,390.8,407.1,416.6,430.8,472.5,475.9
Selling General & Admin Exp.,40.8,41.4,53.5,54.3,65.4,61.2
Depreciation & Amortization,441.7,468.9,479.9,483.8,525.5,522.5
Total Operating Expenses,873.2,917.4,949.9,968.8,1063.3,1059.7
Operating Income,456.5,533.0,535.6,615.0,493.6,460.0
Total Interest Expense,(219.7),(222.9),(220.5),(217.3),(220.6),(211.1)
Interest and Investment Income,2.9,7.6,9.8,10.8,6.5,20.9
Net Interest Expenses,(216.7),(215.3),(210.7),(206.5),(214.2),(190.2)
Other Non Operating Income,11.7,10.1,8.7,8.4,11.5,11.5
"EBT, Excl. Unusual Items",251.5,327.7,333.6,416.9,291.0,277.1
Gain (Loss) on Sale of Assets,150.2,26.4,61.9,(3.2),65.0,165.1
Asset Writedown,,,,(7.1),(1.8),(1.8)
Other Unusual Items,(0.6),(1.8),,3.7,(27.0),(29.8)
"EBT, Incl. Unusual Items",438.4,458.0,413.6,464.4,599.3,447.5
Earnings From Continuing Operations,438.4,458.0,413.6,464.4,599.3,447.5
Net Income to Company,438.4,458.0,413.6,464.4,599.3,447.5
Minority Interest,(23.4),(25.0),(23.4),(25.2),(30.5),(25.2)
Net Income,415.0,433.1,390.2,439.3,568.9,422.3
Pref. Dividends and Other Adj.,3.9,,,,,
NI to Common Incl Extra Items,411.1,433.1,390.2,439.3,568.9,422.3
NI to Common Excl. Extra Items,411.1,433.1,390.2,439.3,568.9,422.3
Revenue Per Share,$20.31,$22.03,$22.49,$24.05,$23.79,$23.38
Basic EPS,$6.28,$6.58,$5.91,$6.67,$8.69,$6.50
Basic EPS - Continuing Ops,$6.28,$6.58,$5.91,$6.67,$8.69,$6.50
Basic Weighted Average Shares Outst.,65.5,65.8,66.0,65.8,65.5,65.0
Diluted EPS,$6.27,$6.57,$5.90,$6.66,$8.69,$6.50
Diluted EPS - Continuing Ops,$6.27,$6.57,$5.90,$6.66,$8.69,$6.50
Diluted Weighted Average Shares Outst.,65.6,65.9,66.1,65.9,65.6,65.0
Normalized Basic EPS,$2.04,$2.73,$2.80,$3.58,$2.31,$2.28
Normalized Diluted EPS,$2.04,$2.73,$2.80,$3.57,$2.31,$2.28
Dividend Per Share,$6.40,$7.00,$7.44,$7.80,$8.31,$6.23
Payout Ratio,99.07%,104.06%,124.10%,115.59%,94.24%,
FFO,754.6,812.1,871.8,936.4,865.3,865.3
FFO Payout Ratio %,,55.49%,55.54%,54.23%,61.96%,
AFFO,754.6,812.1,871.8,936.4,865.3,
Funds Available for Distribution,754.6,812.1,871.8,936.4,865.3,
FFO Per Share (Diluted),$11.12,$11.91,$12.76,$13.73,$12.78,
FFO Shares (Diluted),67.9,68.2,68.3,68.2,67.7,
Adjusted FFO Per Share (Diluted),$11.12,$11.91,$12.76,$13.73,$12.78,
EBITDA,898.2,1001.8,1015.5,1098.8,1019.1,985.3
EBITA,456.5,533.0,535.6,615.0,493.6,460.0
EBIT,456.5,533.0,535.6,615.0,493.6,460.0
EBITDAR,,,,1106.5,1027.2,
Normalized Net Income,133.7,179.9,185.1,235.4,151.4,148.0
Interest Capitalized,12.5,13.9,18.7,24.2,14.6,
