Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,3.78%,5.16%,9.95%,8.61%,2.14%
Other Revenue,589.39%,,,(86.33%),69.90%
Total Revenues,6.50%,1.44%,23.83%,(2.33%),2.13%
Property Expenses,3.94%,5.90%,9.64%,15.16%,10.70%
Selling General & Admin Exp.,(0.81%),(11.95%),24.75%,5.61%,11.43%
Depreciation & Amortization,2.54%,(0.18%),16.58%,21.80%,10.25%
Other Operating Expenses,33.09%,323.08%,(58.71%),96.60%,(24.69%)
Total Operating Expenses,2.89%,2.39%,13.28%,18.51%,10.06%
Operating Income,22.21%,(2.04%),64.26%,(57.42%),(34.71%)
Total Interest Expense,(4.62%),(4.24%),(27.39%),(18.60%),(12.96%)
Interest and Investment Income,0.00%,127.78%,241.46%,(35.00%),20.81%
Net Interest Expenses,(4.69%),(2.49%),(20.64%),(23.38%),(12.64%)
Other Non Operating Income,31.54%,"1,440.94%",(46.72%),,
"EBT, Excl. Unusual Items",58.25%,(5.56%),125.30%,,
Gain (Loss) on Sale of Assets,(80.81%),213.79%,(96.12%),"2,158.18%","3,120.48%"
Other Unusual Items,(492.21%),-51.07%,-77.65%,(349.58%),(23.54%)
"EBT, Incl. Unusual Items",(60.11%),67.83%,(8.47%),(64.84%),(61.34%)
Income Tax Expense,,,457.85%,(33.69%),67.60%
Earnings From Continuing Operations,(58.59%),67.01%,(9.91%),(65.44%),(62.63%)
Net Income to Company,(58.59%),67.01%,(9.91%),(65.44%),(62.63%)
Minority Interest,-59.88%,(66.13%),-20.73%,-67.81%,-64.51%
Net Income,(58.47%),67.09%,(8.93%),(65.26%),(62.49%)
Pref. Dividends and Other Adj.,(0.24%),4.31%,6.10%,3.07%,1.47%
NI to Common Incl Extra Items,(59.22%),69.06%,(9.22%),(66.81%),(64.14%)
NI to Common Excl. Extra Items,(59.22%),69.06%,(9.22%),(66.81%),(64.14%)
Revenue Per Share,5.96%,0.90%,16.56%,(5.36%),0.24%
Basic EPS,(59.51%),68.85%,(14.32%),(67.65%),(64.80%)
Basic EPS - Continuing Ops,(59.51%),68.85%,(14.32%),(67.65%),(64.80%)
Basic Weighted Average Shares Outst.,0.62%,0.43%,6.36%,3.26%,1.88%
Diluted EPS,(59.26%),68.18%,(14.86%),(68.25%),(64.57%)
Diluted EPS - Continuing Ops,(59.26%),68.18%,(14.86%),(68.25%),(64.57%)
Diluted Weighted Average Shares Outst.,0.57%,0.24%,6.13%,3.12%,1.71%
Normalized Basic EPS,489.76%,(24.06%),174.24%,,
Normalized Diluted EPS,485.80%,(24.42%),173.50%,,
Dividend Per Share,5.08%,4.03%,6.20%,5.11%,3.96%
Payout Ratio,155.32%,(37.52%),22.84%,214.88%,
FFO,2.24%,5.82%,10.35%,(6.32%),(8.50%)
FFO Payout Ratio %,3.78%,(1.32%),1.43%,16.84%,
FFO (Diluted),2.23%,5.80%,10.32%,(6.26%),(8.44%)
AFFO,5.91%,5.10%,11.72%,(0.24%),
Funds Available for Distribution,5.91%,5.10%,11.72%,(0.24%),
AFFO (Diluted),5.86%,5.10%,11.68%,(0.22%),(3.43%)
FFO Per Share (Basic),2.21%,5.41%,4.62%,(8.82%),
FFO Shares (Basic),0.46%,0.30%,5.22%,2.87%,
FFO Per Share (Diluted),1.67%,5.46%,5.18%,(8.87%),
FFO Shares (Diluted),0.41%,0.12%,4.97%,2.69%,
Adjusted FFO Per Share (Basic),5.54%,4.84%,6.39%,(3.24%),
Adjusted FFO Per Share (Diluted),5.52%,4.65%,6.67%,(3.12%),
EBITDA,8.39%,(0.80%),32.21%,(11.05%),(1.74%)
EBITA,22.21%,(2.04%),64.26%,(43.52%),(41.14%)
EBIT,22.21%,(2.04%),64.26%,(57.42%),(34.71%)
EBITDAR,8.41%,,,(10.47%),
Effective Tax Rate,,,508.61%,88.29%,333.55%
Normalized Net Income,413.25%,(22.40%),198.73%,,
Interest Capitalized,12.73%,(43.01%),(51.89%),37.25%,
