Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,18.60%,12.73%,(10.86%),(3.88%),6.21%
Total Revenues,18.60%,12.73%,(10.86%),(3.88%),6.21%
Fuel & Purchased Power,29.55%,20.20%,(20.44%),(14.47%),3.96%
Operations And Maintenance,0.67%,7.97%,(2.04%),1.75%,3.47%
Depreciation & Amortization,5.53%,9.13%,12.37%,14.25%,10.45%
Other Operating Expenses,10.95%,(3.07%),2.49%,(3.31%),(3.96%)
Total Operating Expenses,19.06%,15.64%,(13.15%),(7.15%),4.32%
Operating Income,15.71%,(6.11%),7.39%,17.17%,17.88%
"Interest Expense, Total",(13.56%),(4.29%),(14.67%),(12.32%),(9.34%)
Interest and Investment Income,(40.00%),0.00%,41.67%,123.53%,52.17%
Net Interest Expenses,(15.93%),(4.39%),(14.08%),(9.29%),(7.80%)
Allow. For Equity Funds Used For Const.,,,(14.29%),4.17%,13.04%
Other Non-Operating Inc. (Exp.),27.59%,8.11%,170.00%,(8.33%),129.03%
"EBT, Excl. Unusual Items",18.04%,(4.99%),6.71%,18.71%,28.18%
Gain (Loss) on Sale of Assets,(485.71%),-90.24%,,,0.00%
"EBT, Incl. Unusual Items",16.47%,(5.52%),8.88%,16.16%,25.46%
Income Tax Expense,(35.42%),(44.00%),55.10%,9.87%,(0.68%)
Earnings From Continuing Operations,33.33%,0.54%,4.83%,16.98%,28.93%
Net Income to Company,33.33%,0.54%,4.83%,16.98%,28.93%
Minority Interest,(35.29%),(90.91%),,0.00%,
Net Income,30.65%,(1.23%),4.38%,17.02%,28.61%
Pref. Dividends and Other Adj.,0.00%,0.00%,0.00%,0.00%,(50.00%)
NI to Common Incl Extra Items,30.72%,(1.24%),4.38%,17.05%,28.75%
NI to Common Excl. Extra Items,30.72%,(1.24%),4.38%,17.05%,28.75%
Revenue Per Share,18.59%,11.49%,(12.79%),(7.87%),2.92%
Basic EPS,30.66%,(2.27%),2.07%,12.17%,24.76%
Basic EPS - Continuing Ops,30.66%,(2.27%),2.07%,12.17%,24.76%
Basic Weighted Average Shares Outst.,0.00%,1.12%,2.21%,4.32%,3.20%
Diluted EPS,30.85%,(2.37%),2.24%,12.17%,24.93%
Diluted EPS - Continuing Ops,30.85%,(2.37%),2.24%,12.17%,24.93%
Diluted Weighted Average Shares Outst.,0.00%,1.12%,2.21%,4.32%,3.20%
Normalized Basic EPS,15.57%,(8.30%),3.81%,13.94%,23.77%
Normalized Diluted EPS,15.57%,(8.30%),3.81%,13.94%,23.77%
Dividend Per Share,9.80%,7.14%,6.94%,7.08%,7.48%
Payout Ratio,(14.67%),6.05%,6.93%,(6.16%),(15.72%)
EBITDA,12.49%,(2.84%),8.84%,16.01%,14.72%
EBITA,16.42%,(6.12%),7.64%,19.03%,19.73%
EBIT,15.71%,(6.11%),7.39%,17.17%,17.88%
EBITDAR,,,,15.65%,
Effective Tax Rate,(44.55%),(40.74%),42.44%,(5.42%),(20.83%)
Normalized Net Income,15.53%,(7.25%),6.05%,18.78%,27.73%
Interest Capitalized,,,0.00%,46.67%,
