Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4335.0,4436.0,4979.0,5202.0,6036.0,6036.0
Other Revenues,177.0,202.0,,,,
Total Revenues,4512.0,4638.0,4979.0,5202.0,6036.0,6036.0
Gross Profit,4512.0,4638.0,4979.0,5202.0,6036.0,6036.0
Selling General & Admin Expenses,1640.0,1679.0,1780.0,1869.0,2153.0,2153.0
Depreciation & Amortization,577.0,535.0,586.0,631.0,740.0,740.0
Total Operating Expenses,2217.0,2214.0,2366.0,2500.0,2893.0,2893.0
Operating Income,2295.0,2424.0,2613.0,2702.0,3143.0,3143.0
Interest Expense,(178.0),(187.0),(244.0),(285.0),(357.0),(357.0)
Interest And Investment Income,20.0,13.0,37.0,54.0,10.0,10.0
Net Interest Expenses,(158.0),(174.0),(207.0),(231.0),(347.0),(347.0)
Currency Exchange Gains (Loss),(1.0),(13.0),(2.0),(5.0),(5.0),(5.0)
Other Non Operating Income (Expenses),5.0,3.0,(1.0),2.0,(3.0),(3.0)
"EBT, Excl. Unusual Items",2166.0,2276.0,2449.0,2530.0,2859.0,2859.0
"EBT, Incl. Unusual Items",2043.0,2526.0,2520.0,2481.0,2766.0,2766.0
Income Tax Expense,586.0,(28.0),500.0,521.0,658.0,658.0
Earnings From Continuing Operations,1457.0,2554.0,2020.0,1960.0,2108.0,2108.0
Net Income to Company,1457.0,2554.0,2020.0,1960.0,2108.0,2108.0
Minority Interest,(27.0),(28.0),(32.0),(27.0),(19.0),(19.0)
Net Income,1430.0,2526.0,1988.0,1933.0,2089.0,2089.0
NI to Common Incl Extra Items,1430.0,2526.0,1988.0,1933.0,2089.0,2089.0
NI to Common Excl. Extra Items,1430.0,2526.0,1988.0,1933.0,2089.0,2089.0
Revenue Per Share,$7.58,$7.87,$8.66,$9.27,$10.93,$10.93
Basic EPS,$2.40,$4.29,$3.46,$3.45,$3.78,$3.78
Basic EPS - Continuing Ops,$2.40,$4.29,$3.46,$3.45,$3.78,$3.78
Basic Weighted Average Shares Outst.,595.0,589.0,575.0,561.0,552.0,552.0
Diluted EPS,$2.39,$4.25,$3.43,$3.42,$3.77,$3.77
Diluted EPS - Continuing Ops,$2.39,$4.25,$3.43,$3.42,$3.77,$3.77
Diluted Weighted Average Shares Outst.,599.0,594.0,579.0,565.0,555.0,555.0
Normalized Basic EPS,$2.23,$2.37,$2.61,$2.77,$3.20,$3.20
Normalized Diluted EPS,$2.21,$2.35,$2.59,$2.75,$3.19,$3.19
Dividend Per Share,$0.68,$0.80,$0.96,$1.10,$1.20,$1.20
Payout Ratio,28.60%,18.84%,27.92%,32.13%,32.02%,32.02%
EBITDA,2759.0,2818.0,3035.0,3158.0,3704.0,3704.0
EBITA,2618.0,2696.0,2902.0,3013.0,3531.0,3531.0
EBIT,2295.0,2424.0,2613.0,2702.0,3143.0,3143.0
EBITDAR,2829.0,2887.0,3103.0,3226.0,3785.0,3785.0
Effective Tax Rate,28.7%,NM,19.8%,21.0%,23.8%,23.8%
Normalized Net Income,1326.8,1394.5,1498.6,1554.3,1767.9,1767.9
Foreign Sales,1755.0,1831.0,1892.0,1912.0,2103.0,2103.0
