Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,22381.0,23189.0,24116.0,24658.0,23453.0,23453.0
Total Revenues,22381.0,23189.0,24116.0,24658.0,23453.0,23453.0
Fuel & Purchased Power,6625.0,6350.0,6831.0,6826.0,6051.0,6051.0
Operations And Maintenance,6029.0,5880.0,6276.0,6050.0,5761.0,5761.0
Depreciation & Amortization,3294.0,3527.0,4074.0,4548.0,4705.0,4705.0
Other Operating Expenses,541.0,1494.0,1573.0,1513.0,1382.0,1382.0
Total Operating Expenses,16489.0,17251.0,18754.0,18937.0,17899.0,17899.0
Operating Income,5892.0,5938.0,5362.0,5721.0,5554.0,5554.0
"Interest Expense, Total","(1,916.0)","(1,986.0)","(2,094.0)","(2,204.0)","(2,162.0)","(2,162.0)"
Interest and Investment Income,21.0,13.0,20.0,31.0,32.0,32.0
Net Interest Expenses,"(1,895.0)","(1,973.0)","(2,074.0)","(2,173.0)","(2,130.0)","(2,130.0)"
Allow. For Equity Funds Used For Const.,,,221.0,139.0,154.0,154.0
Other Non-Operating Inc. (Exp.),442.0,495.0,158.0,260.0,267.0,267.0
"EBT, Excl. Unusual Items",4424.0,4579.0,3750.0,4109.0,1840.0,1840.0
Impairment of Goodwill,,(29.0),(93.0),,,
Gain (Loss) on Sale of Assets,(477.0),33.0,(88.0),(4.0),10.0,10.0
Other Unusual Items,,,,,(112.0),(112.0)
"EBT, Incl. Unusual Items",3734.0,4266.0,3073.0,4097.0,839.0,839.0
Income Tax Expense,1156.0,1196.0,448.0,519.0,(236.0),(236.0)
Earnings From Continuing Operations,2578.0,3070.0,2625.0,3578.0,1075.0,1075.0
Earnings Of Discontinued Operations,(408.0),(6.0),19.0,(7.0),7.0,7.0
Net Income to Company,2170.0,3064.0,2644.0,3571.0,1082.0,1082.0
Minority Interest,(18.0),(5.0),22.0,177.0,295.0,295.0
Net Income,2152.0,3059.0,2666.0,3748.0,1377.0,1377.0
Pref. Dividends and Other Adj.,(7.0),6.0,5.0,61.0,108.0,108.0
NI to Common Incl Extra Items,2159.0,3053.0,2661.0,3687.0,1269.0,1269.0
NI to Common Excl. Extra Items,2567.0,3059.0,2642.0,3694.0,1262.0,1262.0
Revenue Per Share,$32.39,$33.13,$34.06,$33.82,$31.82,$31.82
Basic EPS,$3.12,$4.36,$3.76,$5.06,$1.72,$1.72
Basic EPS - Continuing Ops,$3.71,$4.37,$3.73,$5.07,$1.71,$1.71
Basic Weighted Average Shares Outst.,691.0,700.0,708.0,729.0,737.0,737.0
Diluted EPS,$3.12,$4.36,$3.76,$5.06,$1.72,$1.72
Diluted EPS - Continuing Ops,$3.71,$4.37,$3.73,$5.07,$1.71,$1.71
Diluted Weighted Average Shares Outst.,691.0,700.0,708.0,729.0,738.0,738.0
Normalized Basic EPS,$3.98,$4.08,$3.34,$3.77,$1.96,$1.96
Normalized Diluted EPS,$3.98,$4.08,$3.34,$3.77,$1.96,$1.96
Dividend Per Share,$3.36,$3.49,$3.64,$3.75,$3.82,$3.82
Payout Ratio,108.36%,80.09%,92.69%,71.18%,204.21%,204.21%
EBITDA,9772.0,9984.0,10058.0,10897.0,11040.0,11040.0
EBITA,5892.0,5938.0,5362.0,6229.0,6096.0,6096.0
EBIT,5892.0,5938.0,5362.0,5721.0,5554.0,5554.0
EBITDAR,10014.0,,,11252.0,11357.0,11357.0
Effective Tax Rate,31.0%,28.0%,14.6%,12.7%,NM,NM
Normalized Net Income,2747.0,2856.9,2365.8,2745.1,1445.0,1445.0
Interest Capitalized,100.0,128.0,161.0,159.0,112.0,112.0
Interest on Long-Term Debt,,,,61.0,61.0,61.0
