Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,28749.0,29034.0,30064.0,31290.0,33117.0,33117.0
Total Interest And Dividend Income,2865.0,3125.0,3305.0,3426.0,3375.0,3375.0
Gain (Loss) on Sale of Investments,(134.0),181.0,(690.0),(486.0),(440.0),(440.0)
Total Revenues,31480.0,32340.0,32679.0,34230.0,36052.0,36052.0
Policy Benefits,16663.0,19130.0,18657.0,19470.0,22494.0,22494.0
Policy Acquisition / Underwriting Costs,5812.0,5665.0,5798.0,6044.0,6448.0,6448.0
Amort. of Goodwill and Intangibles,19.0,260.0,339.0,305.0,290.0,290.0
Selling General & Admin Expenses,3263.0,2949.0,3000.0,3139.0,3078.0,3078.0
Other Operating Expenses,53.0,65.0,42.0,65.0,83.0,83.0
Total Operating Expenses,25810.0,28069.0,27836.0,29023.0,32393.0,32393.0
Operating Income,5670.0,4271.0,4843.0,5207.0,3659.0,3659.0
"Interest Expense, Total",(605.0),(607.0),(641.0),(552.0),(516.0),(516.0)
"EBT, Excl. Unusual Items",5329.0,4082.0,4716.0,5272.0,4162.0,4162.0
Total Merger & Rel. Restruct. Charges,(492.0),(310.0),(59.0),(23.0),,
Other Unusual Items,113.0,(50.0),,,,
"EBT, Incl. Unusual Items",4950.0,3722.0,4657.0,5249.0,4162.0,4162.0
Income Tax Expense,815.0,(139.0),695.0,795.0,629.0,629.0
Earnings From Continuing Operations,4135.0,3861.0,3962.0,4454.0,3533.0,3533.0
Net Income to Company,4135.0,3861.0,3962.0,4454.0,3533.0,3533.0
Net Income,4135.0,3861.0,3962.0,4454.0,3533.0,3533.0
NI to Common Incl Extra Items,4135.0,3861.0,3962.0,4454.0,3533.0,3533.0
NI to Common Excl. Extra Items,4135.0,3861.0,3962.0,4454.0,3533.0,3533.0
Revenue Per Share,$68.06,$69.23,$70.49,$75.08,$79.83,$79.83
Basic EPS,$8.94,$8.27,$8.55,$9.77,$7.82,$7.82
Basic EPS - Continuing Ops,$8.94,$8.27,$8.55,$9.77,$7.82,$7.82
Basic Weighted Average Shares Outst.,462.5,467.1,463.6,455.9,451.6,451.6
Diluted EPS,$8.87,$8.19,$8.49,$9.71,$7.79,$7.79
Diluted EPS - Continuing Ops,$8.87,$8.19,$8.49,$9.71,$7.79,$7.79
Diluted Weighted Average Shares Outst.,465.9,471.2,466.8,458.9,453.4,453.4
Normalized Basic EPS,$7.20,$5.46,$6.36,$7.23,$5.76,$5.76
Normalized Diluted EPS,$7.15,$5.41,$6.31,$7.18,$5.74,$5.74
Dividend Per Share,$2.74,$2.82,$2.90,$2.98,$3.09,$3.09
Payout Ratio,28.37%,33.88%,33.75%,30.40%,39.29%,39.29%
EBITDA,5689.0,4531.0,5182.0,5512.0,3949.0,3949.0
EBITA,5689.0,4531.0,5182.0,5512.0,3949.0,3949.0
EBIT,5670.0,4271.0,4843.0,5207.0,3659.0,3659.0
EBITDAR,5898.0,4742.0,5351.0,5683.0,4101.0,4101.0
Effective Tax Rate,16.5%,NM,14.9%,15.1%,15.1%,15.1%
Normalized Net Income,3330.6,2551.3,2947.5,3295.0,2601.3,2601.3
Foreign Earnings,4442.0,,,,,
Foreign Sales,19939.0,29034.0,30064.0,31290.0,33117.0,33117.0
