Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1294.1,1213.6,1020.3,1069.5,1182.1,1182.1
Other Revenue,686.8,524.3,144.2,144.3,436.5,436.5
Total Revenues,2129.3,1848.4,1191.3,1240.3,1644.9,1644.9
Property Expenses,748.2,674.2,379.8,407.2,794.9,794.9
Selling General & Admin Exp.,96.6,87.8,94.7,92.0,99.2,99.2
Depreciation & Amortization,568.1,534.7,404.7,435.2,553.9,553.9
Total Operating Expenses,1412.9,1440.7,879.2,934.4,1456.9,1456.9
Operating Income,716.4,407.7,312.1,306.0,187.9,187.9
Total Interest Expense,(464.4),(307.7),(261.3),(217.6),(218.3),(218.3)
Net Interest Expenses,(464.4),(307.7),(261.3),(217.6),(218.3),(218.3)
Other Non Operating Income,6.7,(7.4),4.3,(9.9),6.8,6.8
"EBT, Excl. Unusual Items",270.0,103.4,49.4,72.1,(90.2),(90.2)
Gain (Loss) on Sale of Assets,164.7,305.6,831.4,(0.0),132.0,132.0
Asset Writedown,,28.6,(10.9),(17.7),(34.0),(34.0)
Other Unusual Items,(53.0),(67.3),(46.2),(59.4),(26.7),(26.7)
"EBT, Incl. Unusual Items",378.6,421.3,832.8,170.0,151.1,151.1
Income Tax Expense,4.5,(1.3),(4.4),(5.5),(9.4),(9.4)
Earnings From Continuing Operations,374.2,422.6,837.2,175.5,160.5,160.5
Earnings Of Discontinued Operations,265.8,,236.2,(115.4),267.5,267.5
Net Income to Company,639.9,422.6,1073.4,60.1,428.0,428.0
Minority Interest,(12.2),(8.5),(12.3),(14.6),(14.4),(14.4)
Net Income,627.7,414.2,1061.1,45.5,413.6,413.6
Pref. Dividends and Other Adj.,1.2,1.2,2.7,1.5,2.4,2.4
NI to Common Incl Extra Items,626.5,413.0,1058.4,44.0,411.1,411.1
NI to Common Excl. Extra Items,360.8,413.0,822.3,159.4,143.7,143.7
Revenue Per Share,$4.56,$3.94,$2.53,$2.55,$3.10,$3.10
Basic EPS,$1.34,$0.88,$2.25,$0.09,$0.77,$0.77
Basic EPS - Continuing Ops,$0.77,$0.88,$1.75,$0.33,$0.27,$0.27
Basic Weighted Average Shares Outst.,467.2,468.8,470.6,486.3,530.6,530.6
Diluted EPS,$1.34,$0.88,$2.25,$0.09,$0.77,$0.77
Diluted EPS - Continuing Ops,$0.77,$0.88,$1.75,$0.33,$0.27,$0.27
Diluted Weighted Average Shares Outst.,467.4,468.9,475.4,489.3,531.1,531.1
Normalized Basic EPS,$0.34,$0.12,$0.04,$0.06,($0.13),($0.13)
Normalized Diluted EPS,$0.34,$0.12,$0.04,$0.06,($0.13),($0.13)
Dividend Per Share,$2.10,$1.48,$1.48,$1.48,$1.48,$1.48
Payout Ratio,156.04%,167.80%,65.68%,"1,581.65%",190.31%,190.31%
FFO,1119.2,661.1,780.2,780.3,693.4,693.4
FFO Payout Ratio %,87.53%,105.12%,89.33%,92.29%,113.51%,113.51%
FFO (Diluted),1127.9,,,786.9,700.0,700.0
AFFO,1282.4,918.4,857.2,864.4,874.2,874.2
Funds Available for Distribution,1215.7,803.7,746.4,745.8,772.7,772.7
AFFO (Diluted),1295.2,925.1,857.0,870.7,880.7,880.7
FFO Per Share (Diluted),$2.39,$1.41,$1.66,$1.59,$1.30,$1.30
FFO Shares (Diluted),471.6,468.9,470.7,494.3,536.6,536.6
Adjusted FFO Per Share (Diluted),$2.74,$1.95,$1.82,$1.76,$1.64,$1.64
EBITDA,1281.3,941.4,715.5,736.8,732.2,732.2
EBITA,797.6,482.4,350.7,346.5,265.5,265.5
EBIT,716.4,407.7,312.1,306.0,187.9,187.9
EBITDAR,1291.3,955.0,726.1,748.7,745.8,745.8
Effective Tax Rate,1.2%,NM,NM,NM,NM,NM
Normalized Net Income,156.6,56.2,18.6,30.5,(70.8),(70.8)
Interest Capitalized,11.1,16.9,21.1,30.5,27.0,27.0
