Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10137.0,10425.0,11221.0,11486.0,11797.0,11797.0
Total Revenues,10137.0,10425.0,11221.0,11486.0,11797.0,11797.0
Cost Of Revenues,6017.0,6327.0,6873.0,7089.0,7559.0,7559.0
Gross Profit,4120.0,4098.0,4348.0,4397.0,4238.0,4238.0
Selling General & Admin Expenses,2826.0,2845.0,2909.0,2912.0,2834.0,2834.0
Total Operating Expenses,2908.0,2934.0,3001.0,2990.0,2894.0,2894.0
Operating Income,1212.0,1164.0,1347.0,1407.0,1344.0,1344.0
Interest Expense,(76.0),(86.0),(82.0),(79.0),(93.0),(93.0)
Interest And Investment Income,1.0,,,,,
Net Interest Expenses,(75.0),(86.0),(82.0),(79.0),(93.0),(93.0)
Other Non Operating Income (Expenses),5.0,(26.0),(14.0),7.0,4.0,4.0
"EBT, Excl. Unusual Items",1111.0,1052.0,1251.0,1335.0,1255.0,1255.0
"EBT, Incl. Unusual Items",1019.0,936.0,1081.0,1209.0,947.0,947.0
Income Tax Expense,386.0,313.0,258.0,314.0,192.0,192.0
Earnings From Continuing Operations,633.0,623.0,823.0,895.0,755.0,755.0
Net Income to Company,633.0,623.0,823.0,895.0,755.0,755.0
Minority Interest,(27.0),(37.0),(41.0),(46.0),(60.0),(60.0)
Net Income,606.0,586.0,782.0,849.0,695.0,695.0
Preferred Dividend and Other Adjustments,5.0,,,,,
NI to Common Incl Extra Items,601.0,586.0,782.0,849.0,695.0,695.0
NI to Common Excl. Extra Items,601.0,586.0,782.0,849.0,695.0,695.0
Revenue Per Share,$167.75,$180.68,$200.02,$209.98,$220.50,$220.50
Basic EPS,$9.95,$10.16,$13.94,$15.52,$12.99,$12.99
Basic EPS - Continuing Ops,$9.95,$10.16,$13.94,$15.52,$12.99,$12.99
Basic Weighted Average Shares Outst.,60.4,57.7,56.1,54.7,53.5,53.5
Diluted EPS,$9.87,$10.02,$13.73,$15.32,$12.82,$12.82
Diluted EPS - Continuing Ops,$9.87,$10.02,$13.73,$15.32,$12.82,$12.82
Diluted Weighted Average Shares Outst.,60.8,58.0,56.5,54.9,53.7,53.7
Normalized Basic EPS,$11.04,$10.75,$13.21,$14.41,$13.54,$13.54
Normalized Diluted EPS,$10.97,$10.70,$13.11,$14.36,$13.49,$13.49
Dividend Per Share,$4.83,$5.06,$5.36,$5.68,$5.94,$5.94
Payout Ratio,48.51%,50.00%,38.62%,36.75%,46.04%,46.04%
EBITDA,1461.0,1428.0,1604.0,1636.0,1526.0,1526.0
EBITA,1294.0,1253.0,1439.0,1485.0,1404.0,1404.0
EBIT,1212.0,1164.0,1347.0,1407.0,1344.0,1344.0
EBITDAR,1542.0,1504.0,1680.0,1712.0,1602.0,1602.0
Effective Tax Rate,37.9%,33.4%,23.9%,26.0%,20.3%,20.3%
Normalized Net Income,667.4,620.5,740.9,788.4,724.4,724.4
Interest Capitalized,2.0,2.0,10.0,9.0,4.0,4.0
Foreign Sales,2303.0,2477.0,2608.0,2621.0,2597.0,2597.0
