Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.42%,16.25%,0.34%,(6.58%),7.07%
Other Revenues,(5.46%),(30.99%),(4.38%),(11.07%),(42.74%)
Total Revenues,2.88%,6.11%,(0.32%),(7.18%),(3.73%)
Cost Of Revenues,(5.81%),6.17%,4.86%,(6.44%),73.35%
Gross Profit,12.64%,6.05%,(5.18%),(7.95%),(49.25%)
Selling General & Admin Expenses,3.17%,(0.19%),3.84%,(4.80%),(1.58%)
Total Operating Expenses,3.17%,(0.19%),3.84%,(4.80%),(1.58%)
Operating Income,24.16%,12.35%,(13.27%),(11.33%),(81.51%)
Interest Expense,(0.89%),(10.65%),(1.09%),-15.11%,(2.25%)
Net Interest Expenses,(0.89%),(10.65%),(1.09%),-15.11%,(2.25%)
"EBT, Excl. Unusual Items",37.17%,13.05%,(19.06%),(9.43%),
"EBT, Incl. Unusual Items",39.16%,12.20%,(10.14%),(17.97%),
Income Tax Expense,164.03%,(47.41%),(12.18%),(12.39%),(93.44%)
Earnings From Continuing Operations,12.72%,41.76%,(9.77%),(18.96%),
Net Income to Company,12.72%,41.76%,(9.77%),(18.96%),
Net Income,12.72%,41.76%,(9.77%),(18.96%),
NI to Common Incl Extra Items,12.72%,41.76%,(9.77%),(18.96%),
NI to Common Excl. Extra Items,12.72%,41.76%,(9.77%),(18.96%),
Revenue Per Share,11.03%,12.30%,8.24%,0.54%,3.25%
Basic EPS,21.57%,50.10%,(2.04%),(12.25%),
Basic EPS - Continuing Ops,21.57%,50.10%,(2.04%),(12.25%),
Basic Weighted Average Shares Outst.,(7.34%),(5.52%),(7.90%),(7.68%),(6.76%)
Diluted EPS,20.87%,50.42%,(1.97%),(12.36%),
Diluted EPS - Continuing Ops,20.87%,50.42%,(1.97%),(12.36%),
Diluted Weighted Average Shares Outst.,(6.84%),(5.74%),(7.92%),(7.57%),(8.18%)
Normalized Basic EPS,47.93%,19.65%,(12.08%),(1.87%),
Normalized Diluted EPS,47.18%,19.95%,(12.08%),(2.00%),
Dividend Per Share,10.96%,8.95%,7.93%,7.35%,7.22%
Payout Ratio,(9.06%),(27.31%),10.38%,21.71%,
EBITDA,21.48%,10.42%,(12.97%),(9.94%),(77.93%)
EBITA,23.85%,12.34%,(12.96%),(11.39%),(81.65%)
EBIT,24.16%,12.35%,(13.27%),(11.33%),(81.51%)
Effective Tax Rate,89.77%,(53.12%),(2.26%),6.78%,
Normalized Net Income,37.17%,13.05%,(19.06%),(9.43%),
