Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,30824.0,32491.0,36113.0,39714.0,42627.0,42627.0
Total Interest And Dividend Income,1147.0,1226.0,1480.0,1390.0,1244.0,1244.0
Gain (Loss) on Sale of Investments,169.0,237.0,(81.0),177.0,149.0,149.0
Non-Insurance Activities Revenues,2966.0,2979.0,5479.0,103099.0,107769.0,107769.0
Other Revenues,4901.0,5110.0,5578.0,9363.0,8761.0,8761.0
Total Revenues,40007.0,42043.0,48569.0,153743.0,160550.0,160550.0
Policy Benefits,24341.0,25263.0,27528.0,30819.0,32710.0,32710.0
Amort. of Goodwill and Intangibles,151.0,115.0,235.0,2949.0,1982.0,1982.0
Selling General & Admin Expenses,9750.0,9831.0,11159.0,13243.0,13489.0,13489.0
Non-Insurance Activities Expenses,2468.0,2456.0,4793.0,97668.0,103484.0,103484.0
Total Operating Expenses,36710.0,37664.0,43697.0,144697.0,151651.0,151651.0
Operating Income,3297.0,4379.0,4872.0,9046.0,8899.0,8899.0
"Interest Expense, Total",(251.0),(243.0),(280.0),"(1,600.0)","(1,400.0)","(1,400.0)"
"EBT, Excl. Unusual Items",3019.0,4126.0,4615.0,7524.0,7447.0,7447.0
Restructuring Charges,,,,(207.0),(31.0),(31.0)
Total Merger & Rel. Restruct. Charges,,(126.0),(975.0),(552.0),(527.0),(527.0)
Gain (Loss) on Sale of Assets,,,,,4203.0,4203.0
Legal Settlements,(40.0),,(57.0),(193.0),(25.0),(25.0)
Other Unusual Items,,(394.0),(2.0),(2.0),(199.0),(199.0)
"EBT, Incl. Unusual Items",2979.0,3606.0,3581.0,6570.0,10868.0,10868.0
Income Tax Expense,1136.0,1374.0,935.0,1450.0,2379.0,2379.0
Earnings From Continuing Operations,1843.0,2232.0,2646.0,5120.0,8489.0,8489.0
Net Income to Company,1843.0,2232.0,2646.0,5120.0,8489.0,8489.0
Minority Interest,24.0,5.0,(9.0),(16.0),(31.0),(31.0)
Net Income,1867.0,2237.0,2637.0,5104.0,8458.0,8458.0
NI to Common Incl Extra Items,1867.0,2237.0,2637.0,5104.0,8458.0,8458.0
NI to Common Excl. Extra Items,1867.0,2237.0,2637.0,5104.0,8458.0,8458.0
Revenue Per Share,$156.67,$167.57,$196.91,$408.98,$439.89,$439.89
Basic EPS,$7.31,$8.92,$10.69,$13.58,$23.17,$23.17
Basic EPS - Continuing Ops,$7.31,$8.92,$10.69,$13.58,$23.17,$23.17
Basic Weighted Average Shares Outst.,255.4,250.9,246.7,375.9,365.0,365.0
Diluted EPS,$7.19,$8.77,$10.54,$13.44,$22.96,$22.96
Diluted EPS - Continuing Ops,$7.19,$8.77,$10.54,$13.44,$22.96,$22.96
Diluted Weighted Average Shares Outst.,259.6,255.1,250.2,379.8,368.4,368.4
Normalized Basic EPS,$7.48,$10.30,$11.66,$12.47,$12.67,$12.67
Normalized Diluted EPS,$7.36,$10.13,$11.49,$12.34,$12.55,$12.55
Dividend Per Share,$0.04,$0.04,$0.04,$0.04,$0.04,$0.04
EBITDA,3584.0,4629.0,5228.0,11813.0,10702.0,10702.0
EBITA,3426.0,4476.0,5082.0,11529.0,10426.0,10426.0
EBIT,3297.0,4379.0,4872.0,9046.0,8899.0,8899.0
EBITDAR,3735.0,4791.0,5390.0,12051.0,10940.0,10940.0
Effective Tax Rate,38.1%,38.1%,26.1%,22.1%,21.9%,21.9%
Normalized Net Income,1910.9,2583.8,2875.4,4686.5,4623.4,4623.4
Interest on Long-Term Debt,,,,3.0,3.0,3.0
Foreign Sales,3680.0,4025.0,4397.0,4844.0,5115.0,5115.0
