Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3.35%,4.24%,(1.48%),(8.66%),(3.77%)
Total Revenues,3.35%,4.24%,(1.48%),(8.66%),(3.77%)
Cost Of Revenues,7.10%,9.65%,(4.24%),(10.16%),(4.68%)
Gross Profit,(1.00%),(2.54%),2.42%,(6.68%),(2.56%)
Selling General & Admin Expenses,(0.03%),0.53%,1.82%,(5.91%),(6.84%)
R&D Expenses,(0.44%),(2.22%),(2.04%),(12.27%),(11.21%)
Depreciation & Amortization,3.76%,6.95%,5.93%,(1.07%),(3.66%)
Other Operating Expense/(Income),(49.43%),13.64%,(8.00%),17.39%,(1.90%)
Total Operating Expenses,(1.49%),1.27%,1.34%,(5.44%),(6.64%)
Operating Income,0.15%,(11.28%),5.22%,(9.82%),8.46%
Interest Expense,-16.00%,(12.38%),(11.86%),(4.55%),(2.26%)
Interest And Investment Income,(23.08%),15.00%,39.13%,(28.13%),(42.86%)
Net Interest Expenses,-14.14%,(11.76%),(5.26%),(15.00%),(18.37%)
Currency Exchange Gains (Loss),0.00%,292.86%,0.00%,(45.45%),(83.08%)
Other Non Operating Income (Expenses),0.00%,(2.99%),9.23%,(22.54%),(31.51%)
"EBT, Excl. Unusual Items",1.06%,(9.58%),4.88%,(12.74%),2.74%
"EBT, Incl. Unusual Items",157.38%,(15.56%),(1.89%),(18.00%),(1.22%)
Income Tax Expense,187.38%,(42.60%),11.05%,(25.77%),(7.48%)
Earnings From Continuing Operations,146.02%,(3.60%),(5.30%),(15.60%),0.67%
Earnings Of Discontinued Operations,(31.82%),(92.00%),,,0.00%
Net Income to Company,80.45%,(15.91%),(6.55%),(15.37%),0.92%
Minority Interest,-4.55%,-19.05%,(52.94%),-42.31%,-34.62%
Net Income,82.59%,(15.87%),(7.31%),(14.80%),1.70%
NI to Common Incl Extra Items,82.59%,(15.87%),(7.31%),(14.80%),1.70%
NI to Common Excl. Extra Items,152.12%,(3.36%),(6.05%),(15.04%),1.45%
Revenue Per Share,7.18%,9.45%,1.43%,(8.62%),(3.84%)
Basic EPS,89.18%,(11.61%),(4.60%),(14.82%),1.63%
Basic EPS - Continuing Ops,162.04%,1.39%,(3.19%),(15.06%),1.37%
Basic Weighted Average Shares Outst.,(3.58%),(4.76%),(2.87%),(0.04%),0.07%
Diluted EPS,89.08%,(11.43%),(4.57%),(14.70%),1.69%
Diluted EPS - Continuing Ops,160.29%,1.69%,(3.33%),(14.94%),1.44%
Diluted Weighted Average Shares Outst.,(3.59%),(4.81%),(2.93%),(0.13%),0.04%
Normalized Basic EPS,4.92%,(4.80%),7.23%,(12.06%),3.55%
Normalized Diluted EPS,4.92%,(4.78%),7.36%,(11.92%),3.58%
Dividend Per Share,8.97%,9.41%,6.45%,6.06%,5.97%
Payout Ratio,(42.58%),24.06%,11.46%,24.40%,4.33%
EBITDA,0.95%,(7.65%),4.69%,(7.78%),5.93%
EBITA,0.52%,(9.93%),4.46%,(9.05%),7.88%
EBIT,0.15%,(11.28%),5.22%,(9.82%),8.46%
EBITDAR,1.41%,(6.80%),1.92%,(6.78%),
Effective Tax Rate,11.66%,(32.02%),13.19%,(9.47%),(6.34%)
Normalized Net Income,1.17%,(9.42%),4.14%,(12.08%),3.63%
Interest Capitalized,(12.50%),(42.86%),50.00%,0.00%,
Interest on Long-Term Debt,,,,0.00%,
R&D Expense From Footnotes,(0.21%),(1.69%),(1.72%),(12.06%),(11.06%)
Foreign Earnings,90.05%,(7.59%),7.22%,(7.13%),
Foreign Sales,83.98%,4.24%,(1.48%),(8.66%),
