Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,17.33%,3.09%,22.73%,(23.25%),0.00%
Total Interest And Dividend Income,4.94%,4.91%,10.17%,(2.70%),0.00%
Gain (Loss) on Sale of Investments,206.37%,,-29.97%,,0.00%
Other Revenues,7.30%,9.80%,3.18%,2.29%,0.00%
Total Revenues,13.71%,1.02%,13.94%,(9.13%),0.00%
Policy Benefits,12.41%,4.64%,20.55%,(16.19%),0.00%
Selling General & Admin Expenses,4.32%,6.24%,8.88%,3.17%,0.00%
Total Operating Expenses,9.61%,5.17%,16.67%,(10.19%),0.00%
Operating Income,41.50%,(20.77%),(5.11%),0.01%,0.00%
"EBT, Excl. Unusual Items",41.50%,(20.77%),(5.11%),0.01%,0.00%
"EBT, Incl. Unusual Items",41.50%,(20.77%),(5.11%),0.01%,0.00%
Income Tax Expense,,,8.02%,6.34%,0.00%
Earnings From Continuing Operations,70.69%,(33.16%),(7.05%),(1.08%),0.00%
Net Income to Company,70.69%,(33.16%),(7.05%),(1.08%),0.00%
Minority Interest,-68.87%,-48.94%,(593.06%),-34.47%,0.00%
Net Income,75.50%,(33.06%),(9.85%),0.11%,0.00%
NI to Common Incl Extra Items,75.50%,(33.06%),(9.85%),0.11%,0.00%
NI to Common Excl. Extra Items,75.50%,(33.06%),(9.85%),0.11%,0.00%
Revenue Per Share,13.90%,2.12%,16.88%,(7.84%),0.00%
Basic EPS,75.76%,(32.36%),(7.50%),1.62%,0.00%
Basic EPS - Continuing Ops,75.76%,(32.36%),(7.50%),1.62%,0.00%
Basic Weighted Average Shares Outst.,(0.17%),(1.07%),(2.52%),(1.40%),0.00%
Diluted EPS,75.11%,(31.98%),(7.46%),1.81%,0.00%
Diluted EPS - Continuing Ops,75.11%,(31.98%),(7.46%),1.81%,0.00%
Diluted Weighted Average Shares Outst.,0.14%,(1.47%),(2.70%),(1.57%),0.00%
Normalized Basic EPS,47.06%,(19.56%),(6.71%),3.15%,0.00%
Normalized Diluted EPS,46.74%,(19.23%),(6.55%),3.30%,0.00%
Dividend Per Share,16.15%,12.30%,3.81%,2.75%,0.00%
Payout Ratio,(33.81%),65.63%,12.29%,1.28%,0.00%
EBITDA,37.65%,(18.73%),(3.49%),1.32%,0.00%
EBITA,40.42%,(19.99%),(4.47%),0.62%,0.00%
EBIT,41.50%,(20.77%),(5.11%),0.01%,0.00%
EBITDAR,37.02%,(18.69%),(2.17%),1.46%,
Effective Tax Rate,,,13.82%,6.30%,0.00%
Normalized Net Income,46.76%,(20.49%),(8.99%),1.72%,0.00%
Interest on Long-Term Debt,,,,0.00%,
