Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7651.3,9466.5,11171.4,12112.2,11202.7,11202.7
Total Revenues,7651.3,9466.5,11171.4,12112.2,11202.7,11202.7
Cost Of Revenues,6637.5,8224.6,9691.5,10511.9,9541.8,9541.8
Gross Profit,1013.8,1241.9,1480.0,1600.3,1660.8,1660.8
Selling General & Admin Expenses,649.0,777.9,857.6,956.0,975.1,975.1
Total Operating Expenses,680.7,810.1,901.6,1018.1,1051.8,1051.8
Operating Income,333.1,431.7,578.4,582.2,609.1,609.1
Interest Expense,(14.9),(20.9),(36.9),(66.9),(45.0),(45.0)
Interest And Investment Income,2.4,0.8,1.6,0.9,4.7,4.7
Net Interest Expenses,(12.5),(20.1),(35.4),(66.0),(40.3),(40.3)
Currency Exchange Gains (Loss),,,,,5.2,5.2
Other Non Operating Income (Expenses),0.3,6.0,5.7,3.4,14.1,14.1
"EBT, Excl. Unusual Items",320.0,406.6,495.8,583.4,589.5,589.5
"EBT, Incl. Unusual Items",307.7,353.8,457.7,572.3,571.3,571.3
Income Tax Expense,107.2,35.5,161.7,165.5,119.4,119.4
Earnings From Continuing Operations,200.4,318.2,296.0,406.8,452.0,452.0
Earnings Of Discontinued Operations,(0.3),,,,,
Net Income to Company,200.1,318.2,296.0,406.8,452.0,452.0
Minority Interest,(1.7),(3.2),(2.7),(4.8),(6.4),(6.4)
Net Income,198.4,315.0,293.3,402.0,445.6,445.6
NI to Common Incl Extra Items,198.4,315.0,293.3,402.0,445.6,445.6
NI to Common Excl. Extra Items,198.7,315.0,293.3,402.0,445.6,445.6
Revenue Per Share,$48.65,$60.63,$73.03,$83.13,$79.24,$79.24
Basic EPS,$1.26,$2.02,$1.92,$2.76,$3.15,$3.15
Basic EPS - Continuing Ops,$1.26,$2.02,$1.92,$2.76,$3.15,$3.15
Basic Weighted Average Shares Outst.,157.3,156.1,153.0,145.7,141.4,141.4
Diluted EPS,$1.26,$2.00,$1.90,$2.73,$3.07,$3.07
Diluted EPS - Continuing Ops,$1.26,$2.00,$1.90,$2.73,$3.07,$3.07
Diluted Weighted Average Shares Outst.,157.3,157.2,154.2,147.5,145.2,145.2
Normalized Basic EPS,$1.26,$1.61,$2.01,$2.47,$2.56,$2.56
Normalized Diluted EPS,$1.26,$1.60,$1.99,$2.44,$2.49,$2.49
Dividend Per Share,,,$0.04,$0.17,$0.21,$0.21
Payout Ratio,,,,5.78%,6.48%,6.48%
EBITDA,535.0,647.7,824.9,862.4,911.0,911.0
EBITA,364.8,463.9,622.4,644.3,685.8,685.8
EBIT,333.1,431.7,578.4,582.2,609.1,609.1
EBITDAR,777.3,936.2,1148.6,1838.1,1698.7,1698.7
Effective Tax Rate,34.9%,10.0%,35.3%,28.9%,20.9%,20.9%
Normalized Net Income,198.3,250.9,307.2,359.9,362.0,362.0
Interest on Long-Term Debt,,,,0.1,0.1,0.1
Foreign Sales,1590.0,2480.0,2596.1,1921.5,1583.7,1583.7
