Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,8.61%,6.79%,2.24%,(10.78%),0.00%
Other Revenue,,(714.87%),-40.79%,(300.70%),0.00%
Total Revenues,6.90%,6.43%,2.38%,(11.39%),0.00%
Property Expenses,7.60%,6.15%,4.07%,(2.61%),0.00%
Selling General & Admin Exp.,8.04%,(8.29%),20.82%,(4.12%),0.00%
Depreciation & Amortization,11.60%,13.05%,(1.84%),6.37%,0.00%
Total Operating Expenses,9.25%,7.74%,2.75%,0.96%,0.00%
Operating Income,3.37%,4.35%,1.79%,(31.76%),0.00%
Total Interest Expense,(5.40%),(10.02%),-0.48%,(24.33%),0.00%
Interest and Investment Income,27.01%,98.32%,34.39%,49.61%,0.00%
Net Interest Expenses,(5.32%),(9.60%),-0.78%,(24.03%),0.00%
"EBT, Excl. Unusual Items",2.56%,2.11%,2.97%,(56.52%),0.00%
Gain (Loss) on Sale of Assets,140.07%,(84.71%),876.86%,(15.70%),0.00%
"EBT, Incl. Unusual Items",15.06%,(16.40%),44.78%,(62.31%),0.00%
Earnings From Continuing Operations,15.06%,(16.40%),44.78%,(62.31%),0.00%
Net Income to Company,15.06%,(16.40%),44.78%,(62.31%),0.00%
Minority Interest,-11.33%,-10.52%,-6.22%,-37.36%,0.00%
Net Income,16.01%,(16.56%),46.28%,(62.78%),0.00%
Pref. Dividends and Other Adj.,173.53%,163.88%,0.86%,(0.17%),0.00%
NI to Common Incl Extra Items,15.22%,(18.70%),48.03%,(64.42%),0.00%
NI to Common Excl. Extra Items,15.22%,(18.70%),48.03%,(64.42%),0.00%
Revenue Per Share,5.06%,4.77%,0.32%,(12.27%),0.00%
Basic EPS,13.19%,(19.93%),45.03%,(64.76%),0.00%
Basic EPS - Continuing Ops,13.19%,(19.93%),45.03%,(64.76%),0.00%
Basic Weighted Average Shares Outst.,1.75%,1.60%,2.04%,1.00%,0.00%
Diluted EPS,13.43%,(19.93%),44.97%,(64.86%),0.00%
Diluted EPS - Continuing Ops,13.43%,(19.93%),44.97%,(64.86%),0.00%
Diluted Weighted Average Shares Outst.,1.67%,1.48%,2.00%,1.00%,0.00%
Normalized Basic EPS,1.72%,1.33%,1.12%,(57.78%),0.00%
Normalized Diluted EPS,1.56%,1.29%,1.65%,(57.78%),0.00%
Dividend Per Share,3.13%,2.02%,2.48%,1.93%,0.00%
Payout Ratio,(8.87%),27.56%,(28.81%),178.07%,0.00%
FFO,3.35%,9.95%,0.88%,(28.33%),0.00%
AFFO,3.35%,9.95%,0.88%,(28.33%),
Funds Available for Distribution,3.35%,9.95%,0.88%,(28.33%),
FFO Per Share (Diluted),1.59%,8.54%,(0.96%),(29.01%),0.00%
FFO Shares (Diluted),1.74%,1.41%,1.84%,0.99%,0.00%
Adjusted FFO Per Share (Diluted),1.66%,8.49%,(0.98%),(29.05%),
EBITDA,6.00%,7.42%,0.36%,(16.14%),0.00%
EBITA,2.60%,3.71%,1.95%,(31.73%),0.00%
EBIT,3.37%,4.35%,1.79%,(31.76%),0.00%
EBITDAR,6.44%,8.24%,(0.21%),(15.33%),
Normalized Net Income,3.50%,2.84%,3.43%,(57.39%),0.00%
Interest Capitalized,41.82%,(26.26%),8.70%,14.36%,
Interest on Long-Term Debt,,,,11.19%,
