Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,366.4,392.2,434.4,510.3,688.2,714.8
Other Revenues,1.3,1.2,1.2,1.0,0.9,0.9
Total Revenues,367.7,393.4,435.6,511.4,689.1,715.6
Cost Of Revenues,113.9,122.4,133.0,157.9,191.0,199.7
Gross Profit,253.8,271.1,302.6,353.5,498.1,515.9
Selling General & Admin Expenses,46.0,52.2,66.9,75.7,86.3,86.4
Depreciation & Amortization,17.8,19.3,23.1,26.9,36.0,39.7
Total Operating Expenses,63.8,71.4,90.0,102.6,122.3,126.1
Operating Income,190.0,199.6,212.6,250.9,375.8,389.7
Interest Expense,,,,,(1.1),(1.3)
Interest And Investment Income,2.1,3.6,6.1,8.1,2.4,1.3
Net Interest Expenses,2.1,3.6,6.1,8.1,1.3,(0.0)
Other Non Operating Income (Expenses),(0.5),(1.5),(0.6),(1.5),(1.9),(2.8)
"EBT, Excl. Unusual Items",191.6,201.8,218.1,257.4,375.3,386.9
"EBT, Incl. Unusual Items",191.6,201.8,218.1,257.4,374.4,384.5
Income Tax Expense,65.4,53.7,45.2,52.5,75.0,79.4
Earnings From Continuing Operations,126.2,148.1,172.9,204.9,299.4,305.0
Net Income to Company,126.2,148.1,172.9,204.9,299.4,305.0
Net Income,126.2,148.1,172.9,204.9,299.4,305.0
NI to Common Incl Extra Items,126.2,148.1,172.9,204.9,299.4,305.0
NI to Common Excl. Extra Items,126.2,148.1,172.9,204.9,299.4,305.0
Revenue Per Share,$9.98,$10.67,$11.79,$13.79,$18.45,$19.13
Basic EPS,$3.42,$4.02,$4.68,$5.53,$8.01,$8.16
Basic EPS - Continuing Ops,$3.42,$4.02,$4.68,$5.53,$8.01,$8.16
Basic Weighted Average Shares Outst.,36.8,36.9,37.0,37.1,37.4,37.4
Diluted EPS,$3.34,$3.89,$4.57,$5.40,$7.85,$8.00
Diluted EPS - Continuing Ops,$3.34,$3.89,$4.57,$5.40,$7.85,$8.00
Diluted Weighted Average Shares Outst.,37.7,38.0,37.9,38.0,38.1,38.2
Normalized Basic EPS,$3.25,$3.42,$3.69,$4.34,$6.28,$6.46
Normalized Diluted EPS,$3.17,$3.32,$3.60,$4.24,$6.15,$6.34
Dividend Per Share,$1.04,$1.32,$1.68,$2.04,$2.40,$2.46
Payout Ratio,30.51%,33.01%,36.12%,37.20%,30.25%,
EBITDA,207.8,218.9,235.7,277.7,406.8,420.4
EBITA,190.7,200.0,213.0,251.7,379.7,389.7
EBIT,190.0,199.6,212.6,250.9,375.8,389.7
EBITDAR,212.5,225.0,249.8,289.4,420.3,
Effective Tax Rate,34.1%,26.6%,20.7%,20.4%,20.0%,20.7%
Normalized Net Income,119.8,126.1,136.3,160.9,234.5,241.8
Foreign Sales,55.4,60.4,435.6,511.4,689.1,
