Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2238.0,2408.2,2731.7,2854.0,2719.9,2739.5
Total Revenues,2238.0,2408.2,2731.7,2854.0,2719.9,2739.5
Cost Of Revenues,1248.3,1335.3,1556.7,1593.4,1535.9,1551.2
Gross Profit,989.7,1072.9,1175.0,1260.6,1184.0,1188.3
Selling General & Admin Expenses,564.2,580.0,631.5,677.9,610.8,607.6
Total Operating Expenses,564.2,580.0,631.5,677.9,610.8,607.6
Operating Income,425.5,492.9,543.5,582.7,573.2,580.7
Interest Expense,(64.3),(105.7),(54.0),(56.0),(51.1),(50.5)
Interest And Investment Income,1.9,1.2,0.8,1.8,0.9,0.4
Net Interest Expenses,(62.4),(104.5),(53.2),(54.2),(50.2),(50.1)
Currency Exchange Gains (Loss),(2.0),(0.7),(0.3),(1.8),(0.7),(0.2)
Other Non Operating Income (Expenses),2.3,,(0.3),3.1,(2.5),3.8
"EBT, Excl. Unusual Items",367.0,387.7,490.1,529.7,520.1,534.3
"EBT, Incl. Unusual Items",295.0,395.7,475.2,475.2,365.4,475.9
Income Tax Expense,63.8,119.0,39.8,73.1,50.9,53.7
Earnings From Continuing Operations,231.2,276.7,435.4,402.1,314.5,422.2
Net Income to Company,231.2,276.7,435.4,402.1,314.5,422.2
Minority Interest,(2.1),(3.4),(0.5),(0.3),(0.2),(0.3)
Net Income,229.1,273.3,434.9,401.8,314.3,421.9
NI to Common Incl Extra Items,229.1,273.3,434.9,401.8,314.3,421.9
NI to Common Excl. Extra Items,229.1,273.3,434.9,401.8,314.3,421.9
Revenue Per Share,$23.36,$25.32,$28.75,$30.49,$29.47,$29.84
Basic EPS,$2.39,$2.87,$4.58,$4.29,$3.41,$4.60
Basic EPS - Continuing Ops,$2.39,$2.87,$4.58,$4.29,$3.41,$4.60
Basic Weighted Average Shares Outst.,95.8,95.1,95.0,93.6,92.3,91.8
Diluted EPS,$2.36,$2.85,$4.54,$4.26,$3.39,$4.57
Diluted EPS - Continuing Ops,$2.36,$2.85,$4.54,$4.26,$3.39,$4.57
Diluted Weighted Average Shares Outst.,96.9,96.0,95.7,94.3,92.8,92.3
Normalized Basic EPS,$2.37,$2.51,$3.22,$3.53,$3.52,$3.63
Normalized Diluted EPS,$2.35,$2.49,$3.20,$3.51,$3.50,$3.62
Dividend Per Share,$0.48,$0.64,$0.84,$1.08,$1.28,$1.32
Payout Ratio,20.08%,22.28%,18.26%,25.04%,37.32%,28.63%
EBITDA,475.8,545.5,614.3,651.2,640.7,649.8
EBITA,446.0,515.0,579.8,613.9,604.7,612.6
EBIT,425.5,492.9,543.5,582.7,573.2,580.7
EBITDAR,508.3,581.0,656.8,694.4,684.9,
Effective Tax Rate,21.6%,30.1%,8.4%,15.4%,13.9%,11.3%
Normalized Net Income,227.3,238.9,305.8,330.8,324.9,333.6
R&D Expense From Footnotes,47.3,48.3,54.4,54.7,54.4,54.4
Foreign Sales,1531.2,762.6,878.9,865.1,814.4,
