Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,43.67%,4.48%,3.07%,(58.58%),0.00%
Other Revenues,(25.00%),(16.00%),(6.90%),(112.90%),0.00%
Total Revenues,43.88%,4.36%,3.03%,(60.56%),0.00%
Cost Of Revenues,56.60%,(7.44%),0.77%,(48.56%),0.00%
Gross Profit,39.42%,9.01%,3.79%,(64.46%),0.00%
Selling General & Admin Expenses,28.73%,7.01%,12.73%,(41.98%),0.00%
Depreciation & Amortization,92.44%,(1.31%),7.08%,(4.96%),0.00%
Other Operating Expense/(Income),(55.01%),-46.13%,-97.41%,"(2,563.64%)",0.00%
Total Operating Expenses,21.13%,50.38%,45.53%,(51.73%),0.00%
Operating Income,47.13%,(5.33%),(19.20%),(77.07%),0.00%
Interest Expense,(23.08%),(18.06%),(15.88%),(12.94%),0.00%
Interest And Investment Income,8.57%,(42.11%),18.18%,3.85%,0.00%
Net Interest Expenses,(25.63%),(27.20%),(15.72%),(13.59%),0.00%
Other Non Operating Income (Expenses),(83.33%),,,71.43%,0.00%
"EBT, Excl. Unusual Items",50.92%,(6.03%),(26.76%),,0.00%
"EBT, Incl. Unusual Items",140.68%,(21.36%),(31.81%),,0.00%
Income Tax Expense,253.36%,(71.24%),(25.57%),,0.00%
Earnings From Continuing Operations,80.57%,30.71%,(33.25%),,0.00%
Net Income to Company,80.57%,30.71%,(33.25%),,0.00%
Net Income,80.57%,30.71%,(33.25%),,0.00%
NI to Common Incl Extra Items,80.57%,30.71%,(33.25%),,0.00%
NI to Common Excl. Extra Items,80.57%,30.71%,(33.25%),,0.00%
Revenue Per Share,11.54%,11.83%,8.39%,(59.73%),0.00%
Basic EPS,39.88%,40.03%,(29.79%),,0.00%
Basic EPS - Continuing Ops,39.88%,40.03%,(29.79%),,0.00%
Basic Weighted Average Shares Outst.,28.98%,(6.69%),(4.97%),(2.07%),0.00%
Diluted EPS,40.66%,40.10%,(29.37%),,0.00%
Diluted EPS - Continuing Ops,40.66%,40.10%,(29.37%),,0.00%
Diluted Weighted Average Shares Outst.,28.47%,(6.76%),(5.28%),(2.89%),0.00%
Normalized Basic EPS,17.13%,0.65%,(22.99%),,0.00%
Normalized Diluted EPS,17.36%,0.72%,(22.69%),,0.00%
Dividend Per Share,12.17%,20.93%,18.59%,(74.05%),0.00%
Payout Ratio,(28.63%),(13.82%),68.86%,,0.00%
EBITDA,50.65%,(4.05%),(13.85%),(64.39%),0.00%
EBITA,50.95%,(5.29%),(18.62%),(73.67%),0.00%
EBIT,47.13%,(5.33%),(19.20%),(77.07%),0.00%
EBITDAR,,,,(60.41%),
Effective Tax Rate,46.80%,(63.43%),9.14%,109.44%,0.00%
Normalized Net Income,50.92%,(6.03%),(26.76%),,0.00%
Foreign Earnings,,37.99%,(14.98%),(79.84%),
Foreign Sales,20.18%,10.86%,3.63%,(56.59%),
