Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1476.2,1593.6,1513.8,1609.9,1494.9,1494.9
Other Revenue,1872.7,1856.3,2063.6,2160.2,2224.9,2224.9
Total Revenues,3447.0,3567.6,3701.6,3859.3,3800.3,3800.3
Property Expenses,1442.1,1486.5,1691.3,1810.5,1939.8,1939.8
Selling General & Admin Exp.,126.9,135.5,146.0,158.7,130.2,130.2
Depreciation & Amortization,898.9,887.9,919.6,1045.6,1109.8,1109.8
Total Operating Expenses,2467.9,2509.9,2756.9,3014.9,3203.9,3203.9
Operating Income,979.1,1057.7,944.7,844.4,596.4,596.4
Total Interest Expense,(419.7),(448.2),(442.5),(451.7),(469.5),(469.5)
Interest and Investment Income,0.9,6.0,12.6,11.0,7.6,7.6
Net Interest Expenses,(418.9),(442.2),(429.9),(440.7),(461.9),(461.9)
Other Non Operating Income,(11.4),(9.1),(5.7),(16.7),0.1,0.1
"EBT, Excl. Unusual Items",550.3,607.0,509.0,388.1,134.9,134.9
Gain (Loss) on Sale of Assets,98.2,717.3,46.2,26.0,262.2,262.2
Other Unusual Items,(2.8),(12.4),(112.9),(41.9),(12.0),(12.0)
"EBT, Incl. Unusual Items",621.1,1301.4,376.0,383.0,344.7,344.7
Income Tax Expense,(31.3),(59.8),(40.0),(56.3),(96.5),(96.5)
Earnings From Continuing Operations,652.4,1361.2,416.0,439.3,441.2,441.2
Earnings Of Discontinued Operations,(0.9),(0.1),(0.0),,,
Net Income to Company,651.5,1361.1,416.0,439.3,441.2,441.2
Minority Interest,(2.3),(4.6),(6.5),(6.3),(2.0),(2.0)
Net Income,649.2,1356.5,409.5,433.0,439.1,439.1
NI to Common Incl Extra Items,649.2,1356.5,409.5,433.0,439.1,439.1
NI to Common Excl. Extra Items,650.2,1356.6,409.5,433.0,439.1,439.1
Revenue Per Share,$10.00,$10.04,$10.39,$10.55,$10.18,$10.18
Basic EPS,$1.88,$3.82,$1.15,$1.18,$1.18,$1.18
Basic EPS - Continuing Ops,$1.89,$3.82,$1.15,$1.18,$1.18,$1.18
Basic Weighted Average Shares Outst.,344.7,355.3,356.3,366.0,373.4,373.4
Diluted EPS,$1.87,$3.78,$1.14,$1.17,$1.17,$1.17
Diluted EPS - Continuing Ops,$1.87,$3.78,$1.14,$1.17,$1.17,$1.17
Diluted Weighted Average Shares Outst.,348.4,358.6,359.3,369.9,376.5,376.5
Normalized Basic EPS,$0.99,$1.05,$0.87,$0.65,$0.22,$0.22
Normalized Diluted EPS,$0.98,$1.05,$0.87,$0.64,$0.22,$0.22
Dividend Per Share,$2.97,$3.12,$3.16,$3.17,$2.14,$2.14
Payout Ratio,157.87%,60.99%,275.27%,267.36%,211.50%,211.50%
FFO,1440.5,1512.9,1308.1,1436.0,1269.3,1269.3
FFO Payout Ratio %,71.15%,54.68%,86.16%,80.62%,73.18%,73.18%
AFFO,1440.5,1512.9,1308.1,1436.0,1269.3,1269.3
Funds Available for Distribution,1440.5,1512.9,1308.1,1436.0,1269.3,1269.3
EBITDA,1832.9,1908.2,1823.0,1771.5,1532.2,1532.2
EBITA,960.5,1038.6,914.8,837.0,556.0,556.0
EBIT,979.1,1057.7,944.7,844.4,596.4,596.4
EBITDAR,,,,1804.1,1564.3,1564.3
Effective Tax Rate,NM,NM,NM,NM,NM,NM
Normalized Net Income,341.7,374.8,311.6,236.3,82.3,82.3
Interest Capitalized,,,,9.0,9.6,9.6
Foreign Sales,201.2,212.5,220.9,294.4,414.0,414.0
