Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4661.0,5347.0,6152.0,6311.0,4543.0,4543.0
Total Revenues,4661.0,5347.0,6152.0,6311.0,4543.0,4543.0
Cost Of Revenues,1063.0,1267.0,1771.0,1736.0,883.0,883.0
Gross Profit,3598.0,4080.0,4381.0,4575.0,3660.0,3660.0
Selling General & Admin Expenses,2290.0,1854.0,1516.0,1604.0,1550.0,1550.0
Depreciation & Amortization,3244.0,2864.0,1867.0,2122.0,2074.0,2074.0
Other Operating Expense/(Income),(28.0),4.0,(116.0),(78.0),(56.0),(56.0)
Total Operating Expenses,6948.0,6929.0,3626.0,3881.0,3919.0,3919.0
Operating Income,"(3,350.0)","(2,849.0)",755.0,694.0,(259.0),(259.0)
Interest Expense,(338.0),(325.0),(399.0),(380.0),(468.0),(468.0)
Net Interest Expenses,(338.0),(325.0),(399.0),(380.0),(468.0),(468.0)
Currency Exchange Gains (Loss),26.0,15.0,(5.0),3.0,(6.0),(6.0)
"EBT, Excl. Unusual Items","(3,662.0)","(3,159.0)",351.0,317.0,(733.0),(733.0)
"EBT, Incl. Unusual Items","(3,854.0)","(5,778.0)",220.0,221.0,"(2,850.0)","(2,850.0)"
Income Tax Expense,2222.0,"(1,837.0)",335.0,461.0,(11.0),(11.0)
Earnings From Continuing Operations,"(6,076.0)","(3,941.0)",(115.0),(240.0),"(2,839.0)","(2,839.0)"
Net Income to Company,"(6,076.0)","(3,941.0)",(115.0),(240.0),"(2,839.0)","(2,839.0)"
Minority Interest,(56.0),(133.0),(167.0),(168.0),(254.0),(254.0)
Net Income,"(6,132.0)","(4,074.0)",(282.0),(408.0),"(3,093.0)","(3,093.0)"
Preferred Dividend and Other Adjustments,41.0,46.0,46.0,4.0,,
NI to Common Incl Extra Items,"(6,173.0)","(4,120.0)",(328.0),(412.0),"(3,093.0)","(3,093.0)"
NI to Common Excl. Extra Items,"(6,173.0)","(4,120.0)",(328.0),(412.0),"(3,093.0)","(3,093.0)"
Revenue Per Share,$15.04,$17.02,$20.63,$20.95,$14.90,$14.90
Basic EPS,($19.92),($13.12),($1.10),($1.37),($10.15),($10.15)
Basic EPS - Continuing Ops,($19.92),($13.12),($1.10),($1.37),($10.15),($10.15)
Basic Weighted Average Shares Outst.,309.9,314.1,298.2,301.2,304.8,304.8
Diluted EPS,($19.92),($13.12),($1.10),($1.37),($10.15),($10.15)
Diluted EPS - Continuing Ops,($19.92),($13.12),($1.10),($1.37),($10.15),($10.15)
Diluted Weighted Average Shares Outst.,309.9,314.1,298.2,301.2,304.8,304.8
Normalized Basic EPS,($7.57),($6.71),$0.18,$0.10,($2.34),($2.34)
Normalized Diluted EPS,($7.57),($6.71),$0.18,$0.10,($2.34),($2.34)
Dividend Per Share,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00
Payout Ratio,NM,NM,NM,NM,NM,NM
EBITDA,936.0,2027.0,2673.0,2833.0,1991.0,1991.0
EBITA,"(3,350.0)","(2,849.0)",755.0,694.0,(259.0),(259.0)
EBIT,"(3,350.0)","(2,849.0)",755.0,694.0,(259.0),(259.0)
EBITDAR,1037.0,2140.0,2819.0,3488.0,2413.0,2413.0
Effective Tax Rate,NM,NM,152.3%,208.6%,NM,NM
Normalized Net Income,"(2,344.8)","(2,107.4)",52.4,30.1,(712.1),(712.1)
Interest Capitalized,61.0,86.0,20.0,38.0,,
Interest on Long-Term Debt,399.0,411.0,419.0,418.0,468.0,468.0
Foreign Sales,1677.0,1774.0,1481.0,1452.0,1063.0,1063.0
