Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,177526.0,184765.0,193919.0,255765.0,267908.0,267908.0
Total Revenues,177526.0,184765.0,193919.0,255765.0,267908.0,267908.0
Cost Of Revenues,148666.0,156258.0,163041.0,211248.0,219660.0,219660.0
Gross Profit,28860.0,28507.0,30878.0,44517.0,48248.0,48248.0
Selling General & Admin Expenses,18284.0,18737.0,20827.0,32699.0,34585.0,34585.0
Total Operating Expenses,18284.0,18737.0,20827.0,32699.0,34585.0,34585.0
Operating Income,10576.0,9770.0,10051.0,11818.0,13663.0,13663.0
Interest Expense,"(1,078.0)","(1,062.0)","(2,619.0)","(3,035.0)","(2,907.0)","(2,907.0)"
Interest And Investment Income,20.0,21.0,660.0,1011.0,798.0,798.0
Net Interest Expenses,"(1,058.0)","(1,041.0)","(1,959.0)","(2,024.0)","(2,109.0)","(2,109.0)"
Other Non Operating Income (Expenses),(1.0),,(2.0),(7.0),(12.0),(12.0)
"EBT, Excl. Unusual Items",9517.0,8729.0,8090.0,9787.0,11542.0,11542.0
"EBT, Incl. Unusual Items",8637.0,8268.0,1406.0,8997.0,9770.0,9770.0
Income Tax Expense,3317.0,1637.0,2002.0,2366.0,2569.0,2569.0
Earnings From Continuing Operations,5320.0,6631.0,(596.0),6631.0,7201.0,7201.0
Earnings Of Discontinued Operations,(1.0),(8.0),,,(9.0),(9.0)
Net Income to Company,5319.0,6623.0,(596.0),6631.0,7192.0,7192.0
Minority Interest,(2.0),(1.0),2.0,3.0,(13.0),(13.0)
Net Income,5317.0,6622.0,(594.0),6634.0,7179.0,7179.0
Preferred Dividend and Other Adjustments,27.0,24.0,3.0,5.0,,
NI to Common Incl Extra Items,5290.0,6598.0,(597.0),6629.0,7179.0,7179.0
NI to Common Excl. Extra Items,5291.0,6606.0,(597.0),6629.0,7188.0,7188.0
Revenue Per Share,$165.45,$181.14,$185.75,$196.59,$204.67,$204.67
Basic EPS,$4.93,$6.47,($0.57),$5.10,$5.48,$5.48
Basic EPS - Continuing Ops,$4.93,$6.48,($0.57),$5.10,$5.49,$5.49
Basic Weighted Average Shares Outst.,1073.0,1020.0,1044.0,1301.0,1309.0,1309.0
Diluted EPS,$4.91,$6.44,($0.57),$5.08,$5.46,$5.46
Diluted EPS - Continuing Ops,$4.91,$6.45,($0.57),$5.08,$5.47,$5.47
Diluted Weighted Average Shares Outst.,1079.0,1024.0,1044.0,1305.0,1314.0,1314.0
Normalized Basic EPS,$5.54,$5.35,$4.85,$4.70,$5.50,$5.50
Normalized Diluted EPS,$5.51,$5.33,$4.85,$4.69,$5.48,$5.48
Dividend Per Share,$1.70,$2.00,$2.00,$2.00,$2.00,$2.00
Payout Ratio,34.61%,30.94%,NM,39.24%,36.55%,36.55%
EBITDA,13051.0,12249.0,12769.0,16189.0,18104.0,18104.0
EBITA,11371.0,10587.0,11057.0,14254.0,16004.0,16004.0
EBIT,10576.0,9770.0,10051.0,11818.0,13663.0,13663.0
EBITDAR,15480.0,14709.0,15304.0,19464.0,21340.0,21340.0
Effective Tax Rate,38.4%,19.8%,142.4%,26.3%,26.3%,26.3%
Normalized Net Income,5946.1,5454.6,5058.3,6119.9,7200.8,7200.8
Interest on Long-Term Debt,,,2619.0,3035.0,2999.0,2999.0
