Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,10.95%,10.30%,2.24%,2.72%,0.00%
Other Revenue,7.27%,9.22%,(1.36%),(11.91%),0.00%
Total Revenues,9.52%,9.89%,0.87%,(2.71%),0.00%
Property Expenses,7.01%,7.76%,2.19%,(4.56%),0.00%
Selling General & Admin Exp.,7.93%,7.45%,(1.52%),(4.45%),0.00%
Depreciation & Amortization,15.49%,22.42%,2.92%,(0.93%),0.00%
Total Operating Expenses,8.62%,10.12%,1.24%,(3.84%),0.00%
Operating Income,13.58%,8.89%,(0.75%),2.38%,0.00%
Total Interest Expense,(13.54%),(15.19%),(2.32%),(0.23%),0.00%
Interest and Investment Income,1.34%,(14.44%),0.09%,26.73%,0.00%
Net Interest Expenses,(13.84%),(15.84%),(2.36%),-0.18%,0.00%
Other Non Operating Income,48.52%,,(241.83%),,
"EBT, Excl. Unusual Items",7.02%,18.23%,(16.87%),(8.65%),0.00%
Impairment of Goodwill,,,,,0.00%
Gain (Loss) on Sale of Assets,,85.75%,(13.31%),469.59%,0.00%
Other Unusual Items,(744.21%),,,,0.00%
"EBT, Incl. Unusual Items",35.04%,104.16%,(20.03%),13.58%,0.00%
Income Tax Expense,(48.91%),86.19%,40.18%,(50.59%),0.00%
Earnings From Continuing Operations,71.37%,106.48%,(27.03%),27.92%,0.00%
Earnings Of Discontinued Operations,,(97.54%),,,
Net Income to Company,60.14%,106.80%,(24.45%),27.87%,0.00%
Minority Interest,-33.13%,-25.64%,-21.70%,-57.04%,0.00%
Net Income,62.28%,108.06%,(24.46%),28.17%,0.00%
NI to Common Incl Extra Items,62.28%,108.06%,(24.46%),28.17%,0.00%
NI to Common Excl. Extra Items,73.85%,107.68%,(27.05%),28.22%,0.00%
Revenue Per Share,1.42%,2.21%,0.50%,(3.09%),0.00%
Basic EPS,48.78%,93.42%,(24.86%),27.87%,0.00%
Basic EPS - Continuing Ops,61.81%,94.15%,(27.24%),27.87%,0.00%
Basic Weighted Average Shares Outst.,8.01%,7.53%,0.37%,0.42%,0.00%
Diluted EPS,51.53%,93.23%,(24.97%),27.87%,0.00%
Diluted EPS - Continuing Ops,60.98%,93.94%,(27.34%),27.87%,0.00%
Diluted Weighted Average Shares Outst.,7.92%,7.42%,0.36%,0.33%,0.00%
Normalized Basic EPS,(0.78%),10.86%,(16.90%),(9.07%),0.00%
Normalized Diluted EPS,0.17%,10.58%,(17.11%),(9.21%),0.00%
Dividend Per Share,11.32%,5.96%,3.44%,0.98%,0.00%
Payout Ratio,(46.40%),(26.41%),38.44%,(20.68%),0.00%
FFO,29.32%,50.28%,(17.25%),(38.72%),0.00%
FFO Payout Ratio %,(32.74%),1.88%,26.39%,65.91%,0.00%
AFFO,29.32%,50.28%,(17.25%),(38.72%),
Funds Available for Distribution,29.32%,50.28%,(17.25%),(38.72%),
EBITDA,14.37%,10.73%,(0.07%),2.11%,0.00%
EBITA,16.01%,34.57%,1.03%,0.33%,0.00%
EBIT,13.58%,8.89%,(0.75%),2.38%,0.00%
EBITDAR,13.16%,,,3.76%,
Effective Tax Rate,(62.17%),(8.84%),75.28%,(56.49%),0.00%
Normalized Net Income,7.54%,18.58%,(16.85%),(8.43%),0.00%
Interest Capitalized,,,328.19%,(10.38%),
Interest on Long-Term Debt,13.54%,16.23%,5.22%,(0.15%),
Foreign Sales,14.77%,7.21%,(0.97%),(3.67%),
