Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,689.5,2202.5,2735.8,2463.3,3386.9,3386.9
Other Revenues,13.6,26.6,33.0,32.8,40.2,40.2
Total Revenues,703.1,2229.1,2768.8,2496.1,3427.1,3427.1
Cost Of Revenues,136.7,1233.5,1551.9,1359.2,2172.8,2172.8
Gross Profit,566.4,995.6,1216.9,1136.9,1254.3,1254.3
Selling General & Admin Expenses,205.5,337.0,369.5,336.4,364.2,364.2
Depreciation & Amortization,44.4,192.2,204.0,176.6,158.5,158.5
Other Operating Expense/(Income),4.7,10.1,14.0,14.8,17.5,17.5
Total Operating Expenses,254.6,539.3,587.5,527.8,540.2,540.2
Operating Income,311.8,456.3,629.4,609.1,714.1,714.1
Interest Expense,(5.7),(42.6),(40.5),(37.8),(38.7),(38.7)
Interest And Investment Income,,0.9,0.9,0.6,0.7,0.7
Net Interest Expenses,(5.7),(41.7),(39.6),(37.2),(38.0),(38.0)
Other Non Operating Income (Expenses),12.9,2.4,8.9,6.7,2.1,2.1
"EBT, Excl. Unusual Items",320.2,418.4,599.8,580.8,679.3,679.3
"EBT, Incl. Unusual Items",306.6,334.4,571.2,501.4,660.4,660.4
Income Tax Expense,120.9,(66.2),146.0,130.6,192.2,192.2
Earnings From Continuing Operations,185.7,400.6,425.2,370.8,468.2,468.2
Net Income to Company,185.7,400.6,425.2,370.8,468.2,468.2
Minority Interest,1.1,1.1,1.3,4.1,,
Net Income,186.8,401.7,426.5,374.9,468.2,468.2
Preferred Dividend and Other Adjustments,1.9,5.0,4.4,2.2,1.2,1.2
NI to Common Incl Extra Items,184.9,396.7,422.1,372.7,467.0,467.0
NI to Common Excl. Extra Items,184.9,396.7,422.1,372.7,467.0,467.0
Revenue Per Share,$8.64,$20.79,$24.77,$22.41,$31.41,$31.41
Basic EPS,$2.27,$3.70,$3.78,$3.35,$4.28,$4.28
Basic EPS - Continuing Ops,$2.27,$3.70,$3.78,$3.35,$4.28,$4.28
Basic Weighted Average Shares Outst.,81.4,107.2,111.8,111.4,109.1,109.1
Diluted EPS,$2.27,$3.69,$3.76,$3.34,$4.27,$4.27
Diluted EPS - Continuing Ops,$2.27,$3.69,$3.76,$3.34,$4.27,$4.27
Diluted Weighted Average Shares Outst.,81.4,107.5,112.2,111.8,109.3,109.3
Normalized Basic EPS,$2.47,$2.45,$3.36,$3.30,$3.89,$3.89
Normalized Diluted EPS,$2.47,$2.44,$3.35,$3.28,$3.88,$3.88
Dividend Per Share,$0.96,$1.04,$1.16,$1.34,$1.56,$1.56
Payout Ratio,42.02%,29.40%,30.55%,40.01%,36.44%,36.44%
EBITDA,337.5,630.6,814.5,772.2,865.7,865.7
EBITA,313.5,599.2,789.4,747.7,838.9,838.9
EBIT,311.8,456.3,629.4,609.1,714.1,714.1
EBITDAR,343.2,640.9,826.0,784.6,885.9,885.9
Effective Tax Rate,39.4%,NM,25.6%,26.0%,29.1%,29.1%
Normalized Net Income,201.2,262.6,376.2,367.1,424.6,424.6
Interest on Long-Term Debt,5.7,42.6,40.5,37.8,38.7,38.7
