Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,26685.0,28748.0,29625.0,29805.0,28694.0,29126.0
Total Revenues,26685.0,28748.0,29625.0,29805.0,28694.0,29126.0
Cost Of Revenues,9391.0,10432.0,10758.0,10513.0,9569.0,9441.0
Gross Profit,17294.0,18316.0,18867.0,19292.0,19125.0,19685.0
Selling General & Admin Expenses,6405.0,6725.0,7449.0,8168.0,7332.0,7194.0
Total Operating Expenses,6479.0,6813.0,7531.0,8234.0,7405.0,7267.0
Operating Income,10815.0,11503.0,11336.0,11058.0,11720.0,12418.0
Interest Expense,"(1,069.0)","(1,096.0)",(855.0),(796.0),(728.0),(766.0)
Interest And Investment Income,178.0,182.0,190.0,226.0,110.0,110.0
Net Interest Expenses,(891.0),(914.0),(665.0),(570.0),(618.0),(656.0)
"EBT, Excl. Unusual Items",10018.0,10648.0,10731.0,10637.0,11118.0,11875.0
"EBT, Incl. Unusual Items",10018.0,10648.0,10731.0,10021.0,10969.0,11678.0
Income Tax Expense,2768.0,4307.0,2445.0,2293.0,2377.0,2478.0
Earnings From Continuing Operations,7250.0,6341.0,8286.0,7728.0,8592.0,9200.0
Net Income to Company,7250.0,6341.0,8286.0,7728.0,8592.0,9200.0
Minority Interest,(283.0),(306.0),(375.0),(543.0),(536.0),(552.0)
Net Income,6967.0,6035.0,7911.0,7185.0,8056.0,8648.0
Preferred Dividend and Other Adjustments,19.0,14.0,16.0,17.0,20.0,22.0
NI to Common Incl Extra Items,6948.0,6021.0,7895.0,7168.0,8036.0,8626.0
NI to Common Excl. Extra Items,6948.0,6021.0,7895.0,7168.0,8036.0,8626.0
Revenue Per Share,$17.21,$18.52,$19.05,$19.17,$18.43,$18.70
Basic EPS,$4.48,$3.88,$5.08,$4.61,$5.16,$5.54
Basic EPS - Continuing Ops,$4.48,$3.88,$5.08,$4.61,$5.16,$5.54
Basic Weighted Average Shares Outst.,1551.0,1552.0,1555.0,1555.0,1557.0,1557.3
Diluted EPS,$4.48,$3.88,$5.08,$4.61,$5.16,$5.54
Diluted EPS - Continuing Ops,$4.48,$3.88,$5.08,$4.61,$5.16,$5.54
Diluted Weighted Average Shares Outst.,1551.0,1553.0,1555.0,1556.0,1558.0,1558.5
Normalized Basic EPS,$3.85,$4.09,$4.07,$3.93,$4.12,$4.41
Normalized Diluted EPS,$3.85,$4.09,$4.07,$3.92,$4.12,$4.41
Dividend Per Share,$4.12,$4.22,$4.49,$4.62,$4.74,$4.77
Payout Ratio,91.55%,108.04%,87.03%,99.67%,91.41%,
EBITDA,11558.0,12378.0,12325.0,12022.0,12701.0,13403.3
EBITA,10889.0,11591.0,11418.0,11124.0,11793.0,12418.0
EBIT,10815.0,11503.0,11336.0,11058.0,11720.0,12418.0
EBITDAR,11842.0,12691.0,12637.0,12354.0,13018.0,
Effective Tax Rate,27.6%,40.4%,22.8%,22.9%,21.7%,21.2%
Normalized Net Income,5978.3,6349.0,6331.9,6105.1,6412.8,6869.9
R&D Expense From Footnotes,429.0,453.0,383.0,465.0,495.0,495.0
Foreign Earnings,10903.0,11581.0,11377.0,10531.0,11668.0,
Foreign Sales,26685.0,28748.0,29625.0,29805.0,28694.0,
