Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,527.1,1193.0,2164.0,3767.0,2671.0,2671.0
Total Revenues,527.1,1193.0,2164.0,3767.0,2671.0,2671.0
Cost Of Revenues,128.5,224.0,436.0,669.0,670.0,670.0
Gross Profit,398.6,969.0,1728.0,3098.0,2001.0,2001.0
Selling General & Admin Expenses,42.6,48.0,65.0,104.0,88.0,88.0
Depreciation & Amortization,178.0,327.0,623.0,1447.0,1304.0,1304.0
Other Operating Expense/(Income),26.4,67.0,(108.0),170.0,145.0,145.0
Total Operating Expenses,247.0,442.0,580.0,1721.0,1537.0,1537.0
Operating Income,151.6,527.0,1148.0,1377.0,464.0,464.0
Interest Expense,(41.1),(41.0),(88.0),(173.0),(201.0),(201.0)
Interest And Investment Income,0.4,,1.0,1.0,4.0,4.0
Net Interest Expenses,(40.7),(41.0),(87.0),(172.0),(197.0),(197.0)
Other Non Operating Income (Expenses),3.1,11.0,89.0,4.0,2.0,2.0
"EBT, Excl. Unusual Items",114.0,497.0,1150.0,1203.0,259.0,259.0
"EBT, Incl. Unusual Items",(164.7),497.0,1113.0,362.0,"(5,776.0)","(5,776.0)"
Income Tax Expense,0.2,(20.0),168.0,47.0,"(1,104.0)","(1,104.0)"
Earnings From Continuing Operations,(164.9),517.0,945.0,315.0,"(4,672.0)","(4,672.0)"
Net Income to Company,(164.9),517.0,945.0,315.0,"(4,672.0)","(4,672.0)"
Minority Interest,(0.1),(35.0),(99.0),(75.0),155.0,155.0
Net Income,(165.0),482.0,846.0,240.0,"(4,517.0)","(4,517.0)"
NI to Common Incl Extra Items,(165.0),482.0,846.0,240.0,"(4,517.0)","(4,517.0)"
NI to Common Excl. Extra Items,(165.0),482.0,846.0,240.0,"(4,517.0)","(4,517.0)"
Revenue Per Share,$7.02,$12.24,$20.68,$23.04,$16.91,$16.91
Basic EPS,($2.20),$4.95,$8.09,$1.47,($28.59),($28.59)
Basic EPS - Continuing Ops,($2.20),$4.95,$8.09,$1.47,($28.59),($28.59)
Basic Weighted Average Shares Outst.,75.1,97.5,104.6,163.5,158.0,158.0
Diluted EPS,($2.20),$4.94,$8.06,$1.47,($28.59),($28.59)
Diluted EPS - Continuing Ops,($2.20),$4.94,$8.06,$1.47,($28.59),($28.59)
Diluted Weighted Average Shares Outst.,75.1,97.7,104.9,163.8,158.0,158.0
Normalized Basic EPS,$0.95,$2.83,$5.92,$4.14,$2.01,$2.01
Normalized Diluted EPS,$0.95,$2.82,$5.91,$4.13,$2.01,$2.01
Dividend Per Share,,,$0.50,$0.94,$1.53,$1.53
Payout Ratio,,,4.37%,46.67%,NM,NM
EBITDA,330.7,855.0,1773.0,2831.0,1775.0,1775.0
EBITA,152.6,528.0,1150.0,1384.0,471.0,471.0
EBIT,151.6,527.0,1148.0,1377.0,464.0,464.0
EBITDAR,332.6,857.0,,,,
Effective Tax Rate,NM,NM,15.1%,13.0%,NM,NM
Normalized Net Income,71.1,275.6,619.8,676.9,316.9,316.9
Interest Capitalized,,22.0,32.0,66.0,55.0,55.0
Interest on Long-Term Debt,41.1,63.0,120.0,239.0,256.0,256.0
