Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10630.0,12607.0,14212.0,12669.0,12177.0,12933.0
Total Revenues,10630.0,12607.0,14212.0,12669.0,12177.0,12933.0
Fuel & Purchased Power,5530.0,7164.0,8611.0,6851.0,5860.0,6569.0
Operations And Maintenance,2255.0,2270.0,2451.0,2401.0,2443.0,2472.0
Depreciation & Amortization,976.0,1030.0,1124.0,1263.0,1443.0,1458.0
Other Operating Expenses,411.0,456.0,442.0,453.0,438.0,436.0
Total Operating Expenses,9172.0,10920.0,12628.0,10968.0,10184.0,10935.0
Operating Income,1458.0,1687.0,1584.0,1701.0,1993.0,1998.0
"Interest Expense, Total",(472.0),(536.0),(559.0),(641.0),(720.0),(726.0)
Interest and Investment Income,20.0,12.0,12.0,17.0,38.0,35.0
Net Interest Expenses,(452.0),(524.0),(547.0),(624.0),(682.0),(691.0)
Allow. For Equity Funds Used For Const.,,,28.0,24.0,25.0,26.0
Other Non-Operating Inc. (Exp.),29.0,37.0,40.0,108.0,99.0,142.0
"EBT, Excl. Unusual Items",1103.0,1302.0,1237.0,1320.0,1567.0,1610.0
Gain (Loss) on Sale of Assets,(7.0),(41.0),(4.0),,,(9.0)
Other Unusual Items,,,(15.0),,(22.0),(22.0)
"EBT, Incl. Unusual Items",1105.0,1287.0,1216.0,1324.0,1538.0,1572.0
Income Tax Expense,271.0,175.0,98.0,152.0,167.0,146.0
Earnings From Continuing Operations,834.0,1112.0,1118.0,1172.0,1371.0,1426.0
Net Income to Company,834.0,1112.0,1118.0,1172.0,1371.0,1426.0
Minority Interest,34.0,22.0,2.0,(3.0),(3.0),(1.0)
Net Income,868.0,1134.0,1120.0,1169.0,1368.0,1425.0
Pref. Dividends and Other Adj.,2.0,2.0,2.0,2.0,2.0,1.0
NI to Common Incl Extra Items,866.0,1132.0,1118.0,1167.0,1366.0,1424.0
NI to Common Excl. Extra Items,866.0,1132.0,1118.0,1167.0,1366.0,1424.0
Revenue Per Share,$59.39,$70.43,$78.52,$68.48,$63.09,$66.84
Basic EPS,$4.84,$6.32,$6.18,$6.31,$7.08,$7.36
Basic EPS - Continuing Ops,$4.84,$6.32,$6.18,$6.31,$7.08,$7.36
Basic Weighted Average Shares Outst.,179.0,179.0,181.0,185.0,193.0,193.5
Diluted EPS,$4.83,$6.32,$6.17,$6.31,$7.08,$7.36
Diluted EPS - Continuing Ops,$4.83,$6.32,$6.17,$6.31,$7.08,$7.36
Diluted Weighted Average Shares Outst.,179.0,179.0,181.0,185.0,193.0,193.5
Normalized Basic EPS,$4.04,$4.67,$4.28,$4.44,$5.06,$5.20
Normalized Diluted EPS,$4.04,$4.67,$4.28,$4.44,$5.06,$5.20
Dividend Per Share,$3.06,$3.36,$3.60,$3.85,$4.12,$4.20
Payout Ratio,61.18%,52.20%,55.36%,59.20%,55.56%,54.39%
EBITDA,2226.0,2504.0,2433.0,2648.0,3072.0,3094.0
EBITA,1474.0,1716.0,1611.0,1734.0,2064.0,2069.0
EBIT,1458.0,1687.0,1584.0,1701.0,1993.0,1998.0
EBITDAR,2269.0,,,2709.0,3133.0,
Effective Tax Rate,24.5%,13.6%,8.1%,11.5%,10.9%,9.3%
Normalized Net Income,723.4,835.8,775.1,822.0,976.4,1005.3
Interest Capitalized,,,15.0,15.0,22.0,
