Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,38.94%,22.50%,14.73%,23.53%,0.00%
Other Revenues,22.83%,79.65%,,,
Total Revenues,38.93%,22.50%,14.71%,23.53%,0.00%
Cost Of Revenues,117.74%,(7.29%),(1.84%),88.44%,0.00%
Gross Profit,(69.38%),313.60%,50.97%,(68.93%),0.00%
Selling General & Admin Expenses,21.54%,18.63%,7.90%,10.36%,0.00%
Total Operating Expenses,21.54%,18.63%,7.90%,10.36%,0.00%
Operating Income,,,171.92%,,0.00%
Interest Expense,-82.19%,-77.64%,(20.22%),(17.20%),0.00%
Net Interest Expenses,-82.19%,-77.64%,(20.22%),(17.20%),0.00%
Other Non Operating Income (Expenses),279.86%,84.50%,63.37%,(54.20%),0.00%
"EBT, Excl. Unusual Items",,,154.30%,,0.00%
"EBT, Incl. Unusual Items",,,322.02%,,0.00%
Income Tax Expense,(73.22%),587.09%,581.33%,59.16%,0.00%
Earnings From Continuing Operations,,,308.16%,,0.00%
Net Income to Company,,,308.16%,,0.00%
Net Income,,,308.16%,,0.00%
NI to Common Incl Extra Items,,,308.16%,,0.00%
NI to Common Excl. Extra Items,,,308.16%,,0.00%
Revenue Per Share,27.49%,17.99%,13.37%,21.80%,0.00%
Basic EPS,,,299.90%,,0.00%
Basic EPS - Continuing Ops,,,299.90%,,0.00%
Basic Weighted Average Shares Outst.,8.89%,3.81%,1.19%,1.47%,0.00%
Diluted EPS,,,301.96%,,0.00%
Diluted EPS - Continuing Ops,,,301.96%,,0.00%
Diluted Weighted Average Shares Outst.,5.39%,5.40%,0.94%,0.19%,0.00%
Normalized Basic EPS,,,149.58%,,0.00%
Normalized Diluted EPS,,,151.00%,,0.00%
EBITDA,,,127.06%,,0.00%
EBITA,,,150.96%,,0.00%
EBIT,,,171.92%,,0.00%
Effective Tax Rate,,,61.29%,,0.00%
Normalized Net Income,,,154.30%,,0.00%
Interest on Long-Term Debt,,,,26.67%,
R&D Expense From Footnotes,123.29%,(9.87%),(2.40%),90.25%,0.00%
Foreign Sales,126.01%,19.43%,12.64%,16.67%,
