Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,322.6,286.2,316.2,624.3,774.4,870.6
Total Revenues,322.6,286.2,316.2,624.3,774.4,870.6
Cost Of Revenues,264.6,230.1,221.7,403.1,428.4,482.4
Gross Profit,58.0,56.0,94.4,221.2,346.0,388.3
Selling General & Admin Expenses,66.2,45.3,55.3,75.5,103.6,119.3
R&D Expenses,50.7,33.2,32.6,40.4,55.9,65.9
Total Operating Expenses,116.9,78.5,87.9,115.9,159.5,185.1
Operating Income,(58.9),(22.5),6.5,105.3,186.4,203.1
Interest Expense,(2.8),(8.2),(10.7),(9.7),(21.0),(25.2)
Interest And Investment Income,,0.3,1.1,2.5,2.2,1.1
Net Interest Expenses,(2.8),(7.9),(9.6),(7.2),(18.8),(24.0)
Currency Exchange Gains (Loss),0.1,,,0.6,(0.5),(0.5)
Other Non Operating Income (Expenses),(0.6),2.0,(2.2),(0.0),(44.6),(114.9)
"EBT, Excl. Unusual Items",(62.2),(28.4),(5.3),98.7,122.4,63.7
"EBT, Incl. Unusual Items",(66.0),(45.3),(10.2),90.1,119.4,60.7
Income Tax Expense,1.5,(0.1),1.4,(71.0),(14.6),(36.1)
Earnings From Continuing Operations,(67.5),(45.2),(11.6),161.1,134.0,96.8
Net Income to Company,(67.5),(45.2),(11.6),161.1,134.0,96.8
Net Income,(67.5),(45.2),(11.6),161.1,134.0,96.8
NI to Common Incl Extra Items,(67.5),(45.2),(11.6),161.1,134.0,96.8
NI to Common Excl. Extra Items,(67.5),(45.2),(11.6),161.1,134.0,96.8
Revenue Per Share,$6.39,$3.45,$3.17,$5.35,$6.17,$6.83
Basic EPS,($1.34),($0.54),($0.12),$1.38,$1.07,$0.76
Basic EPS - Continuing Ops,($1.34),($0.54),($0.12),$1.38,$1.07,$0.76
Basic Weighted Average Shares Outst.,50.5,82.9,99.6,116.7,125.6,127.5
Diluted EPS,($1.34),($0.54),($0.12),$1.23,$0.95,$0.68
Diluted EPS - Continuing Ops,($1.34),($0.54),($0.12),$1.23,$0.95,$0.68
Diluted Weighted Average Shares Outst.,50.5,82.9,99.6,131.6,141.9,144.0
Normalized Basic EPS,($0.77),($0.21),($0.03),$0.53,$0.61,$0.31
Normalized Diluted EPS,($0.77),($0.21),($0.03),$0.47,$0.54,$0.28
EBITDA,(48.3),(13.5),16.2,117.3,202.4,220.7
EBITA,(58.2),(22.5),6.5,107.9,189.3,206.0
EBIT,(58.9),(22.5),6.5,105.3,186.4,203.1
EBITDAR,(44.5),,,121.3,207.7,
Effective Tax Rate,NM,NM,NM,NM,NM,NM
Normalized Net Income,(38.9),(17.8),(3.3),61.7,76.5,39.8
Interest on Long-Term Debt,2.8,8.2,10.7,9.7,21.0,
R&D Expense From Footnotes,50.7,33.2,32.6,40.4,55.9,65.9
Foreign Sales,63.5,86.6,,100.8,136.5,
