Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,834.2,1025.8,1358.5,1599.2,1520.0,1567.9
Total Interest Income,1193.4,1465.1,1969.9,2309.4,2241.6,2353.0
Interest On Deposits,5.6,8.7,29.3,177.7,60.2,33.3
Total Interest On Borrowings,37.3,36.1,46.6,35.1,25.1,28.0
Total Interest Expense,42.9,44.8,75.9,212.8,85.3,61.2
Net Interest Income,1150.5,1420.4,1894.0,2096.6,2156.3,2291.7
Service Charges On Deposits,52.5,58.7,76.1,89.2,90.3,90.9
Credit Card Fee,68.2,76.5,94.1,118.7,97.7,97.0
Gain (Loss) on Sale of Invest. & Securities,89.6,119.2,177.2,272.7,658.2,987.5
Total Other Non Interest Income,246.2,300.1,397.6,749.8,963.9,1077.0
Total Non Interest Income,456.6,554.5,745.0,1230.4,1810.1,2252.4
Revenue Before Loan Losses,1607.1,1974.9,2639.0,3327.0,3966.4,4544.1
Provision For Loan Losses,106.7,92.3,87.9,106.4,219.5,(5.3)
Total Revenues,1500.4,1882.6,2551.1,3220.6,3746.9,4549.4
Salaries And Other Employee Benefits,475.6,564.8,674.9,918.7,1228.7,1418.5
Occupancy Expense,105.4,120.2,132.7,166.0,198.1,203.3
Total Selling General & Admin Expenses,173.8,205.5,259.1,345.4,360.6,393.0
Total Other Non Interest Expense,74.7,85.1,87.3,152.6,190.2,194.9
Total Non Interest Expense,859.8,1010.7,1188.2,1601.3,2005.1,2241.6
"EBT, Excl. Unusual Items",640.6,871.9,1362.9,1619.4,1741.8,2307.8
Asset Writedown,,,,,(29.9),(29.9)
Other Unusual Items,,2.7,,(9.0),30.0,30.0
"EBT, Incl. Unusual Items",640.6,874.6,1362.9,1610.4,1741.9,2308.0
Income Tax Expense,250.3,355.5,351.6,425.7,447.6,585.5
Earnings From Continuing Operations,390.3,519.2,1011.3,1184.7,1294.3,1722.4
Net Income to Company,390.3,519.2,1011.3,1184.7,1294.3,1722.4
Minority Interest,(7.6),(28.7),(37.5),(47.9),(85.9),(112.8)
Net Income,382.7,490.5,973.8,1136.9,1208.4,1609.6
Preferred Dividend and Other Adjustments,,,,,17.2,18.4
Net Income to Common Incl Extra Items,382.7,490.5,973.8,1136.9,1191.2,1591.2
Net Income to Common Excl. Extra Items,382.7,490.5,973.8,1136.9,1191.2,1591.2
Revenue Per Share,$28.90,$35.80,$48.06,$62.04,$72.49,$87.76
Basic EPS,$7.37,$9.33,$18.35,$21.90,$23.05,$30.69
Basic EPS - Continuing Ops,$7.37,$9.33,$18.35,$21.90,$23.05,$30.69
Basic Weighted Average Shares Outst.,51.9,52.6,53.1,51.9,51.7,51.8
Diluted EPS,$7.31,$9.20,$18.11,$21.73,$22.87,$30.38
Diluted EPS - Continuing Ops,$7.31,$9.20,$18.11,$21.73,$22.87,$30.38
Diluted Weighted Average Shares Outst.,52.3,53.3,53.8,52.3,52.1,52.4
Normalized Basic EPS,$7.57,$9.82,$15.34,$18.57,$19.40,$25.65
Normalized Diluted EPS,$7.50,$9.69,$15.14,$18.43,$19.25,$25.39
Payout Ratio,,,,,1.42%,
Effective Tax Rate,39.1%,40.6%,25.8%,26.4%,25.7%,25.4%
Normalized Net Income,392.8,516.3,814.3,964.2,1002.7,1329.5
Interest on Long-Term Debt,36.2,35.6,32.0,31.5,21.8,
