Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(18.30%),10.64%,0.80%,7.17%,0.00%
Total Revenues,(18.30%),10.64%,0.80%,7.17%,0.00%
Cost Of Revenues,(22.56%),12.99%,1.14%,6.11%,0.00%
Gross Profit,(9.83%),6.62%,0.17%,9.11%,0.00%
Selling General & Admin Expenses,(13.50%),3.86%,2.45%,2.47%,0.00%
Total Operating Expenses,(13.50%),3.86%,2.45%,2.47%,0.00%
Operating Income,(4.93%),9.97%,(2.45%),17.10%,0.00%
Interest Expense,(21.83%),-44.09%,(1.92%),-9.43%,0.00%
Interest And Investment Income,0.00%,25.00%,(40.00%),333.33%,0.00%
Net Interest Expenses,(22.22%),-45.09%,(3.31%),-16.03%,0.00%
Currency Exchange Gains (Loss),,,,,0.00%
Other Non Operating Income (Expenses),,,,,0.00%
"EBT, Excl. Unusual Items",(11.41%),29.59%,(2.43%),22.54%,0.00%
"EBT, Incl. Unusual Items",(13.70%),26.32%,0.77%,23.74%,0.00%
Income Tax Expense,(17.23%),(9.80%),4.07%,16.96%,0.00%
Earnings From Continuing Operations,(11.75%),45.03%,(0.29%),26.02%,0.00%
Earnings Of Discontinued Operations,,(8.41%),202.04%,39.86%,0.00%
Net Income to Company,8.21%,35.17%,25.00%,30.20%,0.00%
Minority Interest,(9.30%),(6.38%),-10.00%,(15.56%),0.00%
Net Income,8.11%,37.71%,27.38%,30.91%,0.00%
Preferred Dividend and Other Adjustments,(16.67%),40.00%,(14.29%),50.00%,0.00%
NI to Common Incl Extra Items,8.42%,37.69%,27.79%,30.79%,0.00%
NI to Common Excl. Extra Items,(13.55%),49.41%,0.64%,26.54%,0.00%
Revenue Per Share,(15.18%),13.92%,7.10%,16.51%,0.00%
Basic EPS,12.85%,41.88%,36.01%,42.05%,0.00%
Basic EPS - Continuing Ops,(10.02%),53.90%,7.07%,37.29%,0.00%
Basic Weighted Average Shares Outst.,(3.68%),(2.87%),(5.90%),(8.01%),0.00%
Diluted EPS,12.60%,41.87%,36.19%,42.49%,0.00%
Diluted EPS - Continuing Ops,(10.14%),54.14%,7.32%,37.91%,0.00%
Diluted Weighted Average Shares Outst.,(3.64%),(3.46%),(6.19%),(8.33%),0.00%
Normalized Basic EPS,(10.11%),36.51%,4.70%,34.09%,0.00%
Normalized Diluted EPS,(10.00%),36.67%,4.93%,34.09%,0.00%
Dividend Per Share,5.13%,9.76%,13.33%,7.84%,0.00%
Payout Ratio,(6.77%),(24.56%),(15.66%),(23.08%),0.00%
EBITDA,(4.96%),8.23%,(1.39%),15.51%,0.00%
EBITA,(4.79%),8.78%,(2.45%),19.33%,0.00%
EBIT,(4.93%),9.97%,(2.45%),17.10%,0.00%
EBITDAR,(5.83%),9.08%,(1.71%),14.72%,
Effective Tax Rate,(4.10%),(28.59%),3.26%,(5.47%),0.00%
Normalized Net Income,(13.29%),32.25%,(1.73%),23.13%,0.00%
Interest on Long-Term Debt,(8.99%),(9.30%),0.64%,(12.10%),
Foreign Earnings,448.08%,2.72%,1.45%,16.92%,
Foreign Sales,4.14%,304.60%,0.72%,6.98%,
