Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,10.47%,8.79%,6.01%,(14.73%),(16.43%)
Total Interest Income,11.02%,9.64%,6.13%,(15.84%),(17.68%)
Interest On Deposits,16.64%,39.86%,32.04%,(30.14%),(41.31%)
Total Interest On Borrowings,4.22%,25.97%,5.99%,(21.24%),(22.54%)
Total Interest Expense,11.46%,34.44%,22.51%,(27.32%),(35.45%)
Net Interest Income,10.98%,7.34%,4.23%,(14.27%),(15.26%)
Total Other Non Interest Income,(3.56%),(6.98%),(23.04%),-7.08%,-5.36%
Total Non Interest Income,(3.56%),(6.98%),(23.04%),-7.08%,-5.36%
Revenue Before Loan Losses,12.71%,7.41%,0.21%,(16.15%),(17.89%)
Provision For Loan Losses,32.87%,4.70%,(24.62%),27.03%,(20.63%)
Total Revenues,1.22%,9.45%,18.00%,(35.92%),(16.18%)
Salaries And Other Employee Benefits,8.85%,9.43%,1.96%,(7.97%),(1.85%)
Total Selling General & Admin Expenses,7.22%,17.33%,8.01%,(10.63%),(9.66%)
Total Other Non Interest Expense,2.27%,6.19%,(7.92%),4.22%,(14.66%)
Total Non Interest Expense,6.88%,12.29%,3.01%,(7.35%),(7.67%)
"EBT, Excl. Unusual Items",(3.60%),6.76%,32.89%,(57.91%),(24.29%)
Restructuring Charges,,,,,(95.24%)
Other Unusual Items,(54.19%),-23.64%,(14.23%),(22.34%),(22.34%)
"EBT, Incl. Unusual Items",(6.89%),9.63%,34.11%,(63.23%),(28.29%)
Income Tax Expense,5.31%,(38.52%),33.49%,(63.86%),(31.21%)
Earnings From Continuing Operations,(14.04%),44.19%,34.30%,(63.04%),(27.41%)
Net Income to Company,(14.04%),44.19%,34.30%,(63.04%),(27.41%)
Net Income,(14.04%),44.19%,34.30%,(63.04%),(27.41%)
Preferred Dividend and Other Adjustments,,,,,281.82%
Net Income to Common Incl Extra Items,(14.04%),44.19%,34.30%,(64.16%),(28.58%)
Net Income to Common Excl. Extra Items,(14.04%),44.19%,34.30%,(64.16%),(28.58%)
Revenue Per Share,5.55%,17.27%,30.64%,(27.11%),(7.38%)
Basic EPS,(10.25%),54.67%,48.69%,(59.21%),(21.08%)
Basic EPS - Continuing Ops,(10.25%),54.67%,48.69%,(59.21%),(21.08%)
Basic Weighted Average Shares Outst.,(4.05%),(6.70%),(9.71%),(12.12%),(9.50%)
Diluted EPS,(10.70%),54.55%,48.66%,(59.17%),(20.82%)
Diluted EPS - Continuing Ops,(10.70%),54.55%,48.66%,(59.17%),(20.82%)
Diluted Weighted Average Shares Outst.,(3.82%),(6.60%),(9.83%),(12.28%),(9.61%)
Normalized Basic EPS,0.60%,14.31%,47.16%,(52.08%),(16.34%)
Normalized Diluted EPS,0.09%,14.41%,47.34%,(52.03%),(16.23%)
Dividend Per Share,115.38%,28.57%,19.44%,2.33%,1.15%
Payout Ratio,142.37%,(16.96%),(18.99%),161.62%,
Effective Tax Rate,13.09%,(43.92%),(0.48%),(1.73%),(4.08%)
Normalized Net Income,(3.60%),6.76%,32.89%,(57.91%),(24.29%)
Interest on Long-Term Debt,10.82%,25.97%,5.99%,(21.24%),
