Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.47%,5.14%,4.53%,(6.04%),(13.83%)
Other Revenues,17.68%,33.71%,16.83%,(8.20%),(7.56%)
Total Revenues,7.21%,9.61%,6.88%,(6.49%),(12.61%)
Cost Of Revenues,13.73%,11.43%,7.66%,(7.68%),1.18%
Gross Profit,6.27%,9.33%,6.75%,(6.30%),(14.58%)
Selling General & Admin Expenses,(0.69%),8.92%,12.03%,6.29%,7.23%
R&D Expenses,14.20%,15.25%,(12.79%),75.93%,84.73%
Other Operating Expense/(Income),"1,000.98%",64.74%,30.59%,(3.60%),(10.07%)
Total Operating Expenses,10.47%,10.82%,(2.45%),35.79%,39.30%
Operating Income,3.11%,8.12%,14.38%,(36.05%),(50.86%)
Interest Expense,-3.54%,-20.02%,-6.58%,(13.71%),(27.04%)
Interest And Investment Income,23.82%,43.31%,6.67%,(65.00%),(81.89%)
Net Interest Expenses,-12.36%,-48.87%,-23.50%,(153.86%),(201.70%)
Currency Exchange Gains (Loss),,,-29.29%,(52.86%),-98.31%
Other Non Operating Income (Expenses),-18.67%,-36.89%,(527.27%),,
"EBT, Excl. Unusual Items",4.02%,9.64%,13.08%,(36.66%),(52.21%)
"EBT, Incl. Unusual Items",3.97%,15.03%,19.44%,(28.29%),(44.68%)
Income Tax Expense,98.71%,(42.02%),(18.77%),(14.31%),(27.54%)
Earnings From Continuing Operations,(27.75%),67.56%,31.62%,(31.04%),(47.68%)
Net Income to Company,(27.75%),67.56%,31.62%,(31.04%),(47.68%)
Minority Interest,,-66.95%,,,
Net Income,(31.43%),74.50%,32.90%,(32.06%),(48.77%)
NI to Common Incl Extra Items,(31.43%),74.50%,32.90%,(32.06%),(48.77%)
NI to Common Excl. Extra Items,(31.43%),74.50%,32.90%,(32.06%),(48.77%)
Revenue Per Share,10.13%,13.73%,17.04%,8.73%,1.70%
Basic EPS,(29.54%),81.10%,45.57%,(20.99%),(40.39%)
Basic EPS - Continuing Ops,(29.54%),81.10%,45.57%,(20.99%),(40.39%)
Basic Weighted Average Shares Outst.,(2.66%),(3.62%),(8.69%),(14.00%),(14.06%)
Diluted EPS,(29.59%),81.04%,45.60%,(21.07%),(40.46%)
Diluted EPS - Continuing Ops,(29.59%),81.04%,45.60%,(21.07%),(40.46%)
Diluted Weighted Average Shares Outst.,(2.65%),(3.62%),(8.72%),(13.93%),(13.96%)
Normalized Basic EPS,2.70%,16.82%,25.21%,(27.92%),(46.01%)
Normalized Diluted EPS,2.70%,16.81%,25.28%,(27.98%),(46.07%)
EBITDA,4.13%,6.15%,10.40%,(33.98%),(47.65%)
EBITA,4.26%,6.37%,11.98%,(34.99%),(49.00%)
EBIT,3.11%,8.12%,14.38%,(36.05%),(50.86%)
EBITDAR,,,,(33.53%),
Effective Tax Rate,91.14%,(49.59%),(31.98%),19.53%,30.98%
Normalized Net Income,(0.00%),12.56%,14.35%,(38.02%),(53.60%)
Interest Capitalized,137.98%,75.90%,27.41%,(5.23%),
R&D Expense From Footnotes,20.29%,14.16%,(15.84%),78.28%,77.62%
Foreign Sales,20.77%,21.53%,13.38%,0.97%,
