Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,2.86%,4.52%,4.22%,0.13%,0.00%
Total Interest And Dividend Income,(0.87%),(0.35%),(0.72%),(2.28%),0.00%
Gain (Loss) on Sale of Investments,66.53%,,-66.84%,,0.00%
Other Revenues,2.86%,4.93%,5.08%,2.68%,0.00%
Total Revenues,2.18%,2.76%,3.45%,9.69%,0.00%
Policy Benefits,1.64%,13.67%,(6.54%),19.70%,0.00%
Policy Acquisition / Underwriting Costs,3.52%,4.79%,6.77%,1.23%,0.00%
Other Operating Expenses,3.69%,4.23%,5.88%,5.62%,0.00%
Total Operating Expenses,1.99%,11.11%,(3.62%),15.35%,0.00%
Operating Income,3.32%,(49.16%),99.57%,(27.39%),0.00%
"Interest Expense, Total",-3.67%,(4.63%),(6.04%),(6.09%),0.00%
"EBT, Excl. Unusual Items",4.18%,(55.28%),124.50%,(31.60%),0.00%
"EBT, Incl. Unusual Items",4.18%,(55.28%),120.15%,(30.25%),0.00%
Income Tax Expense,(1.56%),(74.52%),169.92%,(39.32%),0.00%
Earnings From Continuing Operations,6.74%,(47.35%),110.22%,(27.93%),0.00%
Net Income to Company,6.74%,(47.35%),110.22%,(27.93%),0.00%
Net Income,6.74%,(47.35%),110.22%,(27.93%),0.00%
NI to Common Incl Extra Items,6.74%,(47.35%),110.22%,(27.93%),0.00%
NI to Common Excl. Extra Items,6.74%,(47.35%),110.22%,(27.93%),0.00%
Revenue Per Share,6.21%,5.98%,8.33%,12.98%,0.00%
Basic EPS,10.85%,(45.72%),120.43%,(25.83%),0.00%
Basic EPS - Continuing Ops,10.85%,(45.72%),120.43%,(25.83%),0.00%
Basic Weighted Average Shares Outst.,(3.80%),(3.03%),(4.51%),(2.90%),0.00%
Diluted EPS,10.63%,(45.54%),120.17%,(25.76%),0.00%
Diluted EPS - Continuing Ops,10.63%,(45.54%),120.17%,(25.76%),0.00%
Diluted Weighted Average Shares Outst.,(3.66%),(3.20%),(4.64%),(2.91%),0.00%
Normalized Basic EPS,8.22%,(53.84%),134.64%,(29.56%),0.00%
Normalized Diluted EPS,8.12%,(53.81%),135.82%,(29.60%),0.00%
Dividend Per Share,12.66%,13.48%,10.40%,1.79%,0.00%
Payout Ratio,0.58%,108.99%,(49.43%),40.39%,0.00%
EBITDA,3.21%,(46.23%),89.28%,(25.41%),0.00%
EBITA,3.32%,(49.16%),99.57%,(27.39%),0.00%
EBIT,3.32%,(49.16%),99.57%,(27.39%),0.00%
EBITDAR,1.68%,(45.38%),86.28%,(23.85%),
Effective Tax Rate,(5.51%),(43.03%),22.60%,(13.00%),0.00%
Normalized Net Income,4.18%,(55.28%),124.50%,(31.60%),0.00%
