Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3498.7,3565.3,3691.2,3471.2,3587.0,3587.0
Total Revenues,3498.7,3565.3,3691.2,3471.2,3587.0,3587.0
Fuel & Purchased Power,1075.5,981.3,1076.1,1042.2,993.4,993.4
Operations And Maintenance,931.7,949.1,1036.7,941.6,958.9,958.9
Depreciation & Amortization,485.8,534.1,582.4,590.9,614.4,614.4
Other Operating Expenses,149.7,166.3,172.6,201.5,175.8,175.8
Total Operating Expenses,2642.7,2630.9,2867.8,2776.3,2742.5,2742.5
Operating Income,856.0,934.4,823.5,694.9,844.5,844.5
"Interest Expense, Total",(205.7),(219.8),(243.5),(235.3),(247.5),(247.5)
Interest and Investment Income,0.9,3.5,8.6,10.4,12.2,12.2
Net Interest Expenses,(204.8),(216.3),(234.8),(224.9),(235.3),(235.3)
Allow. For Equity Funds Used For Const.,42.1,47.0,52.3,31.4,33.8,33.8
Allow. For Borrowed Funds Used For Const.,20.0,22.1,25.2,18.5,18.5,18.5
Other Non-Operating Inc. (Exp.),(13.6),(16.9),(1.3),23.8,(15.6),(15.6)
"EBT, Excl. Unusual Items",699.7,770.3,664.9,543.9,645.9,645.9
"EBT, Incl. Unusual Items",697.9,766.2,664.4,542.0,648.2,648.2
Income Tax Expense,236.4,258.3,133.9,(15.8),78.2,78.2
Earnings From Continuing Operations,461.5,507.9,530.5,557.8,570.1,570.1
Net Income to Company,461.5,507.9,530.5,557.8,570.1,570.1
Minority Interest,(19.5),(19.5),(19.5),(19.5),(19.5),(19.5)
Net Income,442.0,488.5,511.0,538.3,550.6,550.6
NI to Common Incl Extra Items,442.0,488.5,511.0,538.3,550.6,550.6
NI to Common Excl. Extra Items,442.0,488.5,511.0,538.3,550.6,550.6
Revenue Per Share,$31.40,$31.88,$32.92,$30.87,$31.84,$31.84
Basic EPS,$3.97,$4.37,$4.56,$4.79,$4.89,$4.89
Basic EPS - Continuing Ops,$3.97,$4.37,$4.56,$4.79,$4.89,$4.89
Basic Weighted Average Shares Outst.,111.4,111.8,112.1,112.4,112.7,112.7
Diluted EPS,$3.95,$4.35,$4.54,$4.77,$4.87,$4.87
Diluted EPS - Continuing Ops,$3.95,$4.35,$4.54,$4.77,$4.87,$4.87
Diluted Weighted Average Shares Outst.,112.0,112.4,112.6,112.8,112.9,112.9
Normalized Basic EPS,$3.75,$4.13,$3.53,$2.85,$3.41,$3.41
Normalized Diluted EPS,$3.73,$4.11,$3.52,$2.84,$3.40,$3.40
Dividend Per Share,$2.53,$2.66,$2.82,$3.00,$3.18,$3.18
Payout Ratio,62.04%,59.33%,60.44%,61.24%,63.68%,63.68%
EBITDA,1421.0,1545.1,1474.4,1359.1,1530.7,1530.7
EBITA,914.0,1006.4,891.5,760.9,914.5,914.5
EBIT,856.0,934.4,823.5,694.9,844.5,844.5
EBITDAR,1437.0,,,,,
Effective Tax Rate,33.9%,33.7%,20.2%,NM,12.1%,12.1%
Normalized Net Income,417.8,462.0,396.0,320.4,384.2,384.2
Interest Capitalized,20.0,22.1,25.2,18.5,18.5,18.5
