Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9390.0,10116.0,11290.0,11503.0,11303.0,12202.0
Total Revenues,9390.0,10116.0,11290.0,11503.0,11303.0,12202.0
Cost Of Revenues,5627.0,6096.0,6732.0,7080.0,7329.0,7776.0
Gross Profit,3763.0,4020.0,4558.0,4423.0,3974.0,4426.0
Selling General & Admin Expenses,1518.0,1473.0,1873.0,1649.0,1589.0,1643.0
R&D Expenses,736.0,864.0,987.0,1001.0,907.0,881.0
Total Operating Expenses,2318.0,2412.0,2954.0,2763.0,2617.0,2651.0
Operating Income,1445.0,1608.0,1604.0,1660.0,1357.0,1775.0
Interest Expense,(159.0),(155.0),(191.0),(221.0),(276.0),(289.0)
Interest And Investment Income,32.0,45.0,38.0,21.0,15.0,12.0
Net Interest Expenses,(127.0),(110.0),(153.0),(200.0),(261.0),(277.0)
Currency Exchange Gains (Loss),(448.0),(101.0),(72.0),269.0,(145.0),59.0
Other Non Operating Income (Expenses),(117.0),(98.0),(118.0),(84.0),47.0,175.0
"EBT, Excl. Unusual Items",1037.0,1660.0,1651.0,1662.0,973.0,1701.0
"EBT, Incl. Unusual Items",3692.0,1657.0,1503.0,1216.0,623.0,1556.0
Income Tax Expense,(3.0),2154.0,437.0,256.0,111.0,349.0
Earnings From Continuing Operations,3695.0,(497.0),1066.0,960.0,512.0,1207.0
Net Income to Company,3695.0,(497.0),1066.0,960.0,512.0,1207.0
Net Income,3695.0,(497.0),1066.0,960.0,512.0,1207.0
Preferred Dividend and Other Adjustments,98.0,98.0,98.0,98.0,98.0,98.0
NI to Common Incl Extra Items,3597.0,(595.0),968.0,862.0,414.0,1109.0
NI to Common Excl. Extra Items,3597.0,(595.0),968.0,862.0,414.0,1109.0
Revenue Per Share,$9.21,$11.30,$13.84,$14.82,$14.85,$16.00
Basic EPS,$3.53,($0.66),$1.19,$1.11,$0.54,$1.45
Basic EPS - Continuing Ops,$3.53,($0.66),$1.19,$1.11,$0.54,$1.45
Basic Weighted Average Shares Outst.,1020.0,895.0,816.0,776.0,761.0,762.5
Diluted EPS,$3.23,($0.66),$1.13,$1.07,$0.54,$1.41
Diluted EPS - Continuing Ops,$3.23,($0.66),$1.13,$1.07,$0.54,$1.41
Diluted Weighted Average Shares Outst.,1144.0,895.0,941.0,899.0,772.0,806.5
Normalized Basic EPS,$0.64,$1.16,$1.26,$1.34,$0.80,$1.39
Normalized Diluted EPS,$0.57,$1.16,$1.10,$1.16,$0.79,$1.32
Dividend Per Share,$0.54,$0.62,$0.72,$0.80,$0.88,$0.90
Payout Ratio,17.46%,NM,64.26%,77.29%,153.71%,66.53%
EBITDA,2640.0,2766.0,2897.0,3163.0,2877.0,3275.0
EBITA,1509.0,1683.0,1698.0,1773.0,1478.0,1902.0
EBIT,1445.0,1608.0,1604.0,1660.0,1357.0,1775.0
EBITDAR,2745.0,2901.0,3053.0,3339.0,3077.0,
Effective Tax Rate,NM,130.0%,29.1%,21.1%,17.8%,22.4%
Normalized Net Income,648.1,1037.5,1031.9,1038.8,608.1,1063.1
Interest Capitalized,23.0,36.0,49.0,54.0,58.0,
Interest on Long-Term Debt,182.0,191.0,240.0,275.0,334.0,
R&D Expense From Footnotes,736.0,864.0,993.0,1031.0,1154.0,1115.0
Foreign Sales,6765.0,7112.0,7829.0,7896.0,8040.0,
