Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,37.92%,35.98%,32.64%,30.60%,0.00%
Total Revenues,37.92%,35.98%,32.64%,30.60%,0.00%
Cost Of Revenues,25.28%,24.57%,27.94%,23.91%,0.00%
Gross Profit,43.01%,40.01%,34.12%,32.61%,0.00%
Selling General & Admin Expenses,35.16%,35.60%,24.96%,23.27%,0.00%
R&D Expenses,32.35%,40.26%,41.33%,36.87%,0.00%
Total Operating Expenses,34.43%,36.79%,29.24%,27.15%,0.00%
Operating Income,-42.07%,-34.12%,,372.10%,0.00%
Interest Expense,(60.45%),-1.24%,-36.88%,-1.61%,0.00%
Interest And Investment Income,(48.59%),,,(28.74%),0.00%
Net Interest Expenses,(98.02%),(7.60%),,(69.55%),0.00%
Currency Exchange Gains (Loss),,,,"(2,269.70%)",0.00%
Other Non Operating Income (Expenses),,,(93.71%),21.10%,0.00%
"EBT, Excl. Unusual Items",-18.66%,-65.59%,,191.43%,0.00%
"EBT, Incl. Unusual Items",-72.37%,-65.59%,,122.05%,0.00%
Income Tax Expense,(10.18%),,"(4,441.50%)",,0.00%
Earnings From Continuing Operations,-71.79%,-77.15%,,(81.09%),0.00%
Net Income to Company,-71.79%,-77.15%,,(81.09%),0.00%
Net Income,-71.79%,-77.15%,,(81.09%),0.00%
NI to Common Incl Extra Items,-71.79%,-77.15%,,(81.09%),0.00%
NI to Common Excl. Extra Items,-71.79%,-77.15%,,(81.09%),0.00%
Revenue Per Share,32.64%,30.86%,26.50%,26.11%,0.00%
Basic EPS,-72.91%,-77.92%,,(81.74%),0.00%
Basic EPS - Continuing Ops,-72.91%,-77.92%,,(81.74%),0.00%
Basic Weighted Average Shares Outst.,4.04%,3.90%,4.85%,3.56%,0.00%
Diluted EPS,-72.91%,-77.92%,,(81.45%),0.00%
Diluted EPS - Continuing Ops,-72.91%,-77.92%,,(81.45%),0.00%
Diluted Weighted Average Shares Outst.,4.04%,3.90%,10.90%,2.66%,0.00%
Normalized Basic EPS,-21.87%,-66.55%,,175.54%,0.00%
Normalized Diluted EPS,-21.87%,-66.55%,,187.80%,0.00%
EBITDA,,116.61%,174.53%,81.91%,0.00%
EBITA,-53.47%,-61.01%,,217.50%,0.00%
EBIT,-42.07%,-34.12%,,372.10%,0.00%
EBITDAR,294.12%,,,72.58%,
Effective Tax Rate,,,,,0.00%
Normalized Net Income,-18.66%,-65.59%,,191.43%,0.00%
R&D Expense From Footnotes,32.35%,40.26%,41.33%,36.87%,0.00%
Foreign Sales,59.37%,39.84%,33.78%,31.56%,
