Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,37830.0,40021.0,41689.0,42873.0,15287.0,10953.0
Other Revenues,2312.0,2601.0,2852.0,2895.0,2050.0,1877.0
Total Revenues,40142.0,42622.0,44541.0,45768.0,17337.0,12830.0
Cost Of Revenues,26800.0,29430.0,32337.0,33208.0,22873.0,21171.0
Gross Profit,13342.0,13192.0,12204.0,12560.0,"(5,536.0)","(8,341.0)"
Selling General & Admin Expenses,1323.0,1477.0,1520.0,1602.0,513.0,279.0
Depreciation & Amortization,1525.0,1702.0,1839.0,1982.0,2040.0,1958.0
Other Operating Expense/(Income),4634.0,4910.0,5088.0,5087.0,2969.0,2415.0
Total Operating Expenses,7482.0,8089.0,8447.0,8671.0,5522.0,4652.0
Operating Income,5860.0,5103.0,3757.0,3889.0,"(11,058.0)","(12,993.0)"
Interest Expense,(991.0),"(1,053.0)","(1,056.0)","(1,095.0)","(1,227.0)","(1,341.0)"
Interest And Investment Income,63.0,94.0,118.0,127.0,41.0,24.0
Net Interest Expenses,(928.0),(959.0),(938.0),(968.0),"(1,186.0)","(1,317.0)"
Currency Exchange Gains (Loss),1.0,(4.0),(55.0),(32.0),(24.0),(24.0)
Other Non Operating Income (Expenses),(9.0),11.0,26.0,19.0,19.0,14.0
"EBT, Excl. Unusual Items",4924.0,4151.0,2790.0,2908.0,"(12,249.0)","(14,320.0)"
"EBT, Incl. Unusual Items",4152.0,3395.0,1884.0,2256.0,"(11,453.0)","(10,136.0)"
Income Tax Expense,1568.0,2113.0,472.0,570.0,"(2,568.0)","(2,242.0)"
Earnings From Continuing Operations,2584.0,1282.0,1412.0,1686.0,"(8,885.0)","(7,894.0)"
Net Income to Company,2584.0,1282.0,1412.0,1686.0,"(8,885.0)","(7,894.0)"
Net Income,2584.0,1282.0,1412.0,1686.0,"(8,885.0)","(7,894.0)"
NI to Common Incl Extra Items,2584.0,1282.0,1412.0,1686.0,"(8,885.0)","(7,894.0)"
NI to Common Excl. Extra Items,2584.0,1282.0,1412.0,1686.0,"(8,885.0)","(7,894.0)"
Revenue Per Share,$72.68,$87.13,$95.94,$103.23,$35.83,$23.93
Basic EPS,$4.68,$2.62,$3.04,$3.80,($18.36),($14.72)
Basic EPS - Continuing Ops,$4.68,$2.62,$3.04,$3.80,($18.36),($14.72)
Basic Weighted Average Shares Outst.,552.3,489.2,464.2,443.4,483.9,536.1
Diluted EPS,$4.65,$2.61,$3.03,$3.79,($18.36),($14.72)
Diluted EPS - Continuing Ops,$4.65,$2.61,$3.03,$3.79,($18.36),($14.72)
Diluted Weighted Average Shares Outst.,556.1,491.7,465.7,444.3,483.9,536.1
Normalized Basic EPS,$5.57,$5.30,$3.76,$4.10,($15.82),($16.69)
Normalized Diluted EPS,$5.53,$5.28,$3.74,$4.09,($15.82),($16.69)
Dividend Per Share,$0.40,$0.40,$0.40,$0.40,$0.10,$0.00
Payout Ratio,8.67%,15.44%,13.17%,10.56%,NM,NM
EBITDA,7678.0,7120.0,5916.0,6207.0,"(8,746.0)","(10,763.0)"
EBITA,5936.0,5147.0,3798.0,3930.0,"(11,017.0)","(12,952.0)"
EBIT,5860.0,5103.0,3757.0,3889.0,"(11,058.0)","(12,993.0)"
EBITDAR,10878.0,10158.0,9950.0,10556.0,"(5,160.0)",
Effective Tax Rate,37.8%,62.2%,25.1%,25.3%,NM,NM
Normalized Net Income,3077.5,2594.4,1743.8,1817.5,"(7,655.6)","(8,950.0)"
Interest on Long-Term Debt,991.0,1053.0,1056.0,1095.0,1227.0,
Foreign Sales,9843.0,10382.0,11103.0,11129.0,2753.0,
