Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,5.18%,4.36%,8.39%,6.71%,0.00%
Total Interest And Dividend Income,2.35%,1.64%,4.36%,3.72%,0.00%
Gain (Loss) on Sale of Investments,19.35%,,,(47.58%),0.00%
Other Revenues,5.00%,(4.76%),20.00%,(12.50%),0.00%
Total Revenues,5.19%,(5.67%),46.55%,(4.90%),0.00%
Policy Benefits,9.56%,2.88%,4.23%,13.53%,0.00%
Policy Acquisition / Underwriting Costs,4.61%,3.92%,8.61%,5.73%,0.00%
Other Operating Expenses,4.55%,(1.09%),19.78%,(3.67%),0.00%
Total Operating Expenses,7.96%,3.11%,5.80%,10.82%,0.00%
Operating Income,(9.48%),(61.17%),730.59%,(38.50%),0.00%
"Interest Expense, Total",0.00%,0.00%,0.00%,(1.89%),0.00%
"EBT, Excl. Unusual Items",(10.10%),(65.62%),884.86%,(39.36%),0.00%
"EBT, Incl. Unusual Items",(10.10%),(65.62%),884.86%,(39.36%),0.00%
Income Tax Expense,,-88.57%,,(40.42%),0.00%
Earnings From Continuing Operations,76.82%,(72.54%),595.82%,(39.11%),0.00%
Net Income to Company,76.82%,(72.54%),595.82%,(39.11%),0.00%
Net Income,76.82%,(72.54%),595.82%,(39.11%),0.00%
NI to Common Incl Extra Items,76.82%,(72.54%),595.82%,(39.11%),0.00%
NI to Common Excl. Extra Items,76.82%,(72.54%),595.82%,(39.11%),0.00%
Revenue Per Share,5.40%,(5.10%),46.56%,(3.71%),0.00%
Basic EPS,77.28%,(72.35%),595.26%,(38.37%),0.00%
Basic EPS - Continuing Ops,77.28%,(72.35%),595.26%,(38.37%),0.00%
Basic Weighted Average Shares Outst.,(0.18%),(0.61%),0.00%,(1.23%),0.00%
Diluted EPS,77.18%,(72.18%),591.43%,(38.10%),0.00%
Diluted EPS - Continuing Ops,77.18%,(72.18%),591.43%,(38.10%),0.00%
Diluted Weighted Average Shares Outst.,(0.30%),(0.90%),0.36%,(1.64%),0.00%
Normalized Basic EPS,(10.08%),(65.42%),886.14%,(38.63%),0.00%
Normalized Diluted EPS,(9.89%),(65.32%),885.05%,(38.37%),0.00%
Dividend Per Share,4.17%,6.00%,5.66%,7.14%,0.00%
Payout Ratio,(40.98%),283.09%,(84.82%),73.45%,0.00%
EBITDA,(8.21%),(56.21%),607.63%,(37.08%),0.00%
EBITA,(9.48%),(61.17%),730.59%,(38.50%),0.00%
EBIT,(9.48%),(61.17%),730.59%,(38.50%),0.00%
EBITDAR,,,,(37.02%),
Effective Tax Rate,,,,(1.77%),0.00%
Normalized Net Income,(10.10%),(65.62%),884.86%,(39.36%),0.00%
Interest on Long-Term Debt,,,,66.67%,
