Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,11.11%,16.29%,9.86%,(15.18%),
Total Interest Income,12.04%,16.35%,9.38%,(17.84%),
Interest On Deposits,44.88%,97.27%,61.59%,(67.62%),
Total Interest On Borrowings,30.32%,50.69%,10.97%,(60.35%),
Total Interest Expense,35.29%,67.70%,32.72%,(64.16%),
Net Interest Income,8.54%,6.73%,2.51%,(0.19%),(2.18%)
Service Charges On Deposits,4.20%,2.73%,(1.68%),(28.77%),(35.75%)
Trust Income,27.68%,(54.53%),(2.38%),(3.02%),(53.18%)
Total Mortgage Banking Activities,(38.27%),(9.71%),16.46%,64.13%,(2.73%)
Gain (Loss) on Sale of Invest. & Securities,(95.71%),,,535.42%,40.55%
Total Other Non Interest Income,9.08%,7.76%,7.42%,(3.76%),1.16%
Total Non Interest Income,6.65%,(10.41%),6.26%,1.18%,(13.57%)
Revenue Before Loan Losses,7.70%,(0.85%),4.01%,0.37%,(7.28%)
Provision For Loan Losses,1.85%,(7.48%),89.46%,310.74%,14.15%
Total Revenues,7.87%,(0.67%),1.80%,(14.56%),(9.21%)
Salaries And Other Employee Benefits,8.11%,3.85%,3.22%,0.46%,3.20%
Total Selling General & Admin Expenses,4.56%,1.33%,6.30%,(4.56%),(4.82%)
Total Other Non Interest Expense,17.14%,(11.31%),(1.41%),(7.59%),(10.99%)
Total Non Interest Expense,9.73%,(0.98%),2.70%,(2.62%),(2.00%)
"EBT, Excl. Unusual Items",4.51%,(0.07%),0.11%,(37.56%),(21.73%)
"EBT, Incl. Unusual Items",4.51%,(0.07%),0.11%,(37.56%),(21.73%)
Income Tax Expense,(91.96%),809.80%,(2.91%),(52.72%),(30.21%)
Earnings From Continuing Operations,35.21%,(15.40%),0.72%,(34.59%),(20.12%)
Earnings Of Discontinued Operations,,,4.95%,450.79%,
Net Income to Company,35.21%,(0.78%),1.35%,39.50%,67.31%
Minority Interest,-39.02%,-10.00%,(8.89%),-16.33%,-4.35%
Net Income,36.77%,(0.69%),1.28%,40.01%,67.96%
Preferred Dividend and Other Adjustments,18.26%,(8.42%),0.00%,2.68%,0.77%
Net Income to Common Incl Extra Items,37.98%,(0.26%),1.35%,41.91%,71.64%
Net Income to Common Excl. Extra Items,37.98%,(15.85%),0.68%,(37.07%),(21.40%)
Revenue Per Share,10.77%,2.31%,6.37%,(10.56%),(6.13%)
Basic EPS,41.77%,2.69%,5.91%,48.53%,77.46%
Basic EPS - Continuing Ops,41.77%,(13.37%),5.24%,(34.14%),(18.74%)
Basic Weighted Average Shares Outst.,(2.63%),(2.91%),(4.28%),(4.47%),(3.28%)
Diluted EPS,41.98%,3.32%,6.35%,49.14%,78.46%
Diluted EPS - Continuing Ops,41.98%,(12.86%),5.58%,(33.85%),(18.34%)
Diluted Weighted Average Shares Outst.,(2.80%),(3.29%),(4.68%),(4.69%),(3.45%)
Normalized Basic EPS,8.48%,3.07%,4.40%,(34.97%),(19.30%)
Normalized Diluted EPS,8.71%,3.44%,4.90%,(34.79%),(19.16%)
Dividend Per Share,22.64%,30.77%,23.53%,9.52%,4.55%
Payout Ratio,(13.53%),23.15%,14.55%,(25.96%),
Effective Tax Rate,(92.30%),809.45%,(3.04%),(24.29%),(10.83%)
Normalized Net Income,5.63%,0.07%,(0.01%),(37.87%),(21.94%)
Interest on Long-Term Debt,29.70%,52.00%,8.68%,(61.08%),
