Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9498.0,9256.0,9407.0,8877.0,8612.0,9158.0
Total Revenues,9498.0,9256.0,9407.0,8877.0,8612.0,9158.0
Cost Of Revenues,4963.0,4634.0,4556.0,4248.0,4345.0,4536.0
Gross Profit,4535.0,4622.0,4851.0,4629.0,4267.0,4622.0
Selling General & Admin Expenses,1132.0,1064.0,996.0,920.0,865.0,858.0
R&D Expenses,1519.0,1566.0,1700.0,1627.0,1686.0,1726.0
Other Operating Expense/(Income),,40.0,,(5.0),(4.0),(4.0)
Total Operating Expenses,4089.0,4095.0,4145.0,3977.0,3838.0,3670.0
Operating Income,446.0,527.0,706.0,652.0,429.0,952.0
Interest Expense,(408.0),(310.0),(273.0),(370.0),(362.0),(367.0)
Interest And Investment Income,11.0,27.0,48.0,57.0,13.0,10.0
Net Interest Expenses,(397.0),(283.0),(225.0),(313.0),(349.0),(357.0)
Currency Exchange Gains (Loss),(15.0),(30.0),(14.0),(15.0),(16.0),(19.0)
Other Non Operating Income (Expenses),(9.0),(28.0),,(1.0),18.0,20.0
"EBT, Excl. Unusual Items",36.0,239.0,526.0,324.0,78.0,592.0
"EBT, Incl. Unusual Items",(592.0),1789.0,2434.0,292.0,(3.0),412.0
Income Tax Expense,(851.0),(483.0),176.0,20.0,(83.0),(45.0)
Earnings From Continuing Operations,259.0,2272.0,2258.0,272.0,80.0,457.0
Net Income to Company,259.0,2272.0,2258.0,272.0,80.0,457.0
Minority Interest,(59.0),(57.0),(50.0),(29.0),(28.0),(31.0)
Net Income,200.0,2215.0,2208.0,243.0,52.0,426.0
NI to Common Incl Extra Items,200.0,2215.0,2208.0,243.0,52.0,426.0
NI to Common Excl. Extra Items,200.0,2215.0,2208.0,243.0,52.0,426.0
Revenue Per Share,$28.06,$27.33,$28.88,$31.47,$30.78,$32.81
Basic EPS,$0.59,$6.54,$6.78,$0.86,$0.19,$1.53
Basic EPS - Continuing Ops,$0.59,$6.54,$6.78,$0.86,$0.19,$1.53
Basic Weighted Average Shares Outst.,338.5,338.6,325.8,282.1,279.8,279.2
Diluted EPS,$0.58,$6.41,$6.72,$0.85,$0.18,$1.50
Diluted EPS - Continuing Ops,$0.58,$6.41,$6.72,$0.85,$0.18,$1.50
Diluted Weighted Average Shares Outst.,347.6,345.8,328.6,285.9,283.8,284.6
Normalized Basic EPS,($0.11),$0.27,$0.86,$0.62,$0.07,$1.21
Normalized Diluted EPS,($0.11),$0.27,$0.85,$0.61,$0.07,$1.19
Dividend Per Share,,,$0.50,$1.25,$1.50,$1.69
Payout Ratio,,,3.35%,131.28%,807.69%,98.59%
EBITDA,2538.0,2656.0,2685.0,2691.0,2375.0,2663.0
EBITA,1929.0,2045.0,2207.0,2173.0,1828.0,2117.0
EBIT,446.0,527.0,706.0,652.0,429.0,952.0
EBITDAR,2606.0,2719.0,2742.0,2750.0,2440.0,
Effective Tax Rate,NM,NM,7.2%,6.8%,NM,NM
Normalized Net Income,(36.5),92.4,278.8,173.5,20.8,339.0
Interest on Long-Term Debt,408.0,310.0,273.0,370.0,362.0,
R&D Expense From Footnotes,1560.0,1554.0,1700.0,1643.0,1725.0,1797.0
Foreign Sales,9213.0,8952.0,9058.0,8602.0,8390.0,
