Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,2178.0,2838.0,3305.0,3541.0,3085.0,2979.0
Total Interest Income,2632.0,3433.0,3949.0,4201.0,3647.0,3541.0
Interest On Deposits,102.0,180.0,391.0,585.0,197.0,(91.0)
Total Interest On Borrowings,161.0,251.0,369.0,403.0,226.0,226.0
Total Interest Expense,263.0,431.0,760.0,988.0,423.0,135.0
Net Interest Income,2369.0,3002.0,3189.0,3213.0,3224.0,3406.0
Service Charges On Deposits,324.0,353.0,364.0,372.0,301.0,283.0
Trust Income,123.0,156.0,171.0,178.0,189.0,194.0
Total Mortgage Banking Activities,128.0,131.0,108.0,167.0,366.0,408.0
Gain (Loss) on Sale of Assets,,,,14.0,5.0,5.0
Gain (Loss) on Sale of Invest. & Securities,0.0,(4.0),(17.0),(28.0),(5.0),(5.0)
Total Other Non Interest Income,529.0,615.0,644.0,692.0,689.0,699.0
Total Non Interest Income,1150.0,1307.0,1325.0,1450.0,1587.0,1621.0
Revenue Before Loan Losses,3519.0,4309.0,4514.0,4663.0,4811.0,5027.0
Provision For Loan Losses,191.0,201.0,235.0,287.0,1048.0,547.0
Total Revenues,3328.0,4108.0,4279.0,4376.0,3763.0,4480.0
Salaries And Other Employee Benefits,1207.0,1390.0,1481.0,1571.0,1615.0,1688.0
Amort. of Goodwill & Intang. Assets,30.0,56.0,53.0,49.0,41.0,40.0
Occupancy Expense,138.0,160.0,184.0,114.0,109.0,108.0
Total Selling General & Admin Expenses,570.0,654.0,649.0,728.0,783.0,812.0
Total Other Non Interest Expense,170.0,222.0,221.0,221.0,211.0,232.0
Total Non Interest Expense,2169.0,2560.0,2651.0,2717.0,2791.0,2911.0
"EBT, Excl. Unusual Items",1159.0,1548.0,1628.0,1659.0,972.0,1569.0
Legal Settlements,42.0,,,,,
"EBT, Incl. Unusual Items",920.0,1394.0,1628.0,1659.0,972.0,1548.0
Income Tax Expense,208.0,208.0,235.0,248.0,155.0,247.0
Earnings From Continuing Operations,712.0,1186.0,1393.0,1411.0,817.0,1301.0
Net Income to Company,712.0,1186.0,1393.0,1411.0,817.0,1301.0
Net Income,712.0,1186.0,1393.0,1411.0,817.0,1301.0
Preferred Dividend and Other Adjustments,65.0,76.0,70.0,74.0,100.0,113.0
Net Income to Common Incl Extra Items,647.0,1110.0,1323.0,1337.0,717.0,1188.0
Net Income to Common Excl. Extra Items,647.0,1110.0,1323.0,1337.0,717.0,1188.0
Revenue Per Share,$3.68,$3.79,$3.96,$4.21,$3.70,$4.40
Basic EPS,$0.72,$1.02,$1.22,$1.29,$0.70,$1.17
Basic EPS - Continuing Ops,$0.72,$1.02,$1.22,$1.29,$0.70,$1.17
Basic Weighted Average Shares Outst.,904.4,1084.7,1081.5,1038.8,1017.1,1017.1
Diluted EPS,$0.70,$1.00,$1.20,$1.27,$0.69,$1.14
Diluted EPS - Continuing Ops,$0.70,$1.00,$1.20,$1.27,$0.69,$1.14
Diluted Weighted Average Shares Outst.,918.8,1136.2,1106.0,1056.1,1032.7,1034.2
Normalized Basic EPS,$0.80,$0.89,$0.94,$1.00,$0.60,$0.96
Normalized Diluted EPS,$0.79,$0.85,$0.92,$0.98,$0.59,$0.95
Dividend Per Share,$0.29,$0.35,$0.50,$0.58,$0.60,$0.60
Payout Ratio,41.99%,35.83%,41.92%,47.55%,85.43%,
Effective Tax Rate,22.6%,14.9%,14.4%,14.9%,15.9%,16.0%
Normalized Net Income,724.4,967.5,1017.5,1036.9,607.5,980.6
Interest on Long-Term Debt,156.0,226.0,321.0,349.0,213.0,
