Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,19225.0,18531.0,18677.0,18780.0,18622.0,18622.0
Total Interest And Dividend Income,3278.0,3220.0,3442.0,3578.0,3638.0,3638.0
Gain (Loss) on Sale of Investments,(14.0),(151.0),(430.0),(135.0),(270.0),(270.0)
Other Revenues,70.0,67.0,69.0,84.0,157.0,157.0
Total Revenues,22559.0,21667.0,21758.0,22307.0,22147.0,22147.0
Policy Benefits,12919.0,12181.0,12000.0,11942.0,11796.0,11796.0
Policy Acquisition / Underwriting Costs,2509.0,2448.0,2565.0,2603.0,2530.0,2530.0
Selling General & Admin Expenses,2796.0,2780.0,2988.0,3089.0,3420.0,3420.0
Total Operating Expenses,18224.0,17409.0,17553.0,17634.0,17746.0,17746.0
Operating Income,4335.0,4258.0,4205.0,4673.0,4401.0,4401.0
"Interest Expense, Total",(268.0),(240.0),(222.0),(228.0),(242.0),(242.0)
"EBT, Excl. Unusual Items",4067.0,4018.0,3983.0,4445.0,4159.0,4159.0
"EBT, Incl. Unusual Items",4067.0,4018.0,3983.0,4445.0,4159.0,4159.0
Income Tax Expense,1408.0,(586.0),1063.0,1141.0,(619.0),(619.0)
Earnings From Continuing Operations,2659.0,4604.0,2920.0,3304.0,4778.0,4778.0
Net Income to Company,2659.0,4604.0,2920.0,3304.0,4778.0,4778.0
Net Income,2659.0,4604.0,2920.0,3304.0,4778.0,4778.0
NI to Common Incl Extra Items,2659.0,4604.0,2920.0,3304.0,4778.0,4778.0
NI to Common Excl. Extra Items,2659.0,4604.0,2920.0,3304.0,4778.0,4778.0
Revenue Per Share,$27.41,$27.36,$28.27,$30.05,$31.03,$31.03
Basic EPS,$3.23,$5.81,$3.79,$4.45,$6.69,$6.69
Basic EPS - Continuing Ops,$3.23,$5.81,$3.79,$4.45,$6.69,$6.69
Basic Weighted Average Shares Outst.,822.9,792.0,769.6,742.4,713.7,713.7
Diluted EPS,$3.21,$5.77,$3.77,$4.43,$6.67,$6.67
Diluted EPS - Continuing Ops,$3.21,$5.77,$3.77,$4.43,$6.67,$6.67
Diluted Weighted Average Shares Outst.,827.8,797.9,774.7,746.4,716.2,716.2
Normalized Basic EPS,$3.09,$3.17,$3.23,$3.74,$3.64,$3.64
Normalized Diluted EPS,$3.07,$3.15,$3.21,$3.72,$3.63,$3.63
Dividend Per Share,$0.83,$0.87,$1.04,$1.08,$1.12,$1.12
Payout Ratio,24.75%,14.36%,27.16%,23.34%,16.09%,16.09%
EBITDA,4389.0,4311.0,4254.0,4714.0,4442.0,4442.0
EBITA,4335.0,4258.0,4205.0,4673.0,4401.0,4401.0
EBIT,4335.0,4258.0,4205.0,4673.0,4401.0,4401.0
EBITDAR,4464.0,4386.0,4327.0,4768.0,4498.0,4498.0
Effective Tax Rate,34.6%,NM,26.7%,25.7%,NM,NM
Normalized Net Income,2541.9,2511.3,2489.4,2778.1,2599.4,2599.4
Foreign Earnings,3148.0,,,,,
Foreign Sales,15945.0,,,,,
