Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1.90%,3.53%,(5.96%),3.34%,0.00%
Total Revenues,1.90%,3.53%,(5.96%),3.34%,0.00%
Fuel & Purchased Power,(8.76%),9.66%,(3.15%),(4.68%),0.00%
Operations And Maintenance,1.87%,9.23%,(9.18%),1.84%,0.00%
Depreciation & Amortization,9.94%,9.03%,1.47%,3.97%,0.00%
Other Operating Expenses,11.14%,3.73%,16.76%,(12.75%),0.00%
Total Operating Expenses,(0.45%),9.00%,(3.19%),(1.22%),0.00%
Operating Income,9.16%,(11.87%),(15.61%),21.52%,0.00%
"Interest Expense, Total",(6.84%),(10.77%),-3.37%,(5.21%),0.00%
Interest and Investment Income,295.59%,147.27%,20.01%,17.66%,0.00%
Net Interest Expenses,(5.60%),(8.56%),-4.23%,(4.63%),0.00%
Allow. For Equity Funds Used For Const.,11.56%,11.29%,(39.92%),7.46%,0.00%
Allow. For Borrowed Funds Used For Const.,10.73%,13.87%,(26.42%),0.01%,0.00%
Other Non-Operating Inc. (Exp.),(24.64%),-92.32%,,,0.00%
"EBT, Excl. Unusual Items",10.10%,(13.69%),(18.20%),18.75%,0.00%
"EBT, Incl. Unusual Items",9.78%,(13.28%),(18.42%),19.59%,0.00%
Income Tax Expense,9.25%,(48.15%),,,0.00%
Earnings From Continuing Operations,10.06%,4.45%,5.14%,2.19%,0.00%
Net Income to Company,10.06%,4.45%,5.14%,2.19%,0.00%
Minority Interest,0.00%,0.00%,0.00%,0.00%,0.00%
Net Income,10.50%,4.62%,5.34%,2.27%,0.00%
NI to Common Incl Extra Items,10.50%,4.62%,5.34%,2.27%,0.00%
NI to Common Excl. Extra Items,10.50%,4.62%,5.34%,2.27%,0.00%
Revenue Per Share,1.52%,3.26%,(6.22%),3.13%,0.00%
Basic EPS,10.01%,4.29%,4.99%,2.02%,0.00%
Basic EPS - Continuing Ops,10.01%,4.29%,4.99%,2.02%,0.00%
Basic Weighted Average Shares Outst.,0.39%,0.26%,0.28%,0.20%,0.00%
Diluted EPS,10.13%,4.37%,5.07%,2.10%,0.00%
Diluted EPS - Continuing Ops,10.13%,4.37%,5.07%,2.10%,0.00%
Diluted Weighted Average Shares Outst.,0.29%,0.16%,0.18%,0.16%,0.00%
Normalized Basic EPS,10.15%,(14.48%),(19.27%),19.64%,0.00%
Normalized Diluted EPS,10.22%,(14.38%),(19.27%),19.77%,0.00%
Dividend Per Share,5.14%,6.11%,6.21%,5.92%,0.00%
Payout Ratio,(4.37%),1.88%,1.32%,3.98%,0.00%
EBITDA,8.73%,(4.57%),(7.82%),12.63%,0.00%
EBITA,10.11%,(11.42%),(14.64%),20.18%,0.00%
EBIT,9.16%,(11.87%),(15.61%),21.52%,0.00%
Effective Tax Rate,(0.48%),(40.22%),,,0.00%
Normalized Net Income,10.57%,(14.27%),(19.09%),19.89%,0.00%
Interest Capitalized,10.73%,13.87%,(26.42%),0.01%,
