Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,24.82%,10.62%,0.81%,(7.11%),0.00%
Total Revenues,24.82%,10.62%,0.81%,(7.11%),0.00%
Cost Of Revenues,25.44%,11.22%,0.53%,(4.94%),0.00%
Gross Profit,23.88%,9.69%,1.23%,(10.48%),0.00%
Selling General & Admin Expenses,21.34%,5.89%,1.30%,(0.60%),0.00%
R&D Expenses,64.55%,4.42%,1.06%,(2.09%),0.00%
Total Operating Expenses,26.07%,5.68%,1.27%,(0.81%),0.00%
Operating Income,19.34%,18.45%,1.16%,(29.35%),0.00%
Interest Expense,(17.14%),0.00%,-18.29%,(14.93%),0.00%
Interest And Investment Income,50.00%,33.33%,25.00%,40.00%,0.00%
Net Interest Expenses,(16.18%),-1.27%,-20.51%,(12.90%),0.00%
Other Non Operating Income (Expenses),0.00%,0.00%,(66.67%),,0.00%
"EBT, Excl. Unusual Items",19.86%,21.96%,3.27%,(32.81%),0.00%
"EBT, Incl. Unusual Items",37.06%,25.54%,(28.89%),(31.49%),0.00%
Income Tax Expense,70.00%,(73.53%),(58.33%),106.67%,0.00%
Earnings From Continuing Operations,26.92%,66.36%,(26.96%),(36.66%),0.00%
Net Income to Company,26.92%,66.36%,(26.96%),(36.66%),0.00%
Net Income,27.31%,65.86%,(26.96%),(36.66%),0.00%
NI to Common Incl Extra Items,27.31%,65.86%,(26.96%),(36.66%),0.00%
NI to Common Excl. Extra Items,27.31%,65.86%,(26.96%),(36.66%),0.00%
Revenue Per Share,24.48%,10.55%,0.70%,(7.16%),0.00%
Basic EPS,27.08%,65.97%,(26.95%),(36.76%),0.00%
Basic EPS - Continuing Ops,27.08%,65.97%,(26.95%),(36.76%),0.00%
Basic Weighted Average Shares Outst.,0.29%,0.08%,0.12%,0.07%,0.00%
Diluted EPS,26.21%,65.57%,(27.06%),(36.65%),0.00%
Diluted EPS - Continuing Ops,26.21%,65.57%,(27.06%),(36.65%),0.00%
Diluted Weighted Average Shares Outst.,0.45%,0.15%,0.04%,(0.05%),0.00%
Normalized Basic EPS,19.78%,21.38%,3.36%,(32.82%),0.00%
Normalized Diluted EPS,19.78%,21.16%,3.15%,(32.88%),0.00%
Dividend Per Share,16.13%,16.67%,14.29%,8.33%,0.00%
Payout Ratio,(8.83%),(29.50%),56.70%,70.58%,0.00%
EBITDA,27.79%,16.46%,0.42%,(22.06%),0.00%
EBITA,28.18%,17.87%,0.48%,(25.15%),0.00%
EBIT,19.34%,18.45%,1.16%,(29.35%),0.00%
EBITDAR,26.29%,16.40%,2.62%,(20.17%),
Effective Tax Rate,24.03%,(78.91%),(41.37%),201.30%,0.00%
Normalized Net Income,20.24%,21.57%,3.27%,(32.81%),0.00%
R&D Expense From Footnotes,64.55%,4.42%,1.06%,3.14%,0.00%
Foreign Sales,15.89%,9.31%,(3.16%),(4.30%),
