Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5762.0,6641.0,8047.0,9351.0,8530.0,8530.0
Total Revenues,5762.0,6641.0,8047.0,9351.0,8530.0,8530.0
Cost Of Revenues,3324.0,3790.0,4617.0,5606.0,5298.0,5298.0
Gross Profit,2438.0,2851.0,3430.0,3745.0,3232.0,3232.0
Selling General & Admin Expenses,719.0,903.0,1038.0,1092.0,979.0,979.0
Depreciation & Amortization,255.0,259.0,308.0,407.0,357.0,357.0
Total Operating Expenses,974.0,1162.0,1346.0,1499.0,1336.0,1336.0
Operating Income,1464.0,1689.0,2084.0,2246.0,1896.0,1896.0
Interest Expense,(410.0),(410.0),(481.0),(587.0),(486.0),(486.0)
Net Interest Expenses,(410.0),(410.0),(481.0),(587.0),(486.0),(486.0)
Other Non Operating Income (Expenses),5.0,5.0,6.0,10.0,8.0,8.0
"EBT, Excl. Unusual Items",1059.0,1284.0,1609.0,1669.0,1418.0,1418.0
"EBT, Incl. Unusual Items",909.0,1048.0,1476.0,1514.0,1139.0,1139.0
Income Tax Expense,343.0,(298.0),380.0,340.0,249.0,249.0
Earnings From Continuing Operations,566.0,1346.0,1096.0,1174.0,890.0,890.0
Net Income to Company,566.0,1346.0,1096.0,1174.0,890.0,890.0
Net Income,566.0,1346.0,1096.0,1174.0,890.0,890.0
NI to Common Incl Extra Items,566.0,1346.0,1096.0,1174.0,890.0,890.0
NI to Common Excl. Extra Items,566.0,1346.0,1096.0,1174.0,890.0,890.0
Revenue Per Share,$66.07,$78.50,$97.36,$120.91,$117.40,$117.40
Basic EPS,$6.49,$15.91,$13.26,$15.18,$12.25,$12.25
Basic EPS - Continuing Ops,$6.49,$15.91,$13.26,$15.18,$12.25,$12.25
Basic Weighted Average Shares Outst.,87.2,84.6,82.7,77.3,72.7,72.7
Diluted EPS,$6.45,$15.73,$13.12,$15.11,$12.20,$12.20
Diluted EPS - Continuing Ops,$6.45,$15.73,$13.12,$15.11,$12.20,$12.20
Diluted Weighted Average Shares Outst.,87.8,85.6,83.5,77.7,72.9,72.9
Normalized Basic EPS,$7.59,$9.49,$12.17,$13.49,$12.20,$12.20
Normalized Diluted EPS,$7.54,$9.38,$12.04,$13.42,$12.15,$12.15
EBITDA,1719.0,1948.0,2392.0,2653.0,2283.0,2283.0
EBITA,1638.0,1862.0,2297.0,2536.0,2146.0,2146.0
EBIT,1464.0,1689.0,2084.0,2246.0,1896.0,1896.0
EBITDAR,1868.0,2202.0,2692.0,2892.0,2526.0,2526.0
Effective Tax Rate,37.7%,NM,25.7%,22.5%,21.9%,21.9%
Normalized Net Income,661.9,802.5,1005.6,1043.1,886.3,886.3
Interest on Long-Term Debt,,,,6.0,5.0,5.0
Foreign Sales,510.0,565.0,660.0,817.0,733.0,733.0
