Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7499.0,8031.0,8686.0,8201.0,7719.0,7719.0
Total Revenues,7499.0,8031.0,8686.0,8201.0,7719.0,7719.0
Cost Of Revenues,3317.0,3876.0,4351.0,3502.0,2939.0,2939.0
Gross Profit,4182.0,4155.0,4335.0,4699.0,4780.0,4780.0
Selling General & Admin Expenses,716.0,656.0,594.0,533.0,477.0,477.0
Depreciation & Amortization,1763.0,1736.0,1725.0,1714.0,1721.0,1721.0
Other Operating Expense/(Income),80.0,83.0,62.0,8.0,22.0,22.0
Total Operating Expenses,2559.0,2475.0,2381.0,2255.0,2220.0,2220.0
Operating Income,1623.0,1680.0,1954.0,2444.0,2560.0,2560.0
Interest Expense,"(1,179.0)","(1,083.0)","(1,112.0)","(1,186.0)","(1,172.0)","(1,172.0)"
Interest And Investment Income,63.0,282.0,219.0,107.0,8.0,8.0
Net Interest Expenses,"(1,116.0)",(801.0),(893.0),"(1,079.0)","(1,164.0)","(1,164.0)"
Currency Exchange Gains (Loss),(10.0),,,,,
Other Non Operating Income (Expenses),79.0,(664.0),117.0,37.0,(8.0),(8.0)
"EBT, Excl. Unusual Items",973.0,649.0,1574.0,1777.0,1716.0,1716.0
"EBT, Incl. Unusual Items",(375.0),535.0,331.0,1064.0,277.0,277.0
Income Tax Expense,(25.0),"(1,974.0)",138.0,335.0,79.0,79.0
Earnings From Continuing Operations,(350.0),2509.0,193.0,729.0,198.0,198.0
Earnings Of Discontinued Operations,,,,(15.0),,
Net Income to Company,(350.0),2509.0,193.0,714.0,198.0,198.0
Minority Interest,(74.0),(335.0),(348.0),136.0,13.0,13.0
Net Income,(424.0),2174.0,(155.0),850.0,211.0,211.0
Preferred Dividend and Other Adjustments,,,1.0,3.0,3.0,3.0
NI to Common Incl Extra Items,(424.0),2174.0,(156.0),847.0,208.0,208.0
NI to Common Excl. Extra Items,(424.0),2174.0,(156.0),862.0,208.0,208.0
Revenue Per Share,$9.99,$9.72,$8.92,$6.77,$6.36,$6.36
Basic EPS,($0.56),$2.63,($0.16),$0.70,$0.17,$0.17
Basic EPS - Continuing Ops,($0.56),$2.63,($0.16),$0.71,$0.17,$0.17
Basic Weighted Average Shares Outst.,750.7,826.2,973.6,1212.0,1213.6,1213.6
Diluted EPS,($0.57),$2.62,($0.16),$0.70,$0.17,$0.17
Diluted EPS - Continuing Ops,($0.57),$2.62,($0.16),$0.71,$0.17,$0.17
Diluted Weighted Average Shares Outst.,750.7,828.5,973.6,1214.0,1215.2,1215.2
Normalized Basic EPS,$0.71,$0.09,$0.65,$1.03,$0.89,$0.89
Normalized Diluted EPS,$0.71,$0.09,$0.65,$1.03,$0.89,$0.89
Dividend Per Share,$1.68,$1.20,$1.36,$1.52,$1.60,$1.60
Payout Ratio,NM,45.63%,NM,216.71%,919.91%,919.91%
EBITDA,3386.0,3416.0,3679.0,4158.0,4281.0,4281.0
EBITA,1979.0,2027.0,2287.0,2768.0,2888.0,2888.0
EBIT,1623.0,1680.0,1954.0,2444.0,2560.0,2560.0
EBITDAR,3450.0,3478.0,3752.0,4223.0,4336.0,4336.0
Effective Tax Rate,NM,NM,41.7%,31.5%,28.5%,28.5%
Normalized Net Income,534.1,70.6,635.8,1246.6,1085.5,1085.5
Interest Capitalized,38.0,33.0,48.0,32.0,20.0,20.0
Interest on Long-Term Debt,1217.0,1116.0,1160.0,1218.0,1192.0,1192.0
