Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,9.95%,12.39%,6.52%,6.21%,7.00%
Total Interest And Dividend Income,23.55%,34.51%,37.06%,(20.36%),(13.92%)
Non-Insurance Activities Revenues,(1.10%),12.27%,6.74%,8.06%,6.57%
Other Revenues,15.72%,12.18%,10.42%,5.50%,6.66%
Total Revenues,8.83%,12.47%,7.03%,6.19%,6.76%
Policy Benefits,11.11%,11.82%,7.59%,1.89%,3.03%
Depreciation & Amortization,9.25%,8.15%,12.03%,6.29%,4.35%
Selling General & Admin Expenses,4.07%,15.28%,3.28%,18.50%,14.23%
Non-Insurance Activities Expenses,(1.25%),11.97%,4.14%,9.35%,7.76%
Total Operating Expenses,8.17%,12.34%,6.49%,5.51%,5.45%
Operating Income,17.63%,14.04%,13.50%,13.82%,21.66%
"Interest Expense, Total",(11.15%),(18.04%),(21.71%),-2.41%,-6.78%
"EBT, Excl. Unusual Items",18.21%,13.70%,12.78%,15.36%,24.39%
"EBT, Incl. Unusual Items",18.21%,13.70%,12.78%,15.36%,24.39%
Income Tax Expense,(33.19%),11.31%,5.05%,32.90%,32.37%
Earnings From Continuing Operations,53.02%,14.40%,15.00%,10.75%,22.16%
Net Income to Company,53.02%,14.40%,15.00%,10.75%,22.16%
Minority Interest,(373.21%),(49.43%),(1.01%),-8.50%,(1.53%)
Net Income,50.46%,13.53%,15.46%,11.30%,22.75%
NI to Common Incl Extra Items,50.46%,13.53%,15.46%,11.30%,22.75%
NI to Common Excl. Extra Items,50.46%,13.53%,15.46%,11.30%,22.75%
Revenue Per Share,7.47%,12.59%,8.38%,6.41%,6.87%
Basic EPS,48.61%,13.67%,16.88%,11.55%,22.88%
Basic EPS - Continuing Ops,48.61%,13.67%,16.88%,11.55%,22.88%
Basic Weighted Average Shares Outst.,1.26%,(0.10%),(1.25%),(0.21%),(0.11%)
Diluted EPS,47.86%,13.71%,17.56%,11.86%,23.08%
Diluted EPS - Continuing Ops,47.86%,13.71%,17.56%,11.86%,23.08%
Diluted Weighted Average Shares Outst.,1.76%,(0.20%),(1.73%),(0.52%),(0.31%)
Normalized Basic EPS,14.06%,12.66%,14.65%,16.45%,25.35%
Normalized Diluted EPS,13.54%,12.80%,15.31%,16.84%,25.61%
Dividend Per Share,20.80%,19.79%,20.00%,16.67%,15.74%
Payout Ratio,(18.48%),5.48%,2.57%,4.75%,(5.70%)
EBITDA,16.50%,13.38%,13.14%,12.90%,19.73%
EBITA,16.60%,13.27%,13.39%,13.63%,21.24%
EBIT,17.63%,14.04%,13.50%,13.82%,21.66%
EBITDAR,16.51%,13.07%,13.89%,12.78%,
Effective Tax Rate,(43.49%),(2.10%),(6.85%),15.21%,6.41%
Normalized Net Income,15.51%,12.58%,13.26%,16.24%,25.22%
Foreign Sales,29.30%,12.47%,7.03%,(20.36%),
