Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,78210.0,77424.0,77992.0,75745.0,72488.0,72747.0
Other Revenues,1709.0,1715.0,1599.0,1402.0,1133.0,1035.0
Total Revenues,79919.0,79139.0,79591.0,77147.0,73621.0,73782.0
Cost Of Revenues,41402.0,42196.0,42654.0,40658.0,38046.0,37923.0
Gross Profit,38517.0,36943.0,36937.0,36489.0,35575.0,35859.0
Selling General & Admin Expenses,20225.0,21137.0,19366.0,20382.0,21242.0,20482.0
R&D Expenses,5726.0,5590.0,5379.0,5936.0,6333.0,6338.0
Other Operating Expense/(Income),"(1,604.0)","(1,466.0)","(1,026.0)",(614.0),(584.0),(615.0)
Total Operating Expenses,24347.0,25261.0,23719.0,25704.0,26991.0,26205.0
Operating Income,14170.0,11682.0,13218.0,10785.0,8584.0,9654.0
Interest Expense,(630.0),(615.0),(723.0),"(1,344.0)","(1,288.0)","(1,242.0)"
Interest And Investment Income,108.0,,,349.0,105.0,105.0
Net Interest Expenses,(522.0),(615.0),(723.0),(995.0),"(1,183.0)","(1,137.0)"
Currency Exchange Gains (Loss),(144.0),,(434.0),265.0,(12.0),(12.0)
Other Non Operating Income (Expenses),(79.0),333.0,(719.0),953.0,(473.0),(576.0)
"EBT, Excl. Unusual Items",13425.0,11400.0,11342.0,11008.0,6916.0,7929.0
"EBT, Incl. Unusual Items",12330.0,11400.0,11342.0,10166.0,4637.0,5592.0
Income Tax Expense,449.0,5642.0,2619.0,731.0,(864.0),311.0
Earnings From Continuing Operations,11881.0,5758.0,8723.0,9435.0,5501.0,5281.0
Earnings Of Discontinued Operations,(9.0),(5.0),5.0,(4.0),89.0,89.0
Net Income to Company,11872.0,5753.0,8728.0,9431.0,5590.0,5370.0
Net Income,11872.0,5753.0,8728.0,9431.0,5590.0,5370.0
NI to Common Incl Extra Items,11872.0,5753.0,8728.0,9431.0,5590.0,5370.0
NI to Common Excl. Extra Items,11881.0,5758.0,8723.0,9435.0,5501.0,5281.0
Revenue Per Share,$83.65,$84.84,$87.27,$86.95,$82.69,$82.74
Basic EPS,$12.43,$6.17,$9.57,$10.63,$6.28,$6.02
Basic EPS - Continuing Ops,$12.44,$6.17,$9.56,$10.63,$6.18,$5.92
Basic Weighted Average Shares Outst.,955.4,932.8,912.0,887.2,890.3,891.7
Diluted EPS,$12.38,$6.14,$9.52,$10.57,$6.23,$5.98
Diluted EPS - Continuing Ops,$12.39,$6.14,$9.51,$10.57,$6.13,$5.88
Diluted Weighted Average Shares Outst.,958.7,937.4,916.3,892.8,896.6,898.2
Normalized Basic EPS,$8.78,$7.64,$7.77,$7.75,$4.85,$5.56
Normalized Diluted EPS,$8.75,$7.60,$7.74,$7.71,$4.82,$5.52
Dividend Per Share,$5.50,$5.90,$6.21,$6.43,$6.51,$6.52
Payout Ratio,44.27%,95.71%,64.92%,60.51%,103.70%,108.27%
EBITDA,18551.0,16223.0,17698.0,16844.0,15279.0,16386.0
EBITA,15714.0,13202.0,14571.0,12635.0,11052.0,12122.0
EBIT,14170.0,11682.0,13218.0,10785.0,8584.0,9654.0
EBITDAR,,,,19037.0,17347.0,
Effective Tax Rate,3.6%,49.5%,23.1%,7.2%,NM,5.6%
Normalized Net Income,8390.6,7125.0,7088.8,6880.0,4322.5,4955.6
Interest Capitalized,2.0,5.0,3.0,5.0,6.0,
R&D Expense From Footnotes,5726.0,5590.0,5379.0,5989.0,6333.0,6338.0
Foreign Sales,49725.0,49380.0,50513.0,77147.0,73621.0,
