Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8920.9,12173.9,12593.2,10164.4,8542.2,8542.2
Total Revenues,8920.9,12173.9,12593.2,10164.4,8542.2,8542.2
Cost Of Revenues,6496.1,9538.0,9422.7,6788.0,5110.1,5110.1
Gross Profit,2424.8,2635.9,3170.5,3376.3,3432.1,3432.1
Selling General & Admin Expenses,668.3,737.9,819.9,876.4,779.6,779.6
Depreciation & Amortization,391.6,406.3,428.6,476.5,578.7,578.7
Other Operating Expense/(Income),88.8,98.4,103.9,119.2,125.0,125.0
Total Operating Expenses,1148.8,1242.6,1352.4,1472.1,1483.3,1483.3
Operating Income,1276.0,1393.2,1818.1,1904.2,1948.8,1948.8
Interest Expense,(469.7),(485.7),(469.6),(491.8),(712.9),(712.9)
Net Interest Expenses,(469.7),(485.7),(469.6),(491.8),(712.9),(712.9)
Other Non Operating Income (Expenses),2.2,(6.7),10.4,89.3,44.5,44.5
"EBT, Excl. Unusual Items",948.3,1060.1,1517.3,1656.3,1423.6,1423.6
"EBT, Incl. Unusual Items",958.0,1040.8,1517.9,1651.0,802.3,802.3
Income Tax Expense,212.4,447.3,362.9,372.4,189.5,189.5
Earnings From Continuing Operations,745.6,593.5,1155.0,1278.6,612.8,612.8
Earnings Of Discontinued Operations,(2.1),,,,,
Net Income to Company,743.5,593.5,1155.0,1278.6,612.8,612.8
Minority Interest,(391.5),(205.7),(3.3),,,
Net Income,352.0,387.8,1151.7,1278.6,612.8,612.8
Preferred Dividend and Other Adjustments,,0.8,1.1,1.1,1.1,1.1
NI to Common Incl Extra Items,352.0,387.1,1150.6,1277.5,611.7,611.7
NI to Common Excl. Extra Items,354.1,387.1,1150.6,1277.5,611.7,611.7
Revenue Per Share,$42.25,$40.92,$30.60,$24.58,$19.81,$19.81
Basic EPS,$1.67,$1.30,$2.80,$3.09,$1.42,$1.42
Basic EPS - Continuing Ops,$1.68,$1.30,$2.80,$3.09,$1.42,$1.42
Basic Weighted Average Shares Outst.,211.1,297.5,411.5,413.6,431.1,431.1
Diluted EPS,$1.66,$1.29,$2.78,$3.07,$1.42,$1.42
Diluted EPS - Continuing Ops,$1.67,$1.29,$2.78,$3.07,$1.42,$1.42
Diluted Weighted Average Shares Outst.,212.4,299.8,414.2,415.4,431.8,431.8
Normalized Basic EPS,$0.95,$1.54,$2.30,$2.50,$2.06,$2.06
Normalized Diluted EPS,$0.95,$1.52,$2.28,$2.49,$2.06,$2.06
Dividend Per Share,$2.46,$2.88,$3.34,$3.61,$3.74,$3.74
Payout Ratio,147.03%,213.85%,115.92%,114.00%,261.97%,261.97%
EBITDA,1667.6,1799.5,2246.7,2380.7,2527.5,2527.5
EBITA,1287.9,1405.1,1830.0,1916.1,1959.6,1959.6
EBIT,1276.0,1393.2,1818.1,1904.2,1948.8,1948.8
EBITDAR,,,,2387.5,2544.6,2544.6
Effective Tax Rate,22.2%,43.0%,23.9%,22.6%,23.6%,23.6%
Normalized Net Income,201.2,456.9,945.0,1035.2,889.8,889.8
Interest Capitalized,10.6,5.5,28.1,107.3,75.4,75.4
Interest on Long-Term Debt,,,,110.0,78.0,78.0
