Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1391.0,1918.5,2608.8,3460.4,4519.5,4519.5
Total Revenues,1391.0,1918.5,2608.8,3460.4,4519.5,4519.5
Cost Of Revenues,399.0,499.9,622.7,796.6,987.1,987.1
Gross Profit,992.0,1418.6,1986.2,2663.8,3532.4,3532.4
Selling General & Admin Expenses,817.9,1105.5,1499.1,1873.3,2309.2,2309.2
R&D Expenses,285.2,377.5,529.5,748.4,1024.3,1024.3
Total Operating Expenses,1103.2,1483.0,2028.6,2621.7,3333.5,3333.5
Operating Income,(111.2),(64.4),(42.4),42.1,198.9,198.9
Interest Expense,(33.3),(53.4),(52.7),(33.3),(32.7),(32.7)
Interest And Investment Income,8.5,4.4,,55.4,39.5,39.5
Net Interest Expenses,(24.8),(49.0),(52.7),22.1,6.7,6.7
Currency Exchange Gains (Loss),(3.3),,,(0.6),(14.1),(14.1)
Other Non Operating Income (Expenses),(0.2),,56.1,3.5,4.3,4.3
"EBT, Excl. Unusual Items",(139.4),(113.4),(39.0),67.2,195.8,195.8
"EBT, Incl. Unusual Items",(410.4),(113.4),(39.0),67.2,149.2,149.2
Income Tax Expense,3.8,3.4,(12.3),(559.5),30.7,30.7
Earnings From Continuing Operations,(414.2),(116.8),(26.7),626.7,118.5,118.5
Net Income to Company,(414.2),(116.8),(26.7),626.7,118.5,118.5
Net Income,(414.2),(116.8),(26.7),626.7,118.5,118.5
NI to Common Incl Extra Items,(414.2),(116.8),(26.7),626.7,118.5,118.5
NI to Common Excl. Extra Items,(414.2),(116.8),(26.7),626.7,118.5,118.5
Revenue Per Share,$8.45,$11.21,$14.67,$18.56,$23.41,$23.41
Basic EPS,($2.52),($0.68),($0.15),$3.36,$0.61,$0.61
Basic EPS - Continuing Ops,($2.52),($0.68),($0.15),$3.36,$0.61,$0.61
Basic Weighted Average Shares Outst.,164.5,171.2,177.8,186.5,193.1,193.1
Diluted EPS,($2.52),($0.68),($0.15),$3.18,$0.59,$0.59
Diluted EPS - Continuing Ops,($2.52),($0.68),($0.15),$3.18,$0.59,$0.59
Diluted Weighted Average Shares Outst.,164.5,171.2,177.8,197.2,202.5,202.5
Normalized Basic EPS,($0.53),($0.41),($0.14),$0.23,$0.63,$0.63
Normalized Diluted EPS,($0.53),($0.41),($0.14),$0.21,$0.60,$0.60
EBITDA,(28.1),49.5,107.2,294.2,535.2,535.2
EBITA,(96.1),(44.7),(17.4),77.1,244.9,244.9
EBIT,(111.2),(64.4),(42.4),42.1,198.9,198.9
EBITDAR,23.4,92.3,,358.2,618.2,618.2
Effective Tax Rate,NM,NM,NM,NM,20.6%,20.6%
Normalized Net Income,(87.1),(70.9),(24.4),42.0,122.4,122.4
R&D Expense From Footnotes,285.2,377.5,529.5,748.4,1024.3,1024.3
Foreign Sales,442.9,705.9,987.1,1320.5,1737.2,1737.2
