Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,15.97%,19.63%,12.93%,(9.37%),0.00%
Total Revenues,15.97%,19.63%,12.93%,(9.37%),0.00%
Gross Profit,15.97%,19.63%,12.93%,(9.37%),0.00%
Selling General & Admin Expenses,16.04%,15.63%,10.23%,(2.02%),0.00%
Depreciation & Amortization,16.89%,5.28%,13.73%,11.11%,0.00%
Total Operating Expenses,16.11%,14.84%,10.47%,(1.07%),0.00%
Operating Income,15.86%,23.63%,14.84%,(15.57%),0.00%
Interest Expense,(62.11%),(20.78%),(20.43%),(69.64%),0.00%
Interest And Investment Income,30.23%,117.86%,(20.49%),(75.26%),0.00%
Net Interest Expenses,(88.46%),-34.69%,(98.44%),(180.31%),0.00%
Other Non Operating Income (Expenses),-88.71%,(214.29%),,,0.00%
"EBT, Excl. Unusual Items",16.33%,24.28%,14.79%,(18.41%),0.00%
"EBT, Incl. Unusual Items",15.52%,10.46%,35.08%,(20.25%),0.00%
Income Tax Expense,64.27%,(48.41%),19.93%,(16.37%),0.00%
Earnings From Continuing Operations,(3.55%),49.66%,38.56%,(21.03%),0.00%
Net Income to Company,(3.55%),49.66%,38.56%,(21.03%),0.00%
Net Income,(3.55%),49.66%,38.56%,(21.03%),0.00%
NI to Common Incl Extra Items,(3.55%),49.66%,38.56%,(21.03%),0.00%
NI to Common Excl. Extra Items,(3.55%),49.66%,38.56%,(21.03%),0.00%
Revenue Per Share,19.39%,22.64%,15.60%,(8.01%),0.00%
Basic EPS,(0.83%),53.36%,41.78%,(19.82%),0.00%
Basic EPS - Continuing Ops,(0.83%),53.36%,41.78%,(19.82%),0.00%
Basic Weighted Average Shares Outst.,(2.82%),(2.44%),(2.31%),(1.47%),0.00%
Diluted EPS,(1.08%),53.42%,41.79%,(19.77%),0.00%
Diluted EPS - Continuing Ops,(1.08%),53.42%,41.79%,(19.77%),0.00%
Diluted Weighted Average Shares Outst.,(2.63%),(2.33%),(2.39%),(1.57%),0.00%
Normalized Basic EPS,19.72%,27.29%,17.55%,(17.23%),0.00%
Normalized Diluted EPS,19.53%,27.21%,17.68%,(17.13%),0.00%
Dividend Per Share,15.19%,18.68%,28.70%,17.99%,0.00%
Payout Ratio,16.69%,(25.94%),(7.03%),51.09%,0.00%
EBITDA,15.94%,22.51%,14.78%,(14.20%),0.00%
EBITA,15.79%,22.76%,14.81%,(14.94%),0.00%
EBIT,15.86%,23.63%,14.84%,(15.57%),0.00%
EBITDAR,16.02%,22.41%,,,
Effective Tax Rate,42.20%,(53.29%),(11.22%),4.85%,0.00%
Normalized Net Income,16.33%,24.28%,14.79%,(18.41%),0.00%
Foreign Sales,,84.04%,12.93%,(9.37%),
