Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5250.4,5266.8,5800.3,6074.4,5109.0,5000.7
Total Revenues,5250.4,5266.8,5800.3,6074.4,5109.0,5000.7
Cost Of Revenues,3089.7,3103.0,3389.3,3549.3,3096.4,3040.8
Gross Profit,2160.7,2163.8,2411.0,2525.1,2012.6,1959.9
Selling General & Admin Expenses,1606.2,1646.5,1810.6,1958.3,1666.0,1646.2
Total Operating Expenses,1607.5,1648.1,1812.3,1959.7,1667.3,1647.7
Operating Income,553.2,515.7,598.7,565.5,345.4,312.2
Interest And Investment Income,0.9,1.8,4.4,60.0,76.5,87.6
Net Interest Expenses,0.9,1.8,4.4,60.0,76.5,87.6
"EBT, Excl. Unusual Items",554.1,517.5,603.1,625.5,421.9,399.8
"EBT, Incl. Unusual Items",554.1,517.5,591.6,625.5,421.9,440.2
Income Tax Expense,210.7,226.9,157.3,171.1,115.6,113.3
Earnings From Continuing Operations,343.4,290.6,434.3,454.4,306.3,327.0
Net Income to Company,343.4,290.6,434.3,454.4,306.3,327.0
Net Income,343.4,290.6,434.3,454.4,306.3,327.0
NI to Common Incl Extra Items,343.4,290.6,434.3,454.4,306.3,327.0
NI to Common Excl. Extra Items,343.4,290.6,434.3,454.4,306.3,327.0
Revenue Per Share,$41.02,$42.42,$48.13,$52.52,$45.32,$44.53
Basic EPS,$2.68,$2.34,$3.60,$3.93,$2.72,$2.91
Basic EPS - Continuing Ops,$2.68,$2.34,$3.60,$3.93,$2.72,$2.91
Basic Weighted Average Shares Outst.,128.0,124.2,120.5,115.7,112.7,112.3
Diluted EPS,$2.67,$2.33,$3.57,$3.90,$2.70,$2.89
Diluted EPS - Continuing Ops,$2.67,$2.33,$3.57,$3.90,$2.70,$2.89
Diluted Weighted Average Shares Outst.,128.8,124.9,121.6,116.4,113.3,113.0
Normalized Basic EPS,$2.71,$2.61,$3.13,$3.38,$2.34,$2.23
Normalized Diluted EPS,$2.69,$2.59,$3.10,$3.36,$2.33,$2.21
Dividend Per Share,$0.88,$0.96,$1.12,$1.24,$1.36,$1.40
Payout Ratio,33.25%,41.64%,31.41%,32.05%,50.91%,
EBITDA,617.5,581.2,664.7,631.1,408.9,375.4
EBITA,554.5,517.3,600.4,566.8,346.6,312.2
EBIT,553.2,515.7,598.7,565.5,345.4,312.2
EBITDAR,704.8,668.7,754.1,708.8,490.4,
Effective Tax Rate,38.0%,43.9%,26.6%,27.4%,27.4%,25.7%
Normalized Net Income,346.3,323.4,376.9,390.9,263.7,249.9
Foreign Sales,1029.9,1145.1,1366.5,1365.7,1124.3,
