Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9387.7,10041.5,10040.9,10299.4,10153.6,10153.6
Total Revenues,9387.7,10041.5,10040.9,10299.4,10153.6,10153.6
Cost Of Revenues,5764.0,6214.6,6150.0,6218.4,6025.3,6025.3
Gross Profit,3623.7,3826.9,3890.9,4081.0,4128.3,4128.3
Selling General & Admin Expenses,969.8,1057.4,1059.5,1188.2,1139.0,1139.0
Depreciation & Amortization,991.1,1036.3,1033.4,1040.5,1075.9,1075.9
Other Operating Expense/(Income),79.1,79.8,80.7,81.9,82.9,82.9
Total Operating Expenses,2040.0,2173.5,2173.6,2310.6,2297.8,2297.8
Operating Income,1583.7,1653.4,1717.3,1770.4,1830.5,1830.5
Interest Expense,(375.7),(366.1),(389.2),(383.9),(348.0),(348.0)
Interest And Investment Income,0.9,1.0,1.6,6.4,5.2,5.2
Net Interest Expenses,(374.8),(365.1),(387.6),(377.5),(342.8),(342.8)
Other Non Operating Income (Expenses),(0.1),5.7,8.8,(1.7),(38.0),(38.0)
"EBT, Excl. Unusual Items",1202.7,1266.6,1302.7,1279.0,1331.5,1331.5
"EBT, Incl. Unusual Items",965.9,1282.1,1320.9,1295.8,1142.7,1142.7
Income Tax Expense,352.7,3.1,283.3,222.0,173.1,173.1
Earnings From Continuing Operations,613.2,1279.0,1037.6,1073.8,969.6,969.6
Net Income to Company,613.2,1279.0,1037.6,1073.8,969.6,969.6
Minority Interest,(0.6),(0.6),(0.7),(0.5),(2.4),(2.4)
Net Income,612.6,1278.4,1036.9,1073.3,967.2,967.2
NI to Common Incl Extra Items,612.6,1278.4,1036.9,1073.3,967.2,967.2
NI to Common Excl. Extra Items,612.6,1278.4,1036.9,1073.3,967.2,967.2
Revenue Per Share,$27.37,$29.79,$30.72,$32.08,$31.80,$31.80
Basic EPS,$1.79,$3.79,$3.17,$3.34,$3.03,$3.03
Basic EPS - Continuing Ops,$1.79,$3.79,$3.17,$3.34,$3.03,$3.03
Basic Weighted Average Shares Outst.,343.0,337.1,326.9,321.1,319.3,319.3
Diluted EPS,$1.78,$3.77,$3.16,$3.33,$3.02,$3.02
Diluted EPS - Continuing Ops,$1.78,$3.77,$3.16,$3.33,$3.02,$3.02
Diluted Weighted Average Shares Outst.,344.4,339.0,328.4,322.0,319.8,319.8
Normalized Basic EPS,$2.19,$2.35,$2.49,$2.49,$2.60,$2.60
Normalized Diluted EPS,$2.18,$2.33,$2.48,$2.48,$2.59,$2.59
Dividend Per Share,$1.24,$1.33,$1.44,$1.56,$1.66,$1.66
Payout Ratio,68.38%,34.46%,44.54%,45.77%,54.02%,54.02%
EBITDA,2653.9,2769.5,2831.4,2858.5,2950.5,2950.5
EBITA,1662.8,1733.2,1854.4,1872.7,1934.6,1934.6
EBIT,1583.7,1653.4,1717.3,1770.4,1830.5,1830.5
EBITDAR,2710.7,,,2954.9,3036.5,3036.5
Effective Tax Rate,36.5%,0.2%,21.4%,17.1%,15.1%,15.1%
Normalized Net Income,751.1,791.0,813.5,798.9,829.8,829.8
Interest Capitalized,6.2,6.5,6.8,7.2,6.2,6.2
Interest on Long-Term Debt,341.9,368.4,,406.7,372.8,372.8
