Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8.49%,9.49%,11.03%,2.41%,0.00%
Total Revenues,8.49%,9.49%,11.03%,2.41%,0.00%
Cost Of Revenues,9.15%,9.29%,10.78%,1.77%,0.00%
Gross Profit,5.24%,10.48%,12.30%,5.60%,0.00%
Selling General & Admin Expenses,5.00%,8.58%,10.86%,6.09%,0.00%
Total Operating Expenses,5.00%,8.58%,10.86%,6.09%,0.00%
Operating Income,5.67%,13.94%,14.82%,4.77%,0.00%
Interest Expense,(2.73%),-1.26%,(7.27%),-2.82%,0.00%
Net Interest Expenses,(2.73%),-1.26%,(7.27%),-2.82%,0.00%
Other Non Operating Income (Expenses),,,,-10.20%,0.00%
"EBT, Excl. Unusual Items",(2.16%),27.21%,12.99%,6.43%,0.00%
"EBT, Incl. Unusual Items",(1.86%),27.21%,12.99%,5.54%,0.00%
Income Tax Expense,(44.54%),43.53%,7.80%,0.42%,0.00%
Earnings From Continuing Operations,23.05%,22.92%,14.59%,7.02%,0.00%
Net Income to Company,23.05%,22.92%,14.59%,7.02%,0.00%
Net Income,23.05%,22.92%,14.59%,7.02%,0.00%
NI to Common Incl Extra Items,23.05%,22.92%,14.59%,7.02%,0.00%
NI to Common Excl. Extra Items,23.05%,22.92%,14.59%,7.02%,0.00%
Revenue Per Share,14.22%,12.75%,15.48%,4.20%,0.00%
Basic EPS,29.47%,26.44%,19.20%,8.85%,0.00%
Basic EPS - Continuing Ops,29.47%,26.44%,19.20%,8.85%,0.00%
Basic Weighted Average Shares Outst.,(5.01%),(2.90%),(3.84%),(1.72%),0.00%
Diluted EPS,29.30%,26.59%,19.09%,9.22%,0.00%
Diluted EPS - Continuing Ops,29.30%,26.59%,19.09%,9.22%,0.00%
Diluted Weighted Average Shares Outst.,(4.70%),(2.91%),(3.78%),(2.03%),0.00%
Normalized Basic EPS,2.99%,30.87%,17.55%,8.32%,0.00%
Normalized Diluted EPS,2.76%,31.03%,17.43%,8.53%,0.00%
Dividend Per Share,43.75%,34.06%,36.02%,21.26%,0.00%
Payout Ratio,10.40%,6.06%,14.81%,11.89%,0.00%
EBITDA,4.92%,11.13%,11.80%,15.18%,0.00%
EBITA,4.97%,11.29%,11.76%,3.48%,0.00%
EBIT,5.67%,13.94%,14.82%,4.77%,0.00%
EBITDAR,4.98%,10.94%,16.43%,11.56%,
Effective Tax Rate,(43.48%),12.81%,(4.61%),(4.86%),0.00%
Normalized Net Income,(2.16%),27.21%,12.99%,6.43%,0.00%
Foreign Sales,4.03%,22.99%,14.95%,(2.37%),
